rst,area_ha,fsID,pub_priv,HYBRID,BAU,WOOD,BIO
2_2,2.119,2259,1,2,2,2,2
2_2,1.113,2256,1,2,2,2,2
2_2,1.655,2261,1,2,2,2,2
2_2,0.602,2260,1,2,2,2,2
2_2,4.297,2250,1,2,2,2,2
2_2,3.628,2249,1,2,2,2,2
2_2,1.353,2255,1,2,2,2,2
2_2,3.451,2252,1,2,2,2,2
5_3,0.495,2218,1,2,2,2,1
5_3,1.267,2213,1,2,2,2,2
5_3,2.032,2221,1,2,2,2,2
5_3,1.211,2219,1,2,2,2,2
5_2,1.883,2207,1,2,2,2,2
5_2,0.207,2204,1,2,2,2,2
5_3,1.920,2211,1,2,2,2,2
5_2,0.240,2210,0,2,2,2,2
4_3,4.339,2231,1,2,2,2,2
4_2,4.638,2229,1,2,2,2,2
5_1,4.906,2234,0,2,2,2,2
5_1,4.558,2232,1,2,2,2,2
5_3,2.298,2223,1,2,2,2,2
5_3,0.863,2222,1,2,2,2,2
5_3,1.028,2226,1,2,2,2,2
5_3,0.235,2225,1,2,2,2,2
5_2,1.429,2187,1,2,2,2,2
5_2,1.109,2186,1,2,2,2,2
5_2,1.537,2190,1,2,2,2,2
5_2,0.052,2188,1,2,2,2,1
5_1,1.710,2181,1,2,2,2,1
5_1,1.325,2180,0,2,2,2,2
5_2,1.111,2185,0,2,2,2,2
5_2,1.370,2184,1,2,2,2,2
5_2,0.137,2198,0,2,2,2,2
5_2,0.248,2197,1,2,2,2,2
5_2,1.747,2201,1,2,2,2,1
5_2,0.642,2200,1,2,2,2,2
5_2,0.560,2193,0,2,2,2,2
5_2,0.442,2191,0,2,2,2,2
5_2,0.742,2195,0,2,2,2,2
5_2,0.782,2194,1,2,2,2,2
5_1,1.075,2158,1,2,2,2,1
5_1,0.939,2157,1,2,2,2,2
5_1,0.302,2163,0,2,2,2,2
5_1,2.066,2161,1,2,2,2,1
5_1,0.093,2152,1,2,2,2,2
5_1,0.654,2151,0,2,2,2,2
5_1,1.364,2156,1,2,2,2,2
5_1,1.598,2153,1,2,2,2,1
5_1,2.058,2175,1,2,2,2,2
5_1,0.314,2173,0,2,2,2,2
5_1,2.608,2178,1,2,2,2,2
5_1,1.307,2177,1,2,2,2,2
5_1,1.363,2170,1,2,2,2,2
5_1,0.128,2165,0,2,2,2,2
5_1,0.596,2172,0,2,2,2,2
5_1,2.539,2171,1,2,2,2,2
5_1,1.279,2132,1,2,2,2,2
5_1,0.693,2130,0,2,2,2,2
5_1,1.015,2134,1,2,2,2,2
5_1,0.283,2133,1,2,2,2,2
5_1,0.676,2126,0,2,2,2,2
4_3,1.105,2124,0,2,2,2,2
5_1,1.398,2128,1,2,2,2,2
5_1,0.750,2127,1,2,2,2,2
5_1,0.689,2145,1,2,2,2,2
5_1,1.411,2144,1,2,2,2,2
5_1,0.068,2149,1,2,2,2,2
5_1,0.713,2146,1,2,2,2,2
5_1,0.748,2140,1,2,2,2,2
5_1,0.262,2139,1,2,2,2,2
5_1,0.616,2143,1,2,2,2,2
5_1,0.925,2141,1,2,2,2,2
4_2,0.628,2109,1,2,2,2,1
4_2,1.247,2108,1,2,2,2,2
4_3,3.332,2111,1,2,2,2,2
4_3,2.289,2110,0,2,2,2,2
4_2,0.916,2103,1,2,2,2,2
4_2,0.117,2101,0,2,2,2,2
4_2,0.240,2106,1,2,2,2,2
4_2,0.229,2104,1,2,2,2,2
4_3,1.247,2118,1,2,2,2,2
4_3,2.341,2117,1,2,2,2,2
4_3,0.345,2121,0,2,2,2,2
4_3,1.641,2119,1,2,2,2,2
4_3,0.819,2113,1,2,2,2,2
4_3,0.205,2112,1,2,2,2,2
4_3,0.575,2116,1,2,2,2,2
4_3,1.809,2114,1,2,2,2,2
4_2,1.080,2087,1,2,2,2,2
4_2,0.206,2086,0,2,2,2,2
4_2,0.254,2090,1,2,2,2,2
4_2,0.737,2088,0,2,2,2,2
4_1,1.572,2082,1,2,2,2,2
4_1,1.959,2081,1,2,2,2,2
4_1,0.327,2084,0,2,2,2,2
4_1,0.936,2083,1,2,2,2,2
4_2,0.102,2096,0,2,2,2,2
4_2,2.230,2095,1,2,2,2,2
4_2,0.082,2100,1,2,2,2,2
4_2,0.500,2098,1,2,2,2,2
4_2,0.285,2092,0,2,2,2,2
4_2,1.473,2091,1,2,2,2,2
4_2,0.267,2094,1,2,2,2,2
4_2,0.879,2093,0,2,2,2,2
4_1,0.846,2063,1,2,2,2,2
4_1,1.604,2059,1,2,2,2,1
4_1,2.987,2069,1,2,2,2,2
4_1,1.712,2065,1,2,2,2,2
4_1,1.285,2053,1,2,2,2,1
4_1,0.557,2052,1,2,2,2,2
4_1,0.663,2058,1,2,2,2,2
4_1,1.764,2054,0,2,2,2,1
4_1,2.359,2078,1,2,2,2,2
4_1,0.224,2077,1,2,2,2,2
4_1,0.122,2080,0,2,2,2,2
4_1,0.944,2079,0,2,2,2,2
4_1,2.637,2072,1,2,2,2,2
4_1,1.419,2071,0,2,2,2,2
4_1,1.997,2075,1,2,2,2,2
4_1,2.250,2073,1,2,2,2,2
4_1,1.563,2036,1,2,2,2,2
4_1,0.953,2035,1,2,2,2,2
4_1,3.252,2039,1,2,2,2,2
4_1,0.818,2037,0,2,2,2,2
4_1,0.164,2032,0,2,2,2,2
4_1,2.540,2030,1,2,2,2,2
4_1,0.191,2034,0,2,2,2,2
4_1,0.700,2033,0,2,2,2,2
4_1,0.315,2047,0,2,2,2,2
4_1,0.654,2046,1,2,2,2,2
4_1,0.983,2051,0,2,2,2,2
4_1,0.748,2048,1,2,2,2,2
4_1,0.510,2041,1,2,2,2,1
4_1,0.697,2040,1,2,2,2,1
4_1,1.284,2043,1,2,2,2,2
4_1,0.139,2042,0,2,2,2,2
2_2,0.761,2010,1,2,2,2,2
2_2,1.086,2009,1,2,2,2,2
4_1,0.830,2013,1,2,2,2,2
4_1,0.911,2011,1,2,2,2,2
2_1,1.577,2000,1,2,2,2,2
5_3,7.984,1871,1,2,2,2,2
2_1,1.277,2005,1,2,2,2,2
2_1,0.863,2002,0,2,2,2,2
4_1,1.906,2026,1,2,2,2,2
4_1,1.334,2023,1,2,2,2,2
4_1,1.203,2029,1,2,2,2,2
4_1,0.597,2028,0,2,2,2,2
4_1,0.028,2017,0,2,2,2,2
4_1,0.202,2016,0,2,2,2,2
4_1,0.922,2021,0,2,2,2,2
4_1,1.133,2018,1,2,2,2,2
5_3,8.852,1842,1,2,2,2,1
5_3,9.313,1841,1,2,2,2,1
5_3,5.060,1850,1,2,2,2,2
5_3,8.965,1848,1,2,2,2,1
5_3,10.430,1834,1,2,2,2,1
5_3,6.723,1832,1,2,2,2,2
5_3,8.257,1837,1,2,2,2,1
5_3,11.171,1835,1,2,2,2,1
5_3,5.785,1862,1,2,2,2,2
5_3,6.343,1860,1,2,2,2,2
5_3,7.751,1867,1,2,2,2,2
5_3,7.347,1865,1,2,2,2,2
5_3,7.718,1852,1,2,2,2,2
5_3,5.891,1851,1,2,2,2,2
5_3,9.837,1858,1,2,2,2,2
5_3,26.131,1856,1,2,2,2,2
5_3,6.463,1812,1,2,2,2,1
5_3,8.812,1811,1,2,2,2,2
5_3,8.394,1819,1,2,2,2,1
5_3,9.981,1817,1,2,2,2,1
5_3,16.528,1806,1,2,2,2,2
5_3,7.247,1805,1,2,2,2,2
5_3,5.228,1810,1,2,2,2,2
5_3,15.432,1809,1,2,2,2,2
5_3,9.209,1827,1,2,2,2,2
5_3,7.870,1825,1,2,2,2,2
5_3,5.946,1831,1,2,2,2,2
5_3,5.896,1830,1,2,2,2,2
5_3,8.381,1821,1,2,2,2,2
5_3,8.725,1820,1,2,2,2,2
5_3,7.665,1823,1,2,2,2,2
5_3,6.813,1822,1,2,2,2,2
5_2,6.495,1786,0,2,2,2,2
5_2,6.160,1785,1,2,2,2,2
5_2,5.478,1791,1,2,2,2,2
5_2,7.190,1788,1,2,2,2,1
5_1,8.301,1782,0,2,2,2,1
5_1,8.619,1780,1,2,2,2,2
5_2,7.041,1784,1,2,2,2,2
5_2,5.960,1783,1,2,2,2,2
5_3,6.215,1801,0,2,2,2,2
5_3,5.916,1799,1,2,2,2,2
5_3,6.421,1804,1,2,2,2,2
5_3,5.538,1803,1,2,2,2,2
5_3,5.232,1796,1,2,2,2,2
5_3,9.307,1793,1,2,2,2,2
5_3,5.249,1798,1,2,2,2,2
5_3,5.376,1797,1,2,2,2,2
5_1,6.760,1760,1,2,2,2,2
5_1,5.558,1759,1,2,2,2,2
5_1,5.915,1767,1,2,2,2,2
5_1,8.436,1761,1,2,2,2,2
5_1,23.463,1751,1,2,2,2,1
5_1,12.463,1749,1,2,2,2,2
5_1,6.219,1757,0,2,2,2,2
5_1,7.549,1754,1,2,2,2,2
5_1,7.881,1775,1,2,2,2,2
5_1,5.013,1774,1,2,2,2,2
5_1,5.996,1779,1,2,2,2,2
5_1,8.204,1777,1,2,2,2,2
5_1,9.917,1770,1,2,2,2,2
5_1,5.299,1769,1,2,2,2,2
5_1,7.483,1773,1,2,2,2,2
5_1,5.128,1772,1,2,2,2,2
5_1,5.395,1736,1,2,2,2,2
5_1,8.548,1734,1,2,2,2,2
5_1,9.493,1738,1,2,2,2,2
5_1,16.859,1737,1,2,2,2,2
5_1,7.135,1731,1,2,2,2,2
5_1,5.182,1729,1,2,2,2,2
5_1,5.404,1733,1,2,2,2,2
5_1,17.793,1732,1,2,2,2,2
5_1,7.478,1744,1,2,2,2,2
5_1,5.407,1743,1,2,2,2,2
5_1,6.722,1746,1,2,2,2,2
5_1,6.002,1745,1,2,2,2,2
5_1,10.274,1740,1,2,2,2,2
5_1,6.760,1739,1,2,2,2,2
5_1,10.386,1742,1,2,2,2,2
5_1,5.569,1741,1,2,2,2,2
4_3,9.535,1712,1,2,2,2,2
4_3,5.346,1710,1,2,2,2,2
4_3,16.600,1714,0,2,2,2,1
4_3,14.756,1713,1,2,2,2,2
4_3,9.116,1704,1,2,2,2,2
4_3,5.829,1702,1,2,2,2,2
4_3,5.005,1708,1,2,2,2,2
4_3,6.301,1707,1,2,2,2,2
4_3,5.427,1724,1,2,2,2,1
4_3,7.158,1723,1,2,2,2,1
5_1,11.965,1727,1,2,2,2,2
5_1,6.916,1726,1,2,2,2,2
4_3,10.459,1718,0,2,2,2,1
4_3,16.779,1716,1,2,2,2,1
4_3,8.278,1722,1,2,2,2,1
4_3,7.103,1719,0,2,2,2,1
4_1,5.997,1684,1,2,2,2,2
4_1,5.702,1683,1,2,2,2,2
4_1,6.236,1687,1,2,2,2,2
4_1,6.373,1685,1,2,2,2,2
4_1,17.203,1679,1,2,2,2,2
4_1,5.205,1678,1,2,2,2,2
4_1,18.084,1681,1,2,2,2,2
4_1,6.683,1680,1,2,2,2,2
4_3,13.297,1698,1,2,2,2,2
4_3,16.416,1697,0,2,2,2,2
4_3,6.634,1700,1,2,2,2,2
4_3,10.246,1699,1,2,2,2,2
4_2,7.678,1691,1,2,2,2,2
4_1,5.805,1689,1,2,2,2,2
4_2,8.868,1694,0,2,2,2,1
4_2,13.263,1693,1,2,2,2,1
5_3,1.533,2795,1,2,2,2,2
5_3,1.272,2794,0,2,2,2,1
5_3,0.313,2799,0,2,2,2,2
5_3,3.899,2797,1,2,2,2,2
5_3,0.580,2789,1,2,2,2,2
5_3,2.724,2787,1,2,2,2,2
5_3,2.940,2793,1,2,2,2,2
5_3,3.544,2790,1,2,2,2,1
4_1,5.208,2808,1,2,2,2,2
5_3,1.470,2807,0,2,2,2,2
4_1,5.223,2811,1,2,2,2,2
4_1,5.034,2810,1,2,2,2,2
5_3,2.734,2801,1,2,2,2,2
5_3,5.570,2800,1,2,2,2,2
5_3,2.051,2806,1,2,2,2,2
5_3,1.753,2803,1,2,2,2,2
5_2,1.331,2770,1,2,2,2,2
5_2,0.166,2769,0,2,2,2,2
5_2,0.487,2773,1,2,2,2,2
5_2,1.922,2771,1,2,2,2,2
5_2,1.027,2766,1,2,2,2,1
5_2,4.210,2763,1,2,2,2,2
5_2,0.145,2768,0,2,2,2,2
5_2,1.142,2767,1,2,2,2,2
5_3,1.213,2784,1,2,2,2,1
5_3,2.672,2782,1,2,2,2,2
5_3,0.574,2786,1,2,2,2,2
5_3,2.151,2785,1,2,2,2,2
5_2,2.623,2776,1,2,2,2,2
5_2,2.866,2774,1,2,2,2,2
5_2,3.754,2779,1,2,2,2,2
5_2,0.250,2777,0,2,2,2,2
5_2,1.127,2743,1,2,2,2,2
5_2,0.784,2742,1,2,2,2,2
5_2,2.542,2748,1,2,2,2,2
5_2,2.252,2745,1,2,2,2,2
5_2,2.140,2736,1,2,2,2,2
5_2,4.388,2733,1,2,2,2,2
5_2,0.240,2740,1,2,2,2,2
5_2,6.033,2739,1,2,2,2,1
5_2,2.151,2759,1,2,2,2,2
5_2,0.318,2757,1,2,2,2,2
5_2,1.744,2762,1,2,2,2,2
5_2,4.598,2760,1,2,2,2,2
5_2,2.691,2752,1,2,2,2,2
5_2,0.091,2751,0,2,2,2,2
5_2,0.770,2756,0,2,2,2,2
5_2,3.496,2753,1,2,2,2,2
5_2,2.301,2715,1,2,2,2,2
5_2,1.078,2714,1,2,2,2,2
5_2,1.424,2717,1,2,2,2,2
5_2,2.351,2716,1,2,2,2,2
5_2,1.095,2711,1,2,2,2,2
5_2,1.125,2709,1,2,2,2,2
5_2,0.515,2713,1,2,2,2,2
5_2,0.901,2712,1,2,2,2,2
5_2,5.506,2728,1,2,2,2,2
5_2,0.451,2727,1,2,2,2,2
5_2,2.653,2730,1,2,2,2,2
5_2,1.984,2729,1,2,2,2,2
5_2,3.017,2721,1,2,2,2,2
5_2,0.247,2720,0,2,2,2,2
5_2,1.506,2725,1,2,2,2,2
5_2,1.938,2722,1,2,2,2,2
5_2,5.403,2693,1,2,2,2,2
5_2,4.400,2691,1,2,2,2,2
5_2,4.106,2696,1,2,2,2,2
5_2,7.367,2695,1,2,2,2,2
5_2,0.781,2686,1,2,2,2,1
5_2,0.066,2684,0,2,2,2,2
5_2,0.501,2689,0,2,2,2,2
5_2,1.658,2688,1,2,2,2,2
5_2,1.405,2703,1,2,2,2,2
5_2,6.369,2702,1,2,2,2,2
5_2,2.199,2708,1,2,2,2,1
5_2,3.175,2704,1,2,2,2,2
5_2,2.180,2698,1,2,2,2,2
5_2,2.244,2697,1,2,2,2,2
5_2,2.279,2701,1,2,2,2,2
5_2,2.070,2699,1,2,2,2,2
5_2,0.924,2670,0,2,2,2,1
5_2,1.699,2668,1,2,2,2,2
5_2,5.212,2673,1,2,2,2,2
5_2,3.514,2672,1,2,2,2,1
5_2,0.179,2664,0,2,2,2,2
5_2,2.632,2662,1,2,2,2,2
5_2,1.207,2667,1,2,2,2,2
5_2,0.317,2665,0,2,2,2,2
5_2,0.865,2680,1,2,2,2,1
5_2,0.291,2679,0,2,2,2,2
5_2,0.270,2683,0,2,2,2,2
5_2,5.164,2682,1,2,2,2,2
5_2,0.561,2675,0,2,2,2,2
5_2,0.646,2674,0,2,2,2,2
5_2,2.768,2678,1,2,2,2,2
5_2,0.241,2676,1,2,2,2,2
5_2,1.107,2649,1,2,2,2,2
5_2,4.270,2647,0,2,2,2,2
5_2,0.866,2652,1,2,2,2,2
5_2,1.022,2650,1,2,2,2,2
5_2,0.418,2643,1,2,2,2,2
5_2,0.550,2642,1,2,2,2,2
5_2,1.568,2646,1,2,2,2,2
5_2,4.834,2645,1,2,2,2,2
5_2,2.975,2659,1,2,2,2,2
5_2,4.127,2657,1,2,2,2,2
5_2,3.797,2661,1,2,2,2,2
5_2,2.340,2660,0,2,2,2,2
5_2,0.206,2654,1,2,2,2,2
5_2,1.650,2653,1,2,2,2,2
5_2,1.288,2656,1,2,2,2,2
5_2,2.967,2655,1,2,2,2,2
5_2,0.765,2627,1,2,2,2,2
5_2,1.984,2624,1,2,2,2,2
5_2,0.953,2629,0,2,2,2,2
5_2,0.282,2628,1,2,2,2,2
5_2,1.542,2621,1,2,2,2,2
5_2,0.783,2619,0,2,2,2,2
5_2,0.764,2623,1,2,2,2,2
5_2,0.272,2622,1,2,2,2,2
5_2,0.545,2639,0,2,2,2,2
5_2,2.318,2638,1,2,2,2,2
5_2,3.451,2641,1,2,2,2,2
5_2,1.868,2640,1,2,2,2,2
5_2,2.264,2633,1,2,2,2,2
5_2,0.286,2632,0,2,2,2,2
5_2,0.489,2637,1,2,2,2,2
5_2,1.111,2634,0,2,2,2,2
4_3,11.357,1706,1,2,2,3,2
4_3,13.127,1715,1,2,2,3,2
4_3,12.490,1711,1,2,2,3,2
4_3,11.000,1701,1,2,2,3,2
4_2,6.626,1696,1,2,2,3,2
5_1,9.082,1735,1,2,2,3,2
5_1,18.484,1750,1,2,2,3,2
4_3,9.507,1725,1,2,2,3,2
4_3,6.041,1717,1,2,2,3,2
5_1,7.872,1728,1,2,2,3,2
4_1,5.205,1655,1,2,2,3,2
4_1,5.783,1661,1,2,2,3,2
4_1,5.870,1658,1,2,2,3,2
4_1,7.583,1640,1,2,2,3,2
4_1,8.116,1686,1,2,2,3,2
4_1,5.331,1682,1,2,2,3,2
4_2,5.262,1690,1,2,2,3,2
4_1,5.315,1688,1,2,2,3,2
4_1,10.242,1664,1,2,2,3,2
4_1,24.097,1675,1,2,2,3,2
4_1,6.547,1673,1,2,2,3,2
4_1,6.902,1607,1,2,2,3,2
4_1,8.995,1601,1,2,2,3,2
4_1,8.650,1609,1,2,2,3,2
4_1,22.917,1592,1,2,2,3,2
4_1,8.578,1628,1,2,2,3,2
4_1,7.668,1632,1,2,2,3,2
4_1,25.957,1630,1,2,2,3,2
4_1,6.813,1622,1,2,2,3,2
4_1,5.848,1617,1,2,2,3,2
4_1,5.202,1625,1,2,2,3,2
4_1,6.426,1554,1,2,2,3,2
4_1,9.671,1547,1,2,2,3,2
4_1,5.766,1536,1,2,2,3,2
4_1,7.335,1544,1,2,2,3,2
4_1,10.268,1541,1,2,2,3,2
4_1,5.171,1567,1,2,2,3,2
4_1,7.072,1557,1,2,2,3,2
4_1,8.528,1558,1,2,2,3,2
5_2,4.175,1490,1,2,2,3,2
5_2,5.669,1488,1,2,2,3,2
5_2,9.495,1494,1,2,2,3,2
5_2,6.586,1493,1,2,2,3,2
5_2,10.766,1485,1,2,2,3,2
5_2,5.709,1479,1,2,2,3,2
5_2,13.184,1487,1,2,2,3,2
5_3,14.834,1519,1,2,2,3,2
5_3,4.638,1522,1,2,2,3,2
5_2,13.976,1499,1,2,2,3,2
5_2,11.495,1495,1,2,2,3,2
5_3,8.649,1503,1,2,2,3,2
5_2,8.912,1446,1,2,2,3,2
5_2,7.584,1451,1,2,2,3,2
5_2,11.796,1440,1,2,2,3,2
5_2,4.288,1433,1,2,2,3,2
5_2,6.691,1445,1,2,2,3,2
5_2,7.425,1470,1,2,2,3,2
5_2,10.217,1454,1,2,2,3,2
5_2,9.897,1462,1,2,2,3,2
5_1,8.819,1405,0,2,2,3,2
5_1,14.209,1404,1,2,2,3,2
5_1,9.258,1409,1,2,2,3,2
5_1,10.079,1395,1,2,2,3,2
5_1,7.479,1398,1,2,2,3,2
5_1,7.446,1397,1,2,2,3,2
5_2,4.908,1423,1,2,2,3,2
5_2,6.855,1429,1,2,2,3,2
5_2,4.615,1418,1,2,2,3,2
5_2,9.926,1417,1,2,2,3,2
5_2,11.487,1419,1,2,2,3,2
5_1,13.635,1347,1,2,2,3,2
5_1,4.638,1371,1,2,2,3,2
5_1,9.493,1357,1,2,2,3,2
5_1,4.499,1338,1,2,2,3,2
5_1,11.576,1336,1,2,2,3,2
5_1,9.817,1340,1,2,2,3,2
5_1,11.738,1382,1,2,2,3,2
5_1,6.876,1380,1,2,2,3,2
5_1,7.835,1378,1,2,2,3,2
5_1,5.789,1314,1,2,2,3,2
5_1,7.121,1315,0,2,2,3,2
4_2,11.388,1293,1,2,2,3,2
4_2,10.432,1292,1,2,2,3,2
4_2,14.274,1297,1,2,2,3,2
5_1,7.862,1326,1,2,2,3,2
5_1,5.455,1322,0,2,2,3,2
5_1,11.253,1333,1,2,2,3,2
5_1,9.753,1319,1,2,2,3,2
5_1,3.134,1317,1,2,2,3,2
5_1,14.382,1321,1,2,2,3,2
5_1,6.004,1320,1,2,2,3,2
4_2,5.622,1258,1,2,2,3,2
4_2,6.648,1253,1,2,2,3,2
4_2,4.172,1259,1,2,2,3,2
4_1,8.632,1232,1,2,2,3,2
4_1,13.611,1237,1,2,2,3,2
4_2,5.844,1286,1,2,2,3,2
4_2,5.755,1285,1,2,2,3,2
4_2,14.300,1269,1,2,2,3,2
4_2,3.944,1280,1,2,2,3,2
4_1,12.936,1195,1,2,2,3,2
4_1,9.482,1193,1,2,2,3,2
4_1,6.626,1196,1,2,2,3,2
4_1,7.052,1189,1,2,2,3,2
4_1,3.345,1183,1,2,2,3,2
4_1,8.117,1192,1,2,2,3,2
4_1,8.986,1228,1,2,2,3,2
4_1,7.404,1223,1,2,2,3,2
4_1,10.127,1207,1,2,2,3,2
4_1,11.812,1222,1,2,2,3,2
4_1,10.849,1216,1,2,2,3,2
4_1,8.253,1145,1,2,2,3,2
4_1,8.974,1131,0,2,2,3,2
4_1,14.004,1136,1,2,2,3,2
4_1,9.450,1134,1,2,2,3,2
4_1,3.319,1177,1,2,2,3,2
4_1,9.855,1174,1,2,2,3,2
4_1,11.182,1182,1,2,2,3,2
4_1,4.705,1180,1,2,2,3,2
4_1,5.186,1151,1,2,2,3,2
2_1,14.267,1090,1,2,2,3,2
4_1,9.340,1101,1,2,2,3,2
5_3,4.157,1077,1,2,2,3,2
5_3,4.616,1080,1,2,2,3,2
4_1,14.583,1129,1,2,2,3,2
4_1,13.934,1126,1,2,2,3,2
4_1,5.790,1103,1,2,2,3,2
4_1,5.596,1102,1,2,2,3,2
4_1,5.912,1110,1,2,2,3,2
4_1,10.454,1106,1,2,2,3,2
4_1,4.430,1014,1,2,2,3,2
4_1,4.132,1011,1,2,2,3,2
4_2,4.035,1025,1,2,2,3,2
4_1,4.198,1002,1,2,2,3,2
4_1,4.197,997,1,2,2,3,2
4_1,4.889,1003,1,2,2,3,2
5_1,4.953,1053,1,2,2,3,2
5_3,4.416,1068,1,2,2,3,2
5_1,4.189,1055,1,2,2,3,2
4_3,4.295,1030,1,2,2,3,2
4_3,4.611,1027,1,2,2,3,2
5_1,4.383,1042,1,2,2,3,2
2_1,8.480,977,1,2,2,3,2
5_3,7.178,975,1,2,2,3,2
4_1,4.274,983,1,2,2,3,2
4_1,4.298,980,1,2,2,3,2
5_3,8.523,971,1,2,2,3,2
5_3,3.913,970,1,2,2,3,2
4_1,4.262,989,1,2,2,3,2
4_1,4.935,986,1,2,2,3,2
4_1,4.912,985,1,2,2,3,2
4_1,4.317,988,1,2,2,3,2
4_1,8.155,987,1,2,2,3,2
5_3,5.064,912,1,2,2,3,2
5_3,4.985,925,1,2,2,3,2
5_3,2.132,923,1,2,2,3,2
5_3,6.134,905,1,2,2,3,2
5_3,8.165,898,1,2,2,3,2
5_3,7.176,909,1,2,2,3,2
5_3,8.180,908,1,2,2,3,2
5_3,5.235,961,1,2,2,3,2
5_3,10.036,964,1,2,2,3,2
5_3,9.920,932,1,2,2,3,2
5_3,13.625,929,1,2,2,3,2
5_3,16.684,946,1,2,2,3,2
5_2,1.734,801,1,2,2,3,2
5_2,3.901,798,1,2,2,3,2
5_2,2.515,804,1,2,2,3,2
5_2,9.653,779,1,2,2,3,2
5_2,6.399,778,1,2,2,3,2
5_2,5.288,794,1,2,2,3,2
5_2,3.122,879,1,2,2,3,2
5_2,2.041,874,1,2,2,3,2
5_3,22.611,893,1,2,2,3,2
5_2,4.948,887,1,2,2,3,2
5_2,2.067,818,1,2,2,3,2
5_2,10.983,813,1,2,2,3,2
5_2,1.965,744,1,2,2,3,2
5_2,2.254,733,1,2,2,3,2
5_2,2.533,740,1,2,2,3,2
5_2,4.043,765,1,2,2,3,2
5_2,9.875,773,0,2,2,3,2
5_2,6.509,760,1,2,2,3,2
5_2,4.668,764,1,2,2,3,2
5_1,3.600,692,1,2,2,3,2
5_1,5.429,701,1,2,2,3,2
5_1,8.257,698,1,2,2,3,2
5_1,5.507,686,1,2,2,3,2
5_1,5.548,689,1,2,2,3,2
5_2,5.636,724,1,2,2,3,2
5_2,4.382,728,1,2,2,3,2
5_2,4.053,726,1,2,2,3,2
5_1,2.562,708,1,2,2,3,2
5_1,5.555,707,1,2,2,3,2
5_1,8.034,714,1,2,2,3,2
5_1,6.268,710,1,2,2,3,2
5_1,4.901,643,1,2,2,3,2
5_1,8.297,644,1,2,2,3,2
5_1,4.614,629,1,2,2,3,2
5_1,3.846,626,1,2,2,3,2
5_1,10.873,669,1,2,2,3,2
5_1,5.043,675,1,2,2,3,2
5_1,3.728,646,1,2,2,3,2
5_1,2.964,662,1,2,2,3,2
5_1,9.683,652,1,2,2,3,2
5_1,7.917,597,1,2,2,3,2
5_1,12.509,596,1,2,2,3,2
5_1,5.085,603,1,2,2,3,2
5_1,1.333,583,1,2,2,3,2
5_1,4.013,591,1,2,2,3,2
5_1,4.116,619,1,2,2,3,2
5_1,3.763,624,1,2,2,3,2
5_1,3.109,607,1,2,2,3,2
5_1,7.076,551,1,2,2,3,2
5_1,10.430,547,1,2,2,3,2
5_1,11.023,555,1,2,2,3,2
5_1,4.886,552,1,2,2,3,2
5_1,9.179,542,1,2,2,3,2
4_3,12.816,514,1,2,2,3,2
5_1,3.370,544,1,2,2,3,2
5_1,14.786,578,1,2,2,3,2
5_1,3.681,575,1,2,2,3,2
5_1,9.255,563,1,2,2,3,2
5_1,4.547,557,1,2,2,3,2
5_1,6.916,565,0,2,2,3,2
5_1,5.608,564,1,2,2,3,2
4_2,8.668,483,1,2,2,3,2
4_2,4.126,488,1,2,2,3,2
4_2,4.352,449,1,2,2,3,2
4_3,11.362,501,1,2,2,3,2
4_3,18.302,505,1,2,2,3,2
4_3,7.947,493,1,2,2,3,2
4_3,10.495,500,1,2,2,3,2
4_2,6.145,412,1,2,2,3,2
4_2,1.741,423,1,2,2,3,2
4_2,5.004,418,1,2,2,3,2
4_2,4.109,402,1,2,2,3,2
4_2,5.853,400,1,2,2,3,2
4_2,2.809,406,1,2,2,3,2
4_2,3.862,404,1,2,2,3,2
4_2,3.359,440,1,2,2,3,2
4_2,4.999,438,1,2,2,3,2
4_2,3.858,445,1,2,2,3,2
4_2,7.104,427,1,2,2,3,2
4_2,2.150,435,1,2,2,3,2
4_2,11.004,433,1,2,2,3,2
4_1,4.534,371,1,2,2,3,2
4_1,2.621,370,1,2,2,3,2
4_1,2.586,372,1,2,2,3,2
4_1,5.495,362,1,2,2,3,2
4_1,1.963,361,1,2,2,3,2
4_1,1.137,369,1,2,2,3,2
4_2,5.005,391,1,2,2,3,2
4_2,8.681,396,1,2,2,3,2
4_2,4.095,389,1,2,2,3,2
4_1,9.166,311,1,2,2,3,2
4_1,9.501,307,1,2,2,3,2
4_1,7.747,312,1,2,2,3,2
4_1,2.154,304,1,2,2,3,2
4_1,5.549,302,1,2,2,3,2
4_1,6.148,306,1,2,2,3,2
4_1,7.744,345,1,2,2,3,2
4_1,9.211,357,1,2,2,3,2
4_1,2.091,330,1,2,2,3,2
4_1,4.415,321,1,2,2,3,2
4_1,1.663,243,1,2,2,3,2
4_1,1.971,253,1,2,2,3,2
4_1,2.231,247,1,2,2,3,2
4_1,5.302,222,1,2,2,3,2
4_1,5.580,232,1,2,2,3,2
4_1,3.552,292,1,2,2,3,2
4_1,8.630,299,1,2,2,3,2
4_1,2.843,269,1,2,2,3,2
4_1,5.895,274,1,2,2,3,2
4_1,7.509,199,1,2,2,3,2
4_1,6.699,202,1,2,2,3,2
4_1,9.771,193,1,2,2,3,2
4_1,6.861,190,1,2,2,3,2
4_1,4.445,216,1,2,2,3,2
