rst,area_ha,fsID,pub_priv,HYBRID,BAU,WOOD,BIO
4_1,6.143,211,1,2,2,3,2
4_1,5.835,221,1,2,2,3,2
4_1,4.781,208,1,2,2,3,2
4_1,7.030,142,1,2,2,3,2
4_1,5.329,154,1,2,2,3,2
4_1,8.261,153,1,2,2,3,2
4_1,3.777,138,1,2,2,3,2
4_1,5.348,132,1,2,2,3,2
4_1,9.138,140,1,2,2,3,2
4_1,1.640,139,1,2,2,3,2
4_1,5.072,183,1,2,2,3,2
4_1,9.375,178,1,2,2,3,2
4_1,2.105,161,1,2,2,3,2
4_1,6.067,175,1,2,2,3,2
4_1,2.272,162,1,2,2,3,2
4_1,2.384,106,1,2,2,3,2
4_1,8.730,103,1,2,2,3,2
4_1,5.854,111,1,2,2,3,2
4_1,6.156,87,1,2,2,3,2
4_1,6.027,86,1,2,2,3,2
4_1,2.899,96,1,2,2,3,2
4_1,3.397,88,1,2,2,3,2
4_1,1.166,127,1,2,2,3,2
4_1,7.454,124,1,2,2,3,2
4_1,7.963,115,1,2,2,3,2
4_1,4.980,112,1,2,2,3,2
4_1,3.812,119,1,2,2,3,2
4_1,3.802,117,0,2,2,3,2
4_1,5.441,58,1,2,2,3,2
4_1,5.461,56,1,2,2,3,2
4_1,2.695,60,1,2,2,3,2
4_1,9.515,48,1,2,2,3,2
4_1,9.054,41,1,2,2,3,2
4_1,6.117,55,1,2,2,3,2
4_1,5.535,49,1,2,2,3,2
4_1,4.205,75,1,2,2,3,2
4_1,10.322,74,1,2,2,3,2
4_1,3.667,83,1,2,2,3,2
4_1,8.230,76,1,2,2,3,2
4_1,12.193,67,1,2,2,3,2
4_1,1.640,62,1,2,2,3,2
4_1,3.815,70,1,2,2,3,2
4_1,5.507,69,1,2,2,3,2
2_1,1.120,9,1,2,2,3,2
2_1,11.796,17,1,2,2,3,2
2_1,2.283,16,1,2,2,3,2
2_1,8.981,7,1,2,2,3,2
2_1,3.915,30,1,2,2,3,2
2_2,3.361,34,1,2,2,3,2
2_1,3.492,26,1,2,2,3,2
2_1,4.148,25,1,2,2,3,2
2_3,14.297,1,1,2,2,2,2
5_1,5.518,2812,1,2,2,2,1
2_1,3.397,3,1,2,2,2,2
2_1,4.740,2,1,2,2,2,2
5_2,3.513,2651,1,2,2,2,1
5_2,4.100,2635,1,1,1,1,1
5_3,3.347,2788,1,2,2,2,1
5_2,0.496,2778,1,1,1,1,1
2_1,8.099,14,1,2,2,2,2
2_1,1.821,13,1,2,2,2,2
2_1,4.015,18,1,2,2,2,2
2_1,2.902,15,1,2,2,2,2
2_1,9.158,8,1,2,2,2,2
2_1,4.637,4,1,2,2,2,2
2_1,2.365,12,0,2,2,2,2
2_1,2.033,11,1,2,2,2,2
5_1,0.575,2168,1,1,1,1,1
5_1,0.785,2167,1,1,1,1,1
5_2,2.194,2199,1,1,1,1,1
5_2,0.964,2189,1,2,2,2,1
5_1,0.838,2154,1,1,1,1,1
4_1,1.932,2070,1,1,1,1,1
5_1,0.490,2162,1,2,2,2,1
5_1,0.660,2160,0,1,1,1,1
4_2,6.318,2433,1,2,2,2,1
4_2,1.183,2385,1,2,2,2,1
5_1,8.588,2600,1,2,2,2,1
5_1,3.735,2598,1,2,2,2,1
5_2,0.306,2203,0,1,1,1,1
5_2,0.409,2202,1,1,1,1,1
4_2,5.484,2379,1,1,1,1,1
4_1,4.199,2227,1,1,1,1,1
5_3,11.369,1833,1,2,2,2,1
5_3,5.010,1829,0,1,1,1,1
5_3,22.094,1839,1,1,1,1,1
5_3,17.694,1838,1,2,2,2,1
5_2,5.804,1790,1,1,1,1,1
5_2,6.885,1789,1,1,1,1,1
5_3,6.878,1816,1,1,1,1,1
5_3,5.720,1815,1,2,2,2,1
5_3,7.856,1847,1,1,1,1,1
5_3,6.961,1846,1,1,1,1,1
4_1,1.234,2056,0,1,1,1,1
4_1,1.529,2055,1,2,2,2,1
5_3,18.589,1843,1,1,1,1,1
5_3,10.738,1840,1,1,1,1,1
5_3,5.803,1845,1,2,2,2,1
5_3,12.159,1844,1,1,1,1,1
4_1,5.324,1659,1,1,1,1,1
4_1,10.519,1657,1,1,1,1,1
4_1,5.973,1677,1,1,1,1,1
4_1,24.635,1666,1,2,2,2,1
4_1,8.132,1631,1,2,2,2,1
4_1,7.827,1597,0,1,1,1,1
4_1,7.666,1656,1,2,2,2,1
4_1,5.744,1642,1,1,1,1,1
5_1,5.342,1762,1,1,1,1,1
5_1,8.457,1752,1,2,2,2,1
5_1,17.091,1764,1,1,1,1,1
5_1,5.605,1763,1,1,1,1,1
4_2,6.757,1695,1,1,1,1,1
4_2,5.092,1692,1,2,2,2,1
4_3,7.989,1721,1,2,2,2,1
4_3,16.244,1720,1,2,2,2,1
5_1,12.662,1384,1,2,2,2,1
5_1,8.631,1364,1,2,2,2,1
5_1,13.447,1414,1,2,2,2,1
5_1,11.334,1401,1,1,1,1,1
5_1,12.020,1330,1,2,2,2,1
5_1,8.148,1325,1,2,2,2,1
5_1,14.452,1361,1,2,2,2,1
5_1,4.582,1353,1,2,2,2,1
5_3,5.416,1520,1,2,2,2,1
5_2,5.106,1498,1,2,2,2,1
4_1,6.051,1596,1,1,1,1,1
4_1,6.929,1574,1,1,1,1,1
5_2,3.297,1441,1,2,2,2,1
5_2,6.696,1438,1,2,2,2,1
5_2,12.919,1463,1,2,2,2,1
5_2,12.912,1453,1,2,2,2,1
5_3,4.661,1074,1,1,1,1,1
5_2,4.277,1062,1,1,1,1,1
4_1,8.669,1115,1,2,2,2,1
5_3,4.494,1075,1,2,2,2,1
5_1,4.925,1045,1,1,1,1,1
4_3,8.068,1035,1,2,2,2,1
5_2,4.527,1061,1,1,1,1,1
5_2,4.598,1059,1,1,1,1,1
4_2,13.496,1274,1,1,1,1,1
4_2,13.012,1256,1,2,2,2,1
4_3,9.816,1307,1,2,2,2,1
4_2,7.284,1277,1,2,2,2,1
4_1,6.354,1187,1,2,2,2,1
4_1,6.433,1160,1,2,2,2,1
4_2,11.792,1254,1,2,2,2,1
4_1,5.867,1229,1,1,1,1,1
5_3,12.560,950,1,1,1,1,1
5_3,16.230,949,1,2,2,2,1
5_3,13.268,953,1,1,1,1,1
5_3,8.432,951,1,1,1,1,1
5_3,4.171,940,1,1,1,1,1
5_3,17.110,939,1,1,1,1,1
5_3,10.721,948,1,2,2,2,1
5_3,3.706,947,1,1,1,1,1
4_1,4.495,1018,1,1,1,1,1
4_1,4.537,1013,1,2,2,2,1
4_3,4.314,1034,1,2,2,2,1
4_2,4.527,1026,1,1,1,1,1
5_3,5.529,955,1,1,1,1,1
5_3,9.833,954,1,2,2,2,1
4_1,4.069,1007,1,2,2,2,1
4_1,4.382,1006,1,1,1,1,1
5_2,5.992,848,1,1,1,1,1
5_2,1.295,847,1,1,1,1,1
5_2,6.382,851,1,1,1,1,1
5_2,3.919,850,1,1,1,1,1
5_2,5.533,844,1,1,1,1,1
5_2,2.925,840,1,1,1,1,1
5_2,4.479,846,1,1,1,1,1
5_2,3.924,845,1,2,2,2,1
5_3,17.845,914,1,2,2,2,1
5_2,4.987,856,0,1,1,1,1
5_3,11.431,938,1,1,1,1,1
5_3,7.262,916,1,2,2,2,1
5_2,4.453,853,1,1,1,1,1
5_2,7.595,852,1,1,1,1,1
5_2,4.671,855,1,1,1,1,1
5_2,2.120,854,1,1,1,1,1
5_2,2.646,811,1,2,2,2,1
5_2,5.491,810,1,1,1,1,1
5_2,2.748,823,1,1,1,1,1
5_2,2.635,822,1,2,2,2,1
5_2,6.211,807,1,1,1,1,1
5_2,6.745,806,1,1,1,1,1
5_2,5.587,809,1,1,1,1,1
5_2,7.125,808,1,1,1,1,1
5_2,4.380,837,1,2,2,2,1
5_2,3.473,835,1,2,2,2,1
5_2,2.953,839,1,1,1,1,1
5_2,8.258,838,1,1,1,1,1
5_2,5.587,828,1,2,2,2,1
5_2,1.764,827,1,2,2,2,1
5_2,4.090,834,1,1,1,1,1
5_2,4.259,830,1,2,2,2,1
5_1,11.494,711,1,2,2,2,1
5_1,6.536,660,1,2,2,2,1
5_2,4.215,746,1,1,1,1,1
5_1,7.399,712,1,1,1,1,1
5_1,2.529,655,1,2,2,2,1
5_1,6.386,642,1,1,1,1,1
5_1,3.171,659,1,2,2,2,1
5_1,4.971,658,1,1,1,1,1
5_2,6.656,770,1,1,1,1,1
5_2,6.199,759,1,2,2,2,1
5_2,3.869,805,1,1,1,1,1
5_2,5.002,771,1,2,2,2,1
5_2,5.001,748,1,2,2,2,1
5_2,4.542,747,1,1,1,1,1
5_2,1.984,756,1,1,1,1,1
5_2,4.659,754,1,2,2,2,1
4_2,2.048,475,0,2,2,2,1
4_2,9.727,474,1,2,2,2,1
4_3,15.269,524,1,2,2,2,1
4_3,6.582,512,1,2,2,2,1
4_2,9.031,469,1,1,1,1,1
4_2,5.267,467,1,2,2,2,1
4_2,10.200,472,0,2,2,2,1
4_2,4.761,471,1,2,2,2,1
5_1,9.109,639,1,1,1,1,1
5_1,5.325,638,1,1,1,1,1
5_1,7.484,641,1,1,1,1,1
5_1,3.301,640,1,1,1,1,1
4_3,11.221,526,1,2,2,2,1
4_3,15.557,525,1,2,2,2,1
5_1,3.801,637,1,1,1,1,1
5_1,6.520,587,1,1,1,1,1
4_1,6.356,322,1,1,1,1,1
4_1,2.571,272,1,2,2,2,1
4_1,5.986,336,1,2,2,2,1
4_1,1.763,323,1,1,1,1,1
4_1,5.963,266,1,2,2,2,1
4_1,5.211,265,1,2,2,2,1
4_1,5.742,271,1,2,2,2,1
4_1,6.263,270,1,2,2,2,1
4_1,3.867,356,1,1,1,1,1
4_1,11.768,355,1,2,2,2,1
4_2,9.067,465,1,2,2,2,1
4_2,3.508,443,1,2,2,2,1
4_1,4.006,340,1,1,1,1,1
4_1,1.363,338,1,1,1,1,1
4_1,7.884,343,1,2,2,2,1
4_1,5.953,341,1,2,2,2,1
4_1,5.342,169,1,1,1,1,1
4_1,5.133,168,1,1,1,1,1
4_1,6.161,171,1,1,1,1,1
4_1,5.614,170,1,1,1,1,1
4_1,4.363,134,1,1,1,1,1
4_1,3.590,167,1,1,1,1,1
4_1,7.074,166,1,1,1,1,1
4_1,1.576,261,1,2,2,2,1
4_1,7.125,257,1,2,2,2,1
4_1,6.619,263,1,2,2,2,1
4_1,9.364,262,1,1,1,1,1
4_1,5.219,248,1,2,2,2,1
4_1,9.690,192,1,2,2,2,1
4_1,10.215,255,1,1,1,1,1
4_1,4.877,254,1,1,1,1,1
5_3,0.525,2783,0,2,2,3,2
5_2,5.026,2781,1,2,2,3,2
5_2,1.093,2764,1,2,2,3,2
5_2,1.575,2761,1,2,2,3,2
5_2,3.805,2772,1,2,2,3,2
5_2,0.855,2765,1,2,2,3,2
5_3,1.092,2802,1,2,2,3,2
5_3,2.733,2805,1,2,2,3,2
5_3,1.023,2791,0,2,2,3,2
5_3,2.020,2796,1,2,2,3,2
5_2,2.054,2737,1,2,2,3,2
5_2,1.269,2738,1,2,2,3,2
5_2,3.026,2731,1,2,2,3,2
5_2,0.893,2734,1,2,2,3,2
5_2,3.441,2732,1,2,2,3,2
5_2,2.723,2758,1,2,2,3,2
5_2,0.924,2755,1,2,2,3,2
5_2,0.103,2746,0,2,2,3,2
5_2,3.672,2744,1,2,2,3,2
5_2,4.231,2749,1,2,2,3,2
5_2,2.804,2747,1,2,2,3,2
5_2,2.220,2692,1,2,2,3,2
5_2,0.258,2690,0,2,2,3,2
5_2,0.524,2700,1,2,2,3,2
5_2,3.210,2694,1,2,2,3,2
5_2,1.951,2681,1,2,2,3,2
5_2,2.632,2677,1,2,2,3,2
5_2,3.378,2687,1,2,2,3,2
5_2,2.209,2685,1,2,2,3,2
5_2,5.017,2719,1,2,2,3,2
5_2,0.746,2723,1,2,2,3,2
5_2,0.587,2706,0,2,2,3,2
5_2,1.189,2705,1,2,2,3,2
5_2,9.353,2710,1,2,2,3,2
5_2,1.046,2707,1,2,2,3,2
5_2,2.781,2626,1,2,2,3,2
5_2,3.501,2625,1,2,2,3,2
5_2,4.063,2631,1,2,2,3,2
5_2,4.046,2630,1,2,2,3,2
5_2,1.434,2620,1,2,2,3,2
5_2,0.388,2618,0,2,2,3,2
5_2,2.786,2666,0,2,2,3,2
5_2,3.167,2663,1,2,2,3,2
5_2,0.215,2671,1,2,2,3,2
5_2,0.243,2669,1,2,2,3,2
5_2,2.780,2636,1,2,2,3,2
5_2,4.606,2658,1,2,2,3,2
5_2,4.863,2648,1,2,2,3,2
5_1,0.252,2581,0,2,2,3,2
5_1,2.172,2564,1,2,2,3,2
5_1,8.448,2559,1,2,2,3,2
5_1,1.288,2573,1,2,2,3,2
5_1,1.500,2570,1,2,2,3,2
4_2,0.979,2527,0,2,2,3,2
4_2,1.770,2524,1,2,2,3,2
4_2,1.454,2530,1,2,2,3,2
4_2,1.106,2503,1,2,2,3,2
4_2,3.772,2522,1,2,2,3,2
4_2,5.953,2519,1,2,2,3,2
4_3,1.843,2545,1,2,2,3,2
4_3,3.851,2544,1,2,2,3,2
4_2,7.701,2533,1,2,2,3,2
4_2,0.893,2542,1,2,2,3,2
4_2,1.923,2536,1,2,2,3,2
4_2,0.179,2467,1,2,2,3,2
4_2,0.115,2479,1,2,2,3,2
4_2,0.356,2475,0,2,2,3,2
4_2,1.181,2451,1,2,2,3,2
4_2,0.748,2448,1,2,2,3,2
4_2,2.670,2457,0,2,2,3,2
4_2,2.915,2494,1,2,2,3,2
4_2,3.804,2499,1,2,2,3,2
4_2,4.375,2498,1,2,2,3,2
4_2,1.056,2486,1,2,2,3,2
4_2,0.316,2483,1,2,2,3,2
4_2,5.384,2492,1,2,2,3,2
4_2,1.686,2426,0,2,2,3,2
4_2,0.324,2410,1,2,2,3,2
4_2,3.621,2405,1,2,2,3,2
4_2,8.761,2414,1,2,2,3,2
4_2,5.125,2442,1,2,2,3,2
4_2,0.288,2430,1,2,2,3,2
4_2,1.326,2429,1,2,2,3,2
4_2,1.152,2436,1,2,2,3,2
4_2,0.398,2434,0,2,2,3,2
4_1,5.543,2357,1,2,2,3,2
4_1,0.747,2373,1,2,2,3,2
4_1,1.972,2370,0,2,2,3,2
4_1,2.016,2350,1,2,2,3,2
4_1,1.225,2347,1,2,2,3,2
4_1,1.649,2355,1,2,2,3,2
4_2,0.339,2391,1,2,2,3,2
4_2,0.342,2399,0,2,2,3,2
4_2,2.778,2378,1,2,2,3,2
4_2,0.511,2374,0,2,2,3,2
4_2,0.169,2386,0,2,2,3,2
4_2,0.977,2380,0,2,2,3,2
4_1,5.892,2304,1,2,2,3,2
4_1,2.258,2302,1,2,2,3,2
4_1,2.281,2307,1,2,2,3,2
4_1,6.736,2306,1,2,2,3,2
4_1,2.598,2339,1,2,2,3,2
4_1,6.377,2337,1,2,2,3,2
4_1,0.382,2346,0,2,2,3,2
4_1,5.697,2343,1,2,2,3,2
4_1,3.779,2332,1,2,2,3,2
4_1,4.568,2334,1,2,2,3,2
2_2,0.807,2265,1,2,2,3,2
4_1,4.255,2272,1,2,2,3,2
2_2,1.898,2257,1,2,2,3,2
2_2,2.928,2254,1,2,2,3,2
4_1,1.084,2291,1,2,2,3,2
4_1,0.326,2285,0,2,2,3,2
4_1,1.311,2295,0,2,2,3,2
4_1,1.727,2292,1,2,2,3,2
4_1,2.781,2280,1,2,2,3,2
4_1,5.075,2281,1,2,2,3,2
4_1,4.197,2228,1,2,2,3,2
5_3,1.313,2224,1,2,2,3,2
5_1,4.122,2233,1,2,2,3,2
4_3,4.609,2230,1,2,2,3,2
5_3,0.962,2216,1,2,2,3,2
5_3,2.338,2215,1,2,2,3,2
5_3,0.707,2217,1,2,2,3,2
2_1,2.783,2247,1,2,2,3,2
2_1,0.308,2246,0,2,2,3,2
2_2,4.512,2253,1,2,2,3,2
2_2,0.858,2251,0,2,2,3,2
2_1,2.709,2237,1,2,2,3,2
2_1,11.766,2244,1,2,2,3,2
2_1,2.655,2238,1,2,2,3,2
5_1,1.908,2179,1,2,2,3,2
5_1,0.174,2176,0,2,2,3,2
5_1,0.098,2183,0,2,2,3,2
5_1,0.150,2182,0,2,2,3,2
5_1,1.710,2166,1,2,2,3,2
5_1,0.962,2164,0,2,2,3,2
5_1,1.206,2169,1,2,2,3,2
5_3,1.598,2212,1,2,2,3,2
5_2,0.998,2196,1,2,2,3,2
5_2,0.240,2192,1,2,2,3,2
5_2,0.172,2206,1,2,2,3,2
5_1,3.042,2131,1,2,2,3,2
5_1,3.166,2129,0,2,2,3,2
5_1,1.118,2136,1,2,2,3,2
5_1,1.921,2135,1,2,2,3,2
4_3,2.710,2122,1,2,2,3,2
4_3,0.200,2120,0,2,2,3,2
4_3,0.723,2125,0,2,2,3,2
5_1,2.917,2150,1,2,2,3,2
5_1,1.992,2159,1,2,2,3,2
5_1,3.611,2155,1,2,2,3,2
5_1,2.820,2138,0,2,2,3,2
5_1,0.358,2137,1,2,2,3,2
5_1,1.957,2142,1,2,2,3,2
4_1,2.104,2068,1,2,2,3,2
4_1,1.219,2067,1,2,2,3,2
4_1,0.705,2076,1,2,2,3,2
4_1,0.595,2074,1,2,2,3,2
4_1,0.125,2062,0,2,2,3,2
4_1,2.090,2061,1,2,2,3,2
4_1,1.064,2066,1,2,2,3,2
4_1,1.981,2064,1,2,2,3,2
4_2,0.336,2105,1,2,2,3,2
4_2,0.376,2102,1,2,2,3,2
4_2,0.087,2107,1,2,2,3,2
4_2,0.856,2099,1,2,2,3,2
4_2,0.643,2097,1,2,2,3,2
4_1,0.570,2025,1,2,2,3,2
4_1,2.589,2015,1,2,2,3,2
4_1,0.688,2014,0,2,2,3,2
4_1,1.795,2020,1,2,2,3,2
4_1,1.173,2019,1,2,2,3,2
4_1,1.201,2050,1,2,2,3,2
4_1,0.336,2049,1,2,2,3,2
4_1,0.761,2060,1,2,2,3,2
4_1,0.858,2057,1,2,2,3,2
4_1,0.775,2038,0,2,2,3,2
4_1,0.231,2045,1,2,2,3,2
5_3,13.363,1863,1,2,2,3,2
5_3,9.421,1861,1,2,2,3,2
5_3,5.972,1866,0,2,2,3,2
2_1,1.620,2006,1,2,2,3,2
4_1,0.432,2012,1,2,2,3,2
5_3,5.789,1873,1,2,2,3,2
2_1,0.226,2004,1,2,2,3,2
2_1,0.621,2003,1,2,2,3,2
5_3,6.267,1818,1,2,2,3,2
5_3,6.305,1814,1,2,2,3,2
5_3,5.389,1826,1,2,2,3,2
5_3,8.393,1807,1,2,2,3,2
5_3,6.693,1802,1,2,2,3,2
5_3,11.633,1808,1,2,2,3,2
5_3,11.800,1855,1,2,2,3,2
5_3,6.131,1859,1,2,2,3,2
5_3,11.591,1836,1,2,2,3,2
5_3,6.217,1828,1,2,2,3,2
5_3,7.255,1853,1,2,2,3,2
5_3,5.888,1849,1,2,2,3,2
5_1,5.168,1766,1,2,2,3,2
5_1,5.156,1765,1,2,2,3,2
5_1,8.145,1771,1,2,2,3,2
5_1,6.804,1753,0,2,2,3,2
5_1,6.996,1756,0,2,2,3,2
5_3,6.581,1794,1,2,2,3,2
5_3,5.437,1792,1,2,2,3,2
5_3,20.924,1795,1,2,2,3,2
5_2,5.613,1787,1,2,2,3,2
5_1,5.726,1781,1,2,2,3,2
5_2,3.793,842,1,2,2,2,1
5_2,2.776,841,1,2,2,2,1
5_2,4.021,849,1,2,2,2,1
5_2,2.047,843,1,2,2,2,1
5_2,4.578,832,1,2,2,2,1
5_2,2.283,831,1,2,2,2,1
5_2,2.350,836,0,2,2,2,2
5_2,5.140,833,0,2,2,2,1
5_2,3.257,862,1,2,2,2,2
5_2,6.518,861,1,2,2,2,2
5_2,4.881,864,1,2,2,2,2
5_2,5.367,863,1,2,2,2,2
5_2,4.048,858,1,2,2,2,2
5_2,3.347,857,1,2,2,2,2
5_2,4.997,860,1,2,2,2,2
5_2,8.390,859,1,2,2,2,2
5_2,3.753,814,1,2,2,2,2
5_2,3.359,812,1,2,2,2,2
5_2,2.842,816,1,2,2,2,2
5_2,5.661,815,1,2,2,2,2
5_2,10.082,799,1,2,2,2,2
5_2,1.542,797,1,2,2,2,2
5_2,1.838,802,1,2,2,2,2
5_2,10.396,800,1,2,2,2,2
5_2,5.042,825,1,2,2,2,1
5_2,3.963,824,1,2,2,2,1
5_2,2.913,829,1,2,2,2,1
5_2,4.116,826,0,2,2,2,2
5_2,6.910,819,1,2,2,2,1
5_2,9.508,817,1,2,2,2,2
5_2,5.007,821,1,2,2,2,2
5_2,3.900,820,1,2,2,2,2
5_2,6.243,784,1,2,2,2,2
5_2,4.816,783,1,2,2,2,2
5_2,2.955,786,1,2,2,2,2
5_2,1.875,785,1,2,2,2,2
5_2,8.530,780,1,2,2,2,2
5_2,9.356,777,1,2,2,2,2
5_2,5.492,782,1,2,2,2,2
5_2,9.310,781,1,2,2,2,2
5_2,6.712,793,1,2,2,2,2
5_2,4.469,792,1,2,2,2,2
5_2,2.078,796,1,2,2,2,2
5_2,2.017,795,1,2,2,2,2
5_2,8.990,788,1,2,2,2,2
5_2,8.935,787,1,2,2,2,2
5_2,9.250,790,1,2,2,2,2
5_2,3.527,789,1,2,2,2,2
5_2,5.189,751,1,2,2,2,1
5_2,7.344,749,1,2,2,2,2
5_2,4.535,758,1,2,2,2,1
5_2,5.196,757,1,2,2,2,2
5_2,3.291,741,1,2,2,2,2
5_2,7.059,739,1,2,2,2,2
5_2,3.044,745,1,2,2,2,1
5_2,2.186,743,1,2,2,2,2
5_2,4.358,772,1,2,2,2,1
5_2,6.018,769,1,2,2,2,2
5_2,4.447,775,1,2,2,2,2
5_2,4.123,774,1,2,2,2,2
5_2,13.284,763,1,2,2,2,2
5_2,8.413,762,1,2,2,2,2
5_2,4.360,767,1,2,2,2,2
5_2,8.813,766,1,2,2,2,2
5_2,5.962,723,1,2,2,2,2
5_2,7.833,722,1,2,2,2,2
5_2,7.869,727,1,2,2,2,2
5_2,4.057,725,1,2,2,2,2
5_2,13.045,719,1,2,2,2,2
5_2,5.471,717,1,2,2,2,2
5_2,5.423,721,1,2,2,2,2
5_2,3.114,720,1,2,2,2,1
5_2,5.359,736,1,2,2,2,2
5_2,7.225,735,1,2,2,2,1
5_2,4.536,738,1,2,2,2,2
5_2,1.503,737,1,2,2,2,2
5_2,6.767,731,1,2,2,2,2
5_2,3.568,730,1,2,2,2,2
5_2,4.059,734,1,2,2,2,2
5_2,8.171,732,1,2,2,2,2
5_1,12.957,699,1,2,2,2,2
5_1,4.379,696,1,2,2,2,2
5_1,3.970,702,1,2,2,2,2
5_1,5.691,700,1,2,2,2,2
5_1,4.456,693,1,2,2,2,2
5_1,6.038,691,1,2,2,2,2
5_1,3.074,695,1,2,2,2,2
5_1,4.408,694,1,2,2,2,2
5_1,5.871,713,0,2,2,2,1
5_1,7.609,709,1,2,2,2,2
5_1,2.681,716,0,2,2,2,2
5_1,9.694,715,1,2,2,2,1
5_1,2.821,704,1,2,2,2,2
5_1,4.472,703,1,2,2,2,2
5_1,4.011,706,1,2,2,2,2
5_1,8.370,705,1,2,2,2,2
5_1,3.262,674,1,2,2,2,2
5_1,4.920,673,1,2,2,2,2
5_1,8.206,677,1,2,2,2,2
5_1,5.063,676,1,2,2,2,2
5_1,2.706,668,1,2,2,2,1
5_1,5.075,667,1,2,2,2,2
5_1,1.750,672,1,2,2,2,2
5_1,6.324,671,1,2,2,2,2
5_1,11.025,683,1,2,2,2,2
5_1,4.452,682,1,2,2,2,2
5_1,11.016,688,1,2,2,2,2
5_1,2.028,687,1,2,2,2,2
5_1,5.012,679,1,2,2,2,2
5_1,8.874,678,1,2,2,2,1
5_1,6.164,681,1,2,2,2,2
5_1,7.443,680,1,2,2,2,2
5_1,5.884,650,1,2,2,2,2
5_1,4.110,649,1,2,2,2,2
5_1,4.946,653,1,2,2,2,2
5_1,4.887,651,1,2,2,2,2
5_1,8.415,633,1,2,2,2,2
5_1,2.321,632,1,2,2,2,2
5_1,2.411,647,1,2,2,2,2
5_1,5.753,634,1,2,2,2,2
5_1,5.842,664,1,2,2,2,2
5_1,6.523,663,1,2,2,2,2
5_1,7.217,666,1,2,2,2,1
5_1,4.624,665,1,2,2,2,2
5_1,3.301,656,1,2,2,2,2
5_1,4.569,654,1,2,2,2,1
5_1,6.403,661,1,2,2,2,1
5_1,2.963,657,1,2,2,2,1
5_1,2.381,612,1,2,2,2,2
5_1,9.067,611,1,2,2,2,2
5_1,3.254,617,1,2,2,2,2
5_1,13.576,613,1,2,2,2,2
5_1,1.849,606,1,2,2,2,2
5_1,4.558,605,1,2,2,2,2
5_1,5.606,610,1,2,2,2,2
5_1,6.130,609,1,2,2,2,2
5_1,5.428,627,1,2,2,2,2
5_1,5.087,625,1,2,2,2,2
5_1,6.720,631,1,2,2,2,2
5_1,1.931,628,0,2,2,2,2
5_1,2.429,620,1,2,2,2,2
5_1,2.418,618,1,2,2,2,2
5_1,10.785,623,1,2,2,2,2
5_1,6.398,622,1,2,2,2,2
5_1,8.030,586,1,2,2,2,2
5_1,2.493,585,1,2,2,2,2
5_1,6.938,590,1,2,2,2,2
5_1,1.803,589,1,2,2,2,2
5_1,5.968,581,1,2,2,2,1
5_1,3.423,580,1,2,2,2,2
5_1,3.796,584,1,2,2,2,2
5_1,3.014,582,1,2,2,2,1
5_1,13.821,600,1,2,2,2,2
5_1,11.493,599,1,2,2,2,2
5_1,9.848,604,1,2,2,2,2
5_1,8.511,601,1,2,2,2,2
5_1,6.844,593,1,2,2,2,2
5_1,10.755,592,1,2,2,2,2
5_1,4.425,598,1,2,2,2,2
5_1,5.932,594,1,2,2,2,2
5_1,4.039,562,1,2,2,2,2
5_1,13.832,561,1,2,2,2,2
5_1,3.339,567,1,2,2,2,2
5_1,7.207,566,1,2,2,2,2
5_1,4.456,558,1,2,2,2,2
5_1,13.947,556,1,2,2,2,2
5_1,7.140,560,1,2,2,2,2
5_1,10.222,559,1,2,2,2,2
5_1,5.687,576,1,2,2,2,2
5_1,7.003,574,1,2,2,2,2
5_1,8.941,579,1,2,2,2,2
5_1,8.372,577,1,2,2,2,1
5_1,8.301,570,1,2,2,2,2
5_1,7.439,568,1,2,2,2,2
5_1,5.423,573,1,2,2,2,2
5_1,3.773,572,1,2,2,2,2
5_1,6.906,538,1,2,2,2,2
5_1,5.328,537,1,2,2,2,2
5_1,3.769,540,1,2,2,2,2
5_1,8.163,539,1,2,2,2,2
5_1,4.525,534,1,2,2,2,2
5_1,3.125,533,1,2,2,2,2
5_1,3.022,536,1,2,2,2,2
5_1,2.028,535,1,2,2,2,2
5_1,6.789,550,1,2,2,2,2
5_1,12.990,549,1,2,2,2,2
5_1,9.995,554,1,2,2,2,2
5_1,4.535,553,1,2,2,2,2
5_1,6.254,543,1,2,2,2,2
5_1,9.484,541,1,2,2,2,2
5_1,14.653,548,1,2,2,2,2
5_1,7.779,546,1,2,2,2,2
4_3,12.000,519,1,2,2,2,2
4_3,15.377,518,1,2,2,2,2
4_3,12.386,521,1,2,2,2,2
4_3,4.807,520,1,2,2,2,1
4_3,8.215,515,1,2,2,2,2
4_3,17.481,513,1,2,2,2,2
4_3,22.419,517,1,2,2,2,2
4_3,8.907,516,1,2,2,2,2
4_3,10.435,530,1,2,2,2,2
4_3,11.835,529,1,2,2,2,1
5_1,4.183,532,1,2,2,2,2
4_3,5.957,531,1,2,2,2,2
4_3,17.177,523,1,2,2,2,1
4_3,9.802,522,1,2,2,2,1
4_3,3.109,528,1,2,2,2,2
4_3,6.851,527,1,2,2,2,2
4_3,7.417,496,1,2,2,2,2
4_3,6.905,494,1,2,2,2,2
4_3,5.095,498,1,2,2,2,2
4_3,13.506,497,1,2,2,2,2
4_2,5.614,490,1,2,2,2,2
4_2,4.523,486,1,2,2,2,2
4_3,6.478,492,1,2,2,2,2
4_2,1.876,491,1,2,2,2,2
