#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
40;9;Fichte;100;1;2033;42.477835791638;34.0;Restholz 1;Restholz 1;32.1;1.9;4.63;2.4;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;9;Fichte;100;1;2033;42.477835791638;34.0;;;;;;;;1.9;2.1;;;221.06;
#
41;10;Fichte;100;1;2033;41.154999817843;33.0;L3;3a;0.3;22.0;41.75;30.48;20.18;1.62;1.79;0.0;0.13;196.1;
42;10;Fichte;100;1;2033;41.154999817843;33.0;L1;1b;22.4;3.5;20.04;17.5;14.73;0.08;0.09;0.0;0.05;6.0;
43;10;Fichte;100;1;2033;41.154999817843;33.0;L1;1a;26.0;5.0;14.57;10.1;4.91;0.04;0.05;0.0;0.0;2.09;
44;10;Fichte;100;1;2033;41.154999817843;33.0;Restholz 1;Restholz 1;31.1;1.9;4.68;2.43;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;10;Fichte;100;1;2033;41.154999817843;33.0;;;;;;;;1.74;1.94;;;204.24;
#
45;11;Fichte;100;1;2033;23.4823003713905;22.0;L2;2a;0.3;7.5;23.6;20.41;18.19;0.25;0.27;0.0;0.17;25.24;
46;11;Fichte;100;1;2033;23.4823003713905;22.0;L1;1b;7.9;5.0;18.13;16.39;14.26;0.1;0.11;0.0;0.06;7.54;
47;11;Fichte;100;1;2033;23.4823003713905;22.0;L2;1a;13.0;7.0;14.16;10.27;4.65;0.06;0.07;0.0;0.0;2.93;
48;11;Fichte;100;1;2033;23.4823003713905;22.0;Restholz 1;Restholz 1;20.1;1.9;4.45;2.39;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;11;Fichte;100;1;2033;23.4823003713905;22.0;;;;;;;;0.41;0.45;;;35.76;
#
49;12;Fichte;100;1;2033;31.3765657961774;28.0;L2;2b;0.3;14.0;31.71;25.07;20.57;0.71;0.78;0.0;0.19;79.27;
50;12;Fichte;100;1;2033;31.3765657961774;28.0;L1;1b;14.4;5.5;20.49;17.84;14.61;0.13;0.15;0.0;0.05;9.9;
51;12;Fichte;100;1;2033;31.3765657961774;28.0;L1;1a;20.0;6.0;14.48;10.16;4.66;0.05;0.06;0.0;0.0;2.51;
52;12;Fichte;100;1;2033;31.3765657961774;28.0;Restholz 1;Restholz 1;26.1;1.9;4.45;2.34;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;12;Fichte;100;1;2033;31.3765657961774;28.0;;;;;;;;0.89;0.99;;;91.73;
#
53;13;Fichte;100;1;2033;53.5700965646656;38.0;L1;4;0.3;6.0;54.51;46.66;42.6;1.03;1.12;0.0;2.21;130.35;
54;13;Fichte;100;1;2033;53.5700965646656;38.0;L1;4;6.4;6.0;42.51;40.42;38.92;0.75;0.82;0.0;1.42;94.89;
55;13;Fichte;100;1;2033;53.5700965646656;38.0;L3;3a;12.5;17.0;38.87;32.0;18.9;1.32;1.48;0.0;0.09;159.38;
56;13;Fichte;100;1;2033;53.5700965646656;38.0;L2;1a;29.6;8.0;18.72;10.69;1.09;0.08;0.1;0.0;0.0;4.22;
57;13;Fichte;100;1;2033;53.5700965646656;38.0;Restholz 1;Restholz 1;37.7;0.3;0.82;0.41;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;13;Fichte;100;1;2033;53.5700965646656;38.0;;;;;;;;3.18;3.53;;;388.84;
#
58;14;Fichte;100;1;2033;24.7606367462761;23.0;L2;2a;0.3;9.5;24.91;20.9;18.01;0.33;0.36;0.0;0.15;33.84;
59;14;Fichte;100;1;2033;24.7606367462761;23.0;L1;1b;9.9;4.5;17.94;16.19;14.07;0.09;0.1;0.0;0.06;6.61;
60;14;Fichte;100;1;2033;24.7606367462761;23.0;L2;1a;14.5;6.5;13.97;10.08;4.66;0.05;0.06;0.0;0.0;2.63;
61;14;Fichte;100;1;2033;24.7606367462761;23.0;Restholz 1;Restholz 1;21.1;1.9;4.46;2.38;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;14;Fichte;100;1;2033;24.7606367462761;23.0;;;;;;;;0.47;0.52;;;43.12;
#
62;15;Fichte;100;1;2033;45.6621483163437;35.0;L1;4;0.3;5.5;46.38;40.33;37.07;0.7;0.76;0.0;1.53;88.61;
63;15;Fichte;100;1;2033;45.6621483163437;35.0;L3;3a;5.9;20.0;36.99;30.89;18.67;1.42;1.59;0.0;0.09;172.1;
64;15;Fichte;100;1;2033;45.6621483163437;35.0;L2;1a;26.0;8.5;18.51;10.9;1.32;0.09;0.11;0.0;0.0;4.54;
65;15;Fichte;100;1;2033;45.6621483163437;35.0;Restholz 1;Restholz 1;34.6;0.4;1.06;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;15;Fichte;100;1;2033;45.6621483163437;35.0;;;;;;;;2.21;2.46;;;265.25;
#
66;16;Fichte;100;1;2033;38.8009036641712;32.0;L3;3a;0.3;17.0;39.34;30.01;24.15;1.24;1.37;0.0;0.28;150.53;
67;16;Fichte;100;1;2033;38.8009036641712;32.0;L1;2a;17.4;5.0;24.05;21.31;18.08;0.17;0.2;0.0;0.1;17.81;
68;16;Fichte;100;1;2033;38.8009036641712;32.0;L2;1a;22.5;9.0;17.94;10.81;1.29;0.09;0.11;0.0;0.0;4.64;
69;16;Fichte;100;1;2033;38.8009036641712;32.0;Restholz 1;Restholz 1;31.6;0.4;1.03;0.52;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;16;Fichte;100;1;2033;38.8009036641712;32.0;;;;;;;;1.51;1.68;;;172.98;
#
70;17;Fichte;100;1;2033;15.7218019181224;16.0;L3;1a;0.3;15.5;15.7;10.82;0.53;0.14;0.16;0.0;0.0;7.12;
71;17;Fichte;100;1;2033;15.7218019181224;16.0;Restholz 1;Restholz 1;15.9;0.1;0.27;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;17;Fichte;100;1;2033;15.7218019181224;16.0;;;;;;;;0.14;0.16;;;7.12;
#
72;18;Fichte;100;1;2033;17.1134966695563;18.0;L1;1b;0.3;5.0;17.13;15.49;14.11;0.09;0.1;0.0;0.09;6.8;
73;18;Fichte;100;1;2033;17.1134966695563;18.0;L2;1a;5.4;11.5;14.06;10.04;2.51;0.09;0.1;0.0;0.0;4.53;
74;18;Fichte;100;1;2033;17.1134966695563;18.0;Restholz 1;Restholz 1;17.0;1.0;2.3;1.21;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;18;Fichte;100;1;2033;17.1134966695563;18.0;;;;;;;;0.18;0.2;;;11.33;
#
75;19;Fichte;100;1;2033;27.8492831120887;25.0;L1;2b;0.3;5.0;28.08;25.12;23.35;0.24;0.27;0.0;0.4;26.82;
76;19;Fichte;100;1;2033;27.8492831120887;25.0;L2;2a;5.4;7.5;23.29;21.11;18.35;0.26;0.28;0.0;0.14;26.35;
77;19;Fichte;100;1;2033;27.8492831120887;25.0;L1;1b;13.0;4.0;18.26;16.37;14.16;0.08;0.09;0.0;0.05;5.98;
78;19;Fichte;100;1;2033;27.8492831120887;25.0;L1;1a;17.1;5.5;14.04;10.34;5.58;0.05;0.05;0.0;0.0;2.33;
79;19;Fichte;100;1;2033;27.8492831120887;25.0;Restholz 1;Restholz 1;22.7;2.3;5.38;2.88;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;19;Fichte;100;1;2033;27.8492831120887;25.0;;;;;;;;0.63;0.7;;;61.58;
#
80;20;Fichte;100;1;2033;47.8018059548646;36.0;L1;4;0.3;6.0;48.58;41.75;38.26;0.82;0.9;0.0;1.67;104.28;
81;20;Fichte;100;1;2033;47.8018059548646;36.0;L3;3a;6.4;21.0;38.18;31.75;18.12;1.57;1.75;0.0;0.08;189.91;
82;20;Fichte;100;1;2033;47.8018059548646;36.0;L2;1a;27.5;8.0;17.95;10.49;1.32;0.08;0.1;0.0;0.0;3.99;
83;20;Fichte;100;1;2033;47.8018059548646;36.0;Restholz 1;Restholz 1;35.6;0.4;1.06;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;20;Fichte;100;1;2033;47.8018059548646;36.0;;;;;;;;2.47;2.75;;;298.17;
#
84;21;Fichte;100;1;2033;37.5558801696784;31.0;L2;3a;0.3;13.5;38.05;30.03;26.04;0.99;1.09;0.0;0.4;120.2;
85;21;Fichte;100;1;2033;37.5558801696784;31.0;L2;2a;13.9;7.5;25.96;22.56;18.02;0.29;0.33;0.0;0.1;30.14;
86;21;Fichte;100;1;2033;37.5558801696784;31.0;L2;1a;21.5;9.0;17.89;10.86;1.31;0.09;0.11;0.0;0.0;4.65;
87;21;Fichte;100;1;2033;37.5558801696784;31.0;Restholz 1;Restholz 1;30.6;0.4;1.05;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;21;Fichte;100;1;2033;37.5558801696784;31.0;;;;;;;;1.38;1.53;;;154.98;
#
88;22;Fichte;100;1;2033;34.3282526300724;29.0;L2;3a;0.3;6.5;34.73;30.05;27.69;0.46;0.5;0.0;0.64;55.98;
89;22;Fichte;100;1;2033;34.3282526300724;29.0;L2;2b;6.9;9.0;27.63;25.05;21.4;0.43;0.48;0.0;0.2;48.37;
90;22;Fichte;100;1;2033;34.3282526300724;29.0;L1;1b;16.0;5.5;21.3;18.28;14.63;0.14;0.16;0.0;0.05;10.43;
91;22;Fichte;100;1;2033;34.3282526300724;29.0;L1;1a;21.6;5.5;14.49;10.09;4.66;0.05;0.05;0.0;0.0;2.28;
92;22;Fichte;100;1;2033;34.3282526300724;29.0;Restholz 1;Restholz 1;27.2;1.8;4.43;2.32;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;22;Fichte;100;1;2033;34.3282526300724;29.0;;;;;;;;1.08;1.2;;;117.11;
#
93;23;Fichte;100;1;2033;52.1202085418167;38.0;L1;4;0.3;6.0;53.03;45.39;41.45;0.98;1.06;0.0;2.09;123.38;
94;23;Fichte;100;1;2033;52.1202085418167;38.0;L1;4;6.4;3.5;41.36;40.04;39.07;0.42;0.46;0.0;1.64;52.97;
95;23;Fichte;100;1;2033;52.1202085418167;38.0;L3;3a;10.0;19.5;39.02;32.51;18.39;1.54;1.72;0.0;0.08;185.94;
96;23;Fichte;100;1;2033;52.1202085418167;38.0;L2;1a;29.6;8.0;18.21;10.4;1.06;0.08;0.1;0.0;0.0;4.0;
97;23;Fichte;100;1;2033;52.1202085418167;38.0;Restholz 1;Restholz 1;37.7;0.3;0.8;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;23;Fichte;100;1;2033;52.1202085418167;38.0;;;;;;;;3.01;3.34;;;366.3;
#
98;24;Fichte;100;1;2033;16.9769277787476;17.0;L1;1b;0.3;4.5;16.97;15.5;14.19;0.08;0.09;0.0;0.09;6.09;
99;24;Fichte;100;1;2033;16.9769277787476;17.0;L2;1a;4.9;11.0;14.13;10.11;2.65;0.09;0.1;0.0;0.0;4.4;
100;24;Fichte;100;1;2033;16.9769277787476;17.0;Restholz 1;Restholz 1;16.0;1.0;2.43;1.28;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;24;Fichte;100;1;2033;16.9769277787476;17.0;;;;;;;;0.17;0.19;;;10.5;
#
101;25;Fichte;100;1;2033;30.005035710864;27.0;L2;2b;0.3;10.0;30.3;25.1;22.28;0.51;0.55;0.0;0.29;56.59;
102;25;Fichte;100;1;2033;30.005035710864;27.0;L1;2a;10.4;5.0;22.22;20.47;18.29;0.16;0.18;0.0;0.13;16.33;
103;25;Fichte;100;1;2033;30.005035710864;27.0;L1;1b;15.5;3.5;18.19;16.37;14.3;0.07;0.08;0.0;0.05;5.21;
104;25;Fichte;100;1;2033;30.005035710864;27.0;L1;1a;19.1;5.5;14.18;10.32;5.49;0.05;0.06;0.0;0.0;2.34;
105;25;Fichte;100;1;2033;30.005035710864;27.0;Restholz 1;Restholz 1;24.7;2.3;5.28;2.81;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;25;Fichte;100;1;2033;30.005035710864;27.0;;;;;;;;0.78;0.87;;;80.56;
#
106;26;Fichte;100;1;2033;37.3685430037757;31.0;L2;3a;0.3;13.0;37.86;30.03;26.27;0.96;1.05;0.0;0.42;115.72;
107;26;Fichte;100;1;2033;37.3685430037757;31.0;L1;2b;13.4;3.0;26.2;25.04;23.7;0.14;0.16;0.0;0.27;15.25;
108;26;Fichte;100;1;2033;37.3685430037757;31.0;L1;2a;16.5;4.5;23.6;21.24;18.47;0.15;0.18;0.0;0.11;15.85;
109;26;Fichte;100;1;2033;37.3685430037757;31.0;L2;1a;21.1;9.5;18.33;11.07;1.04;0.1;0.12;0.0;0.0;5.12;
110;26;Fichte;100;1;2033;37.3685430037757;31.0;Restholz 1;Restholz 1;30.7;0.3;0.79;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;26;Fichte;100;1;2033;37.3685430037757;31.0;;;;;;;;1.35;1.5;;;151.93;
#
111;27;Fichte;100;1;2033;24.5821616150685;23.0;L2;2a;0.3;9.0;24.73;20.9;18.23;0.31;0.34;0.0;0.16;32.01;
112;27;Fichte;100;1;2033;24.5821616150685;23.0;L1;1b;9.4;4.5;18.16;16.49;14.47;0.09;0.1;0.0;0.06;6.85;
113;27;Fichte;100;1;2033;24.5821616150685;23.0;L2;1a;14.0;7.5;14.37;10.01;3.59;0.06;0.07;0.0;0.0;3.02;
114;27;Fichte;100;1;2033;24.5821616150685;23.0;Restholz 1;Restholz 1;21.6;1.4;3.38;1.77;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;27;Fichte;100;1;2033;24.5821616150685;23.0;;;;;;;;0.46;0.52;;;41.9;
#
115;28;Fichte;100;1;2033;30.2806495601313;27.0;L2;2b;0.3;11.0;30.58;25.03;21.84;0.55;0.61;0.0;0.26;62.0;
116;28;Fichte;100;1;2033;30.2806495601313;27.0;L1;2a;11.4;4.0;21.77;20.25;18.45;0.12;0.14;0.0;0.13;12.68;
117;28;Fichte;100;1;2033;30.2806495601313;27.0;L1;1b;15.5;3.5;18.36;16.52;14.43;0.07;0.08;0.0;0.05;5.31;
118;28;Fichte;100;1;2033;30.2806495601313;27.0;L1;1a;19.1;6.0;14.31;10.02;4.5;0.05;0.06;0.0;0.0;2.44;
119;28;Fichte;100;1;2033;30.2806495601313;27.0;Restholz 1;Restholz 1;25.2;1.8;4.29;2.25;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;28;Fichte;100;1;2033;30.2806495601313;27.0;;;;;;;;0.8;0.89;;;82.48;
#
120;29;Fichte;100;1;2033;53.6918733716679;38.0;L1;5;0.3;3.0;54.63;50.08;46.76;0.56;0.61;0.0;2.69;80.84;
121;29;Fichte;100;1;2033;53.6918733716679;38.0;L1;4;3.4;6.0;46.58;42.6;40.51;0.84;0.92;0.0;1.8;106.69;
122;29;Fichte;100;1;2033;53.6918733716679;38.0;L3;3b;9.5;17.0;40.46;35.22;24.21;1.58;1.77;0.0;0.2;191.21;
123;29;Fichte;100;1;2033;53.6918733716679;38.0;L1;2a;26.6;3.0;24.04;21.48;18.76;0.1;0.12;0.0;0.08;10.64;
124;29;Fichte;100;1;2033;53.6918733716679;38.0;L2;1a;29.7;8.0;18.57;10.5;0.82;0.08;0.1;0.0;0.0;4.11;
125;29;Fichte;100;1;2033;53.6918733716679;38.0;Restholz 1;Restholz 1;37.8;0.2;0.55;0.28;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;29;Fichte;100;1;2033;53.6918733716679;38.0;;;;;;;;3.17;3.52;;;393.49;
#
126;30;Fichte;100;1;2033;23.3467336912565;22.0;L2;2a;0.3;7.5;23.47;20.29;18.09;0.24;0.26;0.0;0.17;24.95;
127;30;Fichte;100;1;2033;23.3467336912565;22.0;L1;1b;7.9;5.0;18.02;16.3;14.17;0.1;0.11;0.0;0.06;7.45;
128;30;Fichte;100;1;2033;23.3467336912565;22.0;L2;1a;13.0;7.0;14.08;10.21;4.62;0.06;0.07;0.0;0.0;2.89;
129;30;Fichte;100;1;2033;23.3467336912565;22.0;Restholz 1;Restholz 1;20.1;1.9;4.42;2.37;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;30;Fichte;100;1;2033;23.3467336912565;22.0;;;;;;;;0.4;0.45;;;35.35;
#
130;31;Fichte;100;2;2033;28.9841778648066;26.0;L2;2b;0.3;7.5;29.25;25.1;22.87;0.37;0.41;0.0;0.35;41.88;
131;31;Fichte;100;2;2033;28.9841778648066;26.0;L2;2a;7.9;6.5;22.81;20.8;18.14;0.21;0.24;0.0;0.13;22.07;
132;31;Fichte;100;2;2033;28.9841778648066;26.0;L1;1b;14.5;3.5;18.05;16.28;14.27;0.07;0.08;0.0;0.05;5.16;
133;31;Fichte;100;2;2033;28.9841778648066;26.0;L1;1a;18.1;5.5;14.14;10.36;5.54;0.05;0.06;0.0;0.0;2.35;
134;31;Fichte;100;2;2033;28.9841778648066;26.0;Restholz 1;Restholz 1;23.7;2.3;5.34;2.85;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;31;Fichte;100;2;2033;28.9841778648066;26.0;;;;;;;;0.71;0.78;;;71.55;
#
135;32;Fichte;100;2;2033;42.5809278555903;33.0;L3;3a;0.3;22.0;43.2;31.53;20.87;1.73;1.92;0.0;0.14;209.92;
136;32;Fichte;100;2;2033;42.5809278555903;33.0;L1;1b;22.4;4.0;20.73;17.72;14.37;0.1;0.11;0.0;0.04;7.08;
137;32;Fichte;100;2;2033;42.5809278555903;33.0;L1;1a;26.5;4.0;14.2;10.45;6.23;0.03;0.04;0.0;0.0;1.74;
138;32;Fichte;100;2;2033;42.5809278555903;33.0;Restholz 1;Restholz 1;30.6;2.4;6.0;3.15;0.0;0.0;0.0;0.0;0.0;0.12;
#Summe:;32;Fichte;100;2;2033;42.5809278555903;33.0;;;;;;;;1.87;2.07;;;218.87;
#
139;33;Fichte;100;2;2033;17.8694867089479;18.0;L1;1b;0.3;6.0;17.88;15.88;14.13;0.12;0.13;0.0;0.08;8.64;
140;33;Fichte;100;2;2033;17.8694867089479;18.0;L2;1a;6.4;10.5;14.07;10.01;2.62;0.08;0.09;0.0;0.0;4.13;
141;33;Fichte;100;2;2033;17.8694867089479;18.0;Restholz 1;Restholz 1;17.0;1.0;2.4;1.26;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;33;Fichte;100;2;2033;17.8694867089479;18.0;;;;;;;;0.2;0.22;;;12.78;
#
142;34;Fichte;100;2;2033;47.2677829033681;35.0;L1;4;0.3;6.0;48.01;41.34;37.95;0.81;0.88;0.0;1.58;102.2;
143;34;Fichte;100;2;2033;47.2677829033681;35.0;L3;3a;6.4;20.0;37.87;31.55;18.49;1.48;1.65;0.0;0.09;179.28;
144;34;Fichte;100;2;2033;47.2677829033681;35.0;L2;1a;26.5;8.0;18.31;10.76;1.37;0.08;0.1;0.0;0.0;4.18;
145;34;Fichte;100;2;2033;47.2677829033681;35.0;Restholz 1;Restholz 1;34.6;0.4;1.1;0.55;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;34;Fichte;100;2;2033;47.2677829033681;35.0;;;;;;;;2.37;2.63;;;285.66;
#
146;35;Fichte;100;2;2033;15.4748925579792;16.0;L3;1a;0.3;15.5;15.45;10.65;0.52;0.14;0.15;0.0;0.0;6.89;
147;35;Fichte;100;2;2033;15.4748925579792;16.0;Restholz 1;Restholz 1;15.9;0.1;0.26;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;35;Fichte;100;2;2033;15.4748925579792;16.0;;;;;;;;0.14;0.15;;;6.89;
#
148;36;Fichte;100;2;2033;16.5279485795591;17.0;L1;1b;0.3;4.0;16.52;15.23;14.11;0.07;0.08;0.0;0.09;5.19;
149;36;Fichte;100;2;2033;16.5279485795591;17.0;L2;1a;4.4;11.5;14.05;10.06;2.58;0.09;0.1;0.0;0.0;4.55;
150;36;Fichte;100;2;2033;16.5279485795591;17.0;Restholz 1;Restholz 1;16.0;1.0;2.37;1.25;0.0;0.0;0.0;0.0;0.0;0.01;
