#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
28;7;Fichte;100;1;2033;25.0490697470193;23.0;L2;2a;0.3;9.5;25.2;21.15;18.22;0.34;0.37;0.0;0.15;34.63;
29;7;Fichte;100;1;2033;25.0490697470193;23.0;L1;1b;9.9;4.5;18.15;16.37;14.23;0.09;0.1;0.0;0.06;6.76;
30;7;Fichte;100;1;2033;25.0490697470193;23.0;L2;1a;14.5;6.5;14.13;10.2;4.72;0.05;0.06;0.0;0.0;2.69;
31;7;Fichte;100;1;2033;25.0490697470193;23.0;Restholz 1;Restholz 1;21.1;1.9;4.51;2.41;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;7;Fichte;100;1;2033;25.0490697470193;23.0;;;;;;;;0.48;0.54;;;44.13;
#
32;8;Fichte;100;1;2033;33.7126029044527;29.0;L1;3a;0.3;5.5;34.1;30.01;27.78;0.39;0.42;0.0;0.68;45.02;
33;8;Fichte;100;1;2033;33.7126029044527;29.0;L2;2b;5.9;9.5;27.72;25.07;21.49;0.46;0.51;0.0;0.21;51.25;
34;8;Fichte;100;1;2033;33.7126029044527;29.0;L1;1b;15.5;6.0;21.4;18.24;14.37;0.15;0.18;0.0;0.05;11.35;
35;8;Fichte;100;1;2033;33.7126029044527;29.0;L1;1a;21.6;5.0;14.23;10.34;5.64;0.04;0.05;0.0;0.0;2.14;
36;8;Fichte;100;1;2033;33.7126029044527;29.0;Restholz 1;Restholz 1;26.7;2.3;5.43;2.87;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;8;Fichte;100;1;2033;33.7126029044527;29.0;;;;;;;;1.04;1.16;;;109.86;
#
37;9;Fichte;100;1;2033;30.9155536584661;27.0;L2;2b;0.3;12.5;31.22;25.12;21.17;0.63;0.7;0.0;0.22;70.96;
38;9;Fichte;100;1;2033;30.9155536584661;27.0;L2;1b;12.9;6.5;21.09;18.07;14.21;0.16;0.19;0.0;0.05;12.05;
39;9;Fichte;100;1;2033;30.9155536584661;27.0;L1;1a;19.5;5.0;14.08;10.4;5.86;0.04;0.05;0.0;0.0;2.15;
40;9;Fichte;100;1;2033;30.9155536584661;27.0;Restholz 1;Restholz 1;24.6;2.4;5.65;3.02;0.0;0.0;0.0;0.0;0.0;0.11;
#Summe:;9;Fichte;100;1;2033;30.9155536584661;27.0;;;;;;;;0.84;0.93;;;85.27;
#
41;10;Fichte;100;1;2033;22.5036875262907;22.0;L1;2a;0.3;6.0;22.62;20.02;18.3;0.19;0.2;0.0;0.19;19.25;
42;10;Fichte;100;1;2033;22.5036875262907;22.0;L1;1b;6.4;6.0;18.24;16.41;14.11;0.12;0.14;0.0;0.06;9.12;
43;10;Fichte;100;1;2033;22.5036875262907;22.0;L2;1a;12.5;7.5;14.02;10.15;4.46;0.06;0.07;0.0;0.0;3.06;
44;10;Fichte;100;1;2033;22.5036875262907;22.0;Restholz 1;Restholz 1;20.1;1.9;4.26;2.29;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;10;Fichte;100;1;2033;22.5036875262907;22.0;;;;;;;;0.37;0.41;;;31.48;
#
45;11;Fichte;100;1;2033;30.5863532832846;27.0;L2;2b;0.3;11.5;30.89;25.14;21.7;0.58;0.64;0.0;0.25;65.4;
46;11;Fichte;100;1;2033;30.5863532832846;27.0;L1;2a;11.9;4.0;21.63;20.03;18.14;0.12;0.14;0.0;0.12;12.42;
47;11;Fichte;100;1;2033;30.5863532832846;27.0;L1;1b;16.0;3.0;18.04;16.4;14.58;0.06;0.07;0.0;0.05;4.44;
48;11;Fichte;100;1;2033;30.5863532832846;27.0;L1;1a;19.1;6.0;14.45;10.12;4.55;0.05;0.06;0.0;0.0;2.49;
49;11;Fichte;100;1;2033;30.5863532832846;27.0;Restholz 1;Restholz 1;25.2;1.8;4.33;2.28;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;11;Fichte;100;1;2033;30.5863532832846;27.0;;;;;;;;0.82;0.9;;;84.79;
#
50;12;Fichte;100;1;2033;18.4778969129369;19.0;L2;1b;0.3;7.0;18.51;16.16;14.15;0.14;0.16;0.0;0.08;10.51;
51;12;Fichte;100;1;2033;18.4778969129369;19.0;L2;1a;7.4;10.0;14.09;10.21;3.55;0.08;0.09;0.0;0.0;4.08;
52;12;Fichte;100;1;2033;18.4778969129369;19.0;Restholz 1;Restholz 1;17.5;1.5;3.35;1.79;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;12;Fichte;100;1;2033;18.4778969129369;19.0;;;;;;;;0.22;0.25;;;14.62;
#
53;13;Fichte;100;1;2033;23.7411582463983;23.0;L2;2a;0.3;8.0;23.89;20.47;18.23;0.26;0.29;0.0;0.18;27.22;
54;13;Fichte;100;1;2033;23.7411582463983;23.0;L1;1b;8.4;5.0;18.16;16.49;14.44;0.1;0.12;0.0;0.07;7.63;
55;13;Fichte;100;1;2033;23.7411582463983;23.0;L2;1a;13.5;7.5;14.35;10.31;4.47;0.06;0.07;0.0;0.0;3.17;
56;13;Fichte;100;1;2033;23.7411582463983;23.0;Restholz 1;Restholz 1;21.1;1.9;4.28;2.28;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;13;Fichte;100;1;2033;23.7411582463983;23.0;;;;;;;;0.43;0.48;;;38.07;
#
57;14;Fichte;100;1;2033;22.6535989577581;22.0;L1;2a;0.3;6.0;22.77;20.15;18.42;0.19;0.21;0.0;0.2;19.51;
58;14;Fichte;100;1;2033;22.6535989577581;22.0;L1;1b;6.4;6.0;18.36;16.52;14.2;0.12;0.14;0.0;0.07;9.24;
59;14;Fichte;100;1;2033;22.6535989577581;22.0;L2;1a;12.5;7.5;14.11;10.22;4.49;0.06;0.07;0.0;0.0;3.1;
60;14;Fichte;100;1;2033;22.6535989577581;22.0;Restholz 1;Restholz 1;20.1;1.9;4.29;2.3;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;14;Fichte;100;1;2033;22.6535989577581;22.0;;;;;;;;0.38;0.42;;;31.9;
#
61;15;Fichte;100;1;2033;43.9758978700337;34.0;L1;4;0.3;4.0;44.64;40.12;37.25;0.49;0.54;0.0;1.54;62.26;
62;15;Fichte;100;1;2033;43.9758978700337;34.0;L3;3a;4.4;20.5;37.14;30.48;18.54;1.43;1.59;0.0;0.09;172.71;
63;15;Fichte;100;1;2033;43.9758978700337;34.0;L2;1a;25.0;8.5;18.38;10.89;1.33;0.09;0.11;0.0;0.0;4.51;
64;15;Fichte;100;1;2033;43.9758978700337;34.0;Restholz 1;Restholz 1;33.6;0.4;1.07;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;15;Fichte;100;1;2033;43.9758978700337;34.0;;;;;;;;2.01;2.23;;;239.48;
#
65;16;Fichte;100;1;2033;15.1073847781934;16.0;L3;1a;0.3;15.5;15.08;10.4;0.51;0.13;0.15;0.0;0.0;6.57;
66;16;Fichte;100;1;2033;15.1073847781934;16.0;Restholz 1;Restholz 1;15.9;0.1;0.26;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;16;Fichte;100;1;2033;15.1073847781934;16.0;;;;;;;;0.13;0.15;;;6.57;
#
67;17;Fichte;100;1;2033;14.0378963552977;15.0;L2;1a;0.3;13.5;14.0;10.05;2.7;0.11;0.12;0.0;0.0;5.33;
68;17;Fichte;100;1;2033;14.0378963552977;15.0;Restholz 1;Restholz 1;13.9;1.1;2.5;1.34;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;17;Fichte;100;1;2033;14.0378963552977;15.0;;;;;;;;0.11;0.12;;;5.34;
#
69;18;Fichte;100;1;2033;14.1275320407221;15.0;L2;1a;0.3;13.5;14.09;10.11;2.71;0.11;0.12;0.0;0.0;5.4;
70;18;Fichte;100;1;2033;14.1275320407221;15.0;Restholz 1;Restholz 1;13.9;1.1;2.52;1.34;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;18;Fichte;100;1;2033;14.1275320407221;15.0;;;;;;;;0.11;0.12;;;5.41;
#
71;19;Fichte;100;1;2033;29.2981201883831;26.0;L2;2b;0.3;8.5;29.56;25.02;22.54;0.42;0.46;0.0;0.32;47.43;
72;19;Fichte;100;1;2033;29.2981201883831;26.0;L1;2a;8.9;5.5;22.48;20.66;18.34;0.18;0.2;0.0;0.13;18.36;
73;19;Fichte;100;1;2033;29.2981201883831;26.0;L1;1b;14.5;3.5;18.24;16.46;14.42;0.07;0.08;0.0;0.05;5.27;
74;19;Fichte;100;1;2033;29.2981201883831;26.0;L1;1a;18.1;6.0;14.3;10.08;4.56;0.05;0.06;0.0;0.0;2.46;
75;19;Fichte;100;1;2033;29.2981201883831;26.0;Restholz 1;Restholz 1;24.2;1.8;4.35;2.29;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;19;Fichte;100;1;2033;29.2981201883831;26.0;;;;;;;;0.72;0.8;;;73.56;
#
76;20;Fichte;100;1;2033;13.8069632611294;15.0;L2;1a;0.3;13.0;13.77;10.05;3.55;0.1;0.11;0.0;0.0;5.13;
77;20;Fichte;100;1;2033;13.8069632611294;15.0;Restholz 1;Restholz 1;13.4;1.6;3.38;1.85;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;20;Fichte;100;1;2033;13.8069632611294;15.0;;;;;;;;0.1;0.11;;;5.16;
#
78;21;Fichte;100;1;2033;17.1643713995701;18.0;L1;1b;0.3;5.0;17.18;15.54;14.16;0.09;0.1;0.0;0.09;6.84;
79;21;Fichte;100;1;2033;17.1643713995701;18.0;L2;1a;5.4;11.5;14.1;10.07;2.52;0.09;0.1;0.0;0.0;4.56;
80;21;Fichte;100;1;2033;17.1643713995701;18.0;Restholz 1;Restholz 1;17.0;1.0;2.31;1.21;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;21;Fichte;100;1;2033;17.1643713995701;18.0;;;;;;;;0.18;0.2;;;11.4;
#
81;22;Fichte;100;1;2033;55.9104862904915;40.0;L1;5;0.3;4.5;56.95;50.2;45.99;0.88;0.95;0.0;2.76;125.98;
82;22;Fichte;100;1;2033;55.9104862904915;40.0;L1;4;4.9;6.0;45.85;42.79;41.12;0.85;0.93;0.0;1.87;107.06;
83;22;Fichte;100;1;2033;55.9104862904915;40.0;L1;4;11.0;4.5;41.07;40.05;38.87;0.54;0.6;0.0;1.29;68.69;
84;22;Fichte;100;1;2033;55.9104862904915;40.0;L3;3a;15.6;16.0;38.82;31.25;18.34;1.2;1.36;0.0;0.08;144.85;
85;22;Fichte;100;1;2033;55.9104862904915;40.0;L2;1a;31.7;8.0;18.16;10.15;0.78;0.08;0.09;0.0;0.0;3.88;
86;22;Fichte;100;1;2033;55.9104862904915;40.0;Restholz 1;Restholz 1;39.8;0.2;0.52;0.26;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;22;Fichte;100;1;2033;55.9104862904915;40.0;;;;;;;;3.54;3.93;;;450.46;
#
87;23;Fichte;100;1;2033;34.1889168396807;29.0;L1;3a;0.3;6.0;34.58;30.17;27.87;0.43;0.47;0.0;0.67;49.9;
88;23;Fichte;100;1;2033;34.1889168396807;29.0;L2;2b;6.4;9.5;27.81;25.11;21.31;0.46;0.51;0.0;0.2;51.35;
89;23;Fichte;100;1;2033;34.1889168396807;29.0;L1;1b;16.0;5.5;21.22;18.2;14.57;0.14;0.16;0.0;0.05;10.34;
90;23;Fichte;100;1;2033;34.1889168396807;29.0;L1;1a;21.6;5.5;14.43;10.05;4.64;0.05;0.05;0.0;0.0;2.26;
91;23;Fichte;100;1;2033;34.1889168396807;29.0;Restholz 1;Restholz 1;27.2;1.8;4.41;2.31;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;23;Fichte;100;1;2033;34.1889168396807;29.0;;;;;;;;1.07;1.19;;;113.91;
#
92;24;Fichte;100;1;2033;57.3881270854294;40.0;L1;5;0.3;5.5;58.45;50.37;45.89;1.1;1.19;0.0;2.74;157.42;
93;24;Fichte;100;1;2033;57.3881270854294;40.0;L1;4;5.9;6.0;45.77;43.26;41.74;0.86;0.94;0.0;1.84;108.99;
94;24;Fichte;100;1;2033;57.3881270854294;40.0;L1;4;12.0;6.0;41.69;40.2;38.14;0.74;0.81;0.0;1.06;93.02;
95;24;Fichte;100;1;2033;57.3881270854294;40.0;L2;3a;18.1;13.5;38.06;30.32;18.83;0.96;1.1;0.0;0.08;116.48;
96;24;Fichte;100;1;2033;57.3881270854294;40.0;L2;1a;31.7;8.0;18.64;10.41;0.8;0.08;0.1;0.0;0.0;4.08;
97;24;Fichte;100;1;2033;57.3881270854294;40.0;Restholz 1;Restholz 1;39.8;0.2;0.54;0.27;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;24;Fichte;100;1;2033;57.3881270854294;40.0;;;;;;;;3.74;4.15;;;479.99;
#
98;25;Fichte;100;1;2033;30.3115755795475;27.0;L2;2b;0.3;11.0;30.61;25.06;21.86;0.55;0.61;0.0;0.26;62.13;
99;25;Fichte;100;1;2033;30.3115755795475;27.0;L1;2a;11.4;4.0;21.79;20.27;18.47;0.12;0.14;0.0;0.13;12.71;
100;25;Fichte;100;1;2033;30.3115755795475;27.0;L1;1b;15.5;3.5;18.37;16.53;14.45;0.07;0.08;0.0;0.05;5.32;
101;25;Fichte;100;1;2033;30.3115755795475;27.0;L1;1a;19.1;6.0;14.32;10.03;4.5;0.05;0.06;0.0;0.0;2.45;
102;25;Fichte;100;1;2033;30.3115755795475;27.0;Restholz 1;Restholz 1;25.2;1.8;4.29;2.26;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;25;Fichte;100;1;2033;30.3115755795475;27.0;;;;;;;;0.8;0.89;;;82.65;
#
103;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;6;0.3;4.5;69.02;60.61;55.26;1.28;1.39;0.0;4.28;191.15;
104;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;5;4.9;6.0;55.07;51.15;49.14;1.21;1.32;0.0;3.0;174.17;
105;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;4;11.0;6.0;49.09;47.73;46.12;1.04;1.15;0.0;1.91;131.35;
106;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;4;17.1;6.0;46.06;43.7;40.41;0.87;0.97;0.0;1.0;109.94;
107;26;Fichte;100;1;2033;67.6715339728055;43.0;L2;3b;23.2;7.0;40.28;35.22;29.07;0.67;0.76;0.0;0.31;80.74;
108;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;2b;30.3;3.5;28.88;25.47;21.89;0.17;0.2;0.0;0.12;18.83;
109;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;1b;33.9;3.5;21.68;17.92;14.01;0.09;0.1;0.0;0.03;6.39;
110;26;Fichte;100;1;2033;67.6715339728055;43.0;L1;1a;37.5;3.0;13.78;10.27;6.6;0.02;0.03;0.0;0.0;1.25;
111;26;Fichte;100;1;2033;67.6715339728055;43.0;Restholz 1;Restholz 1;40.6;2.4;6.35;3.26;0.0;0.0;0.0;0.0;0.0;0.13;
#Summe:;26;Fichte;100;1;2033;67.6715339728055;43.0;;;;;;;;5.35;5.93;;;713.93;
#
112;27;Fichte;100;1;2033;26.0337614298102;24.0;L2;2a;0.3;11.0;26.22;21.55;18.08;0.41;0.45;0.0;0.14;41.79;
113;27;Fichte;100;1;2033;26.0337614298102;24.0;L1;1b;11.4;4.0;18.0;16.32;14.33;0.08;0.09;0.0;0.06;5.94;
114;27;Fichte;100;1;2033;26.0337614298102;24.0;L2;1a;15.5;6.5;14.22;10.2;4.67;0.05;0.06;0.0;0.0;2.7;
115;27;Fichte;100;1;2033;26.0337614298102;24.0;Restholz 1;Restholz 1;22.1;1.9;4.46;2.37;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;27;Fichte;100;1;2033;26.0337614298102;24.0;;;;;;;;0.54;0.6;;;50.48;
#
116;28;Fichte;100;1;2033;38.220798364715;31.0;L3;3a;0.3;15.0;38.72;30.14;25.26;1.11;1.22;0.0;0.33;134.16;
117;28;Fichte;100;1;2033;38.220798364715;31.0;L1;2a;15.4;6.0;25.17;22.12;18.34;0.22;0.26;0.0;0.1;23.13;
118;28;Fichte;100;1;2033;38.220798364715;31.0;L2;1a;21.5;9.0;18.2;11.05;1.33;0.1;0.11;0.0;0.0;4.82;
119;28;Fichte;100;1;2033;38.220798364715;31.0;Restholz 1;Restholz 1;30.6;0.4;1.07;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;28;Fichte;100;1;2033;38.220798364715;31.0;;;;;;;;1.43;1.59;;;162.11;
#
120;29;Fichte;100;1;2033;38.4689554340109;32.0;L3;3a;0.3;16.0;39.0;30.01;24.88;1.18;1.29;0.0;0.32;142.21;
121;29;Fichte;100;1;2033;38.4689554340109;32.0;L1;2a;16.4;5.5;24.79;21.99;18.6;0.2;0.23;0.0;0.11;20.92;
122;29;Fichte;100;1;2033;38.4689554340109;32.0;L1;1b;22.0;3.0;18.47;16.36;14.08;0.06;0.07;0.0;0.04;4.44;
123;29;Fichte;100;1;2033;38.4689554340109;32.0;L1;1a;25.1;4.5;13.92;10.08;5.66;0.04;0.04;0.0;0.0;1.84;
124;29;Fichte;100;1;2033;38.4689554340109;32.0;Restholz 1;Restholz 1;29.7;2.3;5.44;2.85;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;29;Fichte;100;1;2033;38.4689554340109;32.0;;;;;;;;1.48;1.64;;;169.5;
#
125;30;Fichte;100;1;2033;17.4367929590639;18.0;L1;1b;0.3;5.5;17.45;15.64;14.09;0.1;0.11;0.0;0.09;7.66;
126;30;Fichte;100;1;2033;17.4367929590639;18.0;L2;1a;5.9;11.0;14.03;10.0;2.56;0.09;0.1;0.0;0.0;4.31;
127;30;Fichte;100;1;2033;17.4367929590639;18.0;Restholz 1;Restholz 1;17.0;1.0;2.35;1.23;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;30;Fichte;100;1;2033;17.4367929590639;18.0;;;;;;;;0.19;0.21;;;11.97;
#
128;31;Fichte;100;2;2033;21.1856029408429;21.0;L2;1b;0.3;10.5;21.27;17.57;14.18;0.25;0.28;0.0;0.07;18.86;
129;31;Fichte;100;2;2033;21.1856029408429;21.0;L2;1a;10.9;8.5;14.1;10.05;3.64;0.07;0.08;0.0;0.0;3.4;
130;31;Fichte;100;2;2033;21.1856029408429;21.0;Restholz 1;Restholz 1;19.5;1.5;3.44;1.83;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;31;Fichte;100;2;2033;21.1856029408429;21.0;;;;;;;;0.32;0.36;;;22.29;
#
131;32;Fichte;100;2;2033;46.907254135539;35.0;L1;4;0.3;6.0;47.65;41.03;37.66;0.8;0.87;0.0;1.56;100.65;
132;32;Fichte;100;2;2033;46.907254135539;35.0;L3;3a;6.4;20.0;37.58;31.31;18.34;1.46;1.63;0.0;0.08;176.56;
133;32;Fichte;100;2;2033;46.907254135539;35.0;L2;1a;26.5;8.0;18.17;10.68;1.36;0.08;0.1;0.0;0.0;4.11;
134;32;Fichte;100;2;2033;46.907254135539;35.0;Restholz 1;Restholz 1;34.6;0.4;1.09;0.55;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;32;Fichte;100;2;2033;46.907254135539;35.0;;;;;;;;2.34;2.59;;;281.32;
#
135;33;Fichte;100;2;2033;23.4784139145678;22.0;L2;2a;0.3;7.5;23.6;20.4;18.19;0.25;0.27;0.0;0.17;25.24;
136;33;Fichte;100;2;2033;23.4784139145678;22.0;L1;1b;7.9;5.0;18.13;16.39;14.25;0.1;0.11;0.0;0.06;7.54;
137;33;Fichte;100;2;2033;23.4784139145678;22.0;L2;1a;13.0;7.0;14.16;10.27;4.65;0.06;0.07;0.0;0.0;2.93;
138;33;Fichte;100;2;2033;23.4784139145678;22.0;Restholz 1;Restholz 1;20.1;1.9;4.45;2.39;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;33;Fichte;100;2;2033;23.4784139145678;22.0;;;;;;;;0.41;0.45;;;35.75;
#
139;34;Fichte;100;2;2033;27.1313815390813;25.0;L1;2b;0.3;3.5;27.35;25.17;23.7;0.17;0.18;0.0;0.45;18.42;
140;34;Fichte;100;2;2033;27.1313815390813;25.0;L2;2a;3.9;8.5;23.63;21.15;18.28;0.29;0.32;0.0;0.14;30.16;
141;34;Fichte;100;2;2033;27.1313815390813;25.0;L1;1b;12.5;4.0;18.2;16.43;14.36;0.08;0.09;0.0;0.06;6.03;
142;34;Fichte;100;2;2033;27.1313815390813;25.0;L2;1a;16.6;6.5;14.25;10.08;4.43;0.05;0.06;0.0;0.0;2.65;
143;34;Fichte;100;2;2033;27.1313815390813;25.0;Restholz 1;Restholz 1;23.2;1.8;4.22;2.23;0.0;0.0;0.0;0.0;0.0;0.04;
#Summe:;34;Fichte;100;2;2033;27.1313815390813;25.0;;;;;;;;0.6;0.66;;;57.31;
#
144;35;Fichte;100;2;2033;15.5313659861806;16.0;L3;1a;0.3;15.5;15.51;10.69;0.52;0.14;0.15;0.0;0.0;6.94;
145;35;Fichte;100;2;2033;15.5313659861806;16.0;Restholz 1;Restholz 1;15.9;0.1;0.26;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;35;Fichte;100;2;2033;15.5313659861806;16.0;;;;;;;;0.14;0.15;;;6.94;
#
146;36;Fichte;100;2;2033;22.3612195969426;22.0;L1;2a;0.3;5.5;22.48;20.05;18.46;0.17;0.19;0.0;0.2;17.64;
147;36;Fichte;100;2;2033;22.3612195969426;22.0;L2;1b;5.9;6.5;18.4;16.48;14.02;0.13;0.15;0.0;0.06;9.98;
148;36;Fichte;100;2;2033;22.3612195969426;22.0;L2;1a;12.5;7.5;13.93;10.09;4.43;0.06;0.07;0.0;0.0;3.02;
149;36;Fichte;100;2;2033;22.3612195969426;22.0;Restholz 1;Restholz 1;20.1;1.9;4.24;2.27;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;36;Fichte;100;2;2033;22.3612195969426;22.0;;;;;;;;0.37;0.41;;;30.69;
#
