#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
#
1171;325;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1172;325;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1173;325;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1174;325;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;325;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1175;326;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1176;326;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1177;326;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1178;326;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;326;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1179;327;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1180;327;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1181;327;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1182;327;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;327;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1183;328;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1184;328;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1185;328;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1186;328;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;328;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1187;329;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1188;329;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1189;329;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1190;329;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;329;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1191;330;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1192;330;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1193;330;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1194;330;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;330;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1195;331;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1196;331;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1197;331;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1198;331;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;331;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1199;332;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1200;332;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1201;332;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1202;332;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;332;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1203;333;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1204;333;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1205;333;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1206;333;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;333;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1207;334;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1208;334;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1209;334;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1210;334;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;334;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1211;335;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1212;335;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1213;335;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1214;335;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;335;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1215;336;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1216;336;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1217;336;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1218;336;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;336;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1219;337;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1220;337;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1221;337;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1222;337;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;337;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1223;338;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1224;338;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1225;338;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1226;338;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;338;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1227;339;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1228;339;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1229;339;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1230;339;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;339;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1231;340;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1232;340;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1233;340;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1234;340;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;340;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1235;341;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1236;341;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1237;341;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1238;341;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;341;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1239;342;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1240;342;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1241;342;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1242;342;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;342;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1243;343;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1244;343;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1245;343;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1246;343;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;343;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1247;344;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1248;344;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1249;344;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1250;344;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;344;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1251;345;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1252;345;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1253;345;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1254;345;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;345;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1255;346;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1256;346;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1257;346;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1258;346;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;346;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1259;347;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1260;347;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1261;347;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1262;347;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;347;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1263;348;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1264;348;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1265;348;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1266;348;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;348;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1267;349;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1268;349;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1269;349;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1270;349;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;349;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1271;350;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1272;350;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1273;350;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1274;350;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;350;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1275;351;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1276;351;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1277;351;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1278;351;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;351;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1279;352;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1280;352;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1281;352;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1282;352;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;352;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1283;353;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1284;353;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1285;353;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1286;353;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;353;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1287;354;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1288;354;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1289;354;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1290;354;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;354;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1291;355;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1292;355;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1293;355;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1294;355;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;355;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1295;356;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1296;356;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1297;356;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1298;356;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;356;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1299;357;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1300;357;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1301;357;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1302;357;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;357;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1303;358;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1304;358;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1305;358;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1306;358;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;358;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1307;359;L�rche;103;4;2133;26.6510958538976;28.0;L1;2a;0.3;6.0;25.2;21.67;19.96;0.22;0.28;0.0;0.33;25.11;
1308;359;L�rche;103;4;2133;26.6510958538976;28.0;L2;1b;6.4;10.5;19.92;17.67;14.11;0.25;0.3;0.0;0.07;16.99;
1309;359;L�rche;103;4;2133;26.6510958538976;28.0;L2;1a;17.0;8.0;14.02;10.17;5.17;0.07;0.08;0.0;0.0;3.98;
1310;359;L�rche;103;4;2133;26.6510958538976;28.0;Restholz 1;Restholz 1;25.1;2.9;5.02;2.71;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;359;L�rche;103;4;2133;26.6510958538976;28.0;;;;;;;;0.54;0.66;;;46.18;
#
1311;360;L�rche;103;4;2133;13.5757969324075;18.0;L2;1a;0.3;11.0;13.03;10.08;7.26;0.09;0.11;0.0;0.01;5.29;
1312;360;L�rche;103;4;2133;13.5757969324075;18.0;Restholz 1;Restholz 1;11.4;6.6;7.19;4.32;0.0;0.01;0.01;0.0;0.0;0.54;
#Summe:;360;L�rche;103;4;2133;13.5757969324075;18.0;;;;;;;;0.1;0.12;;;5.83;
#
1313;361;L�rche;103;4;2133;13.5757969324075;18.0;L2;1a;0.3;11.0;13.03;10.08;7.26;0.09;0.11;0.0;0.01;5.29;
1314;361;L�rche;103;4;2133;13.5757969324075;18.0;Restholz 1;Restholz 1;11.4;6.6;7.19;4.32;0.0;0.01;0.01;0.0;0.0;0.54;
#Summe:;361;L�rche;103;4;2133;13.5757969324075;18.0;;;;;;;;0.1;0.12;;;5.83;
#
1315;362;Fichte;100;4;2133;8.68854362473677;11.0;Restholz 1;Restholz 1;0.3;10.7;8.65;6.01;0.0;0.03;0.03;0.0;0.0;1.53;
#Summe:;362;Fichte;100;4;2133;8.68854362473677;11.0;;;;;;;;0.03;0.03;;;1.53;
#
1316;363;Fichte;100;4;2133;8.68854362473677;11.0;Restholz 1;Restholz 1;0.3;10.7;8.65;6.01;0.0;0.03;0.03;0.0;0.0;1.53;
#Summe:;363;Fichte;100;4;2133;8.68854362473677;11.0;;;;;;;;0.03;0.03;;;1.53;
#
1317;364;Fichte;100;4;2133;8.68854362473677;11.0;Restholz 1;Restholz 1;0.3;10.7;8.65;6.01;0.0;0.03;0.03;0.0;0.0;1.53;
#Summe:;364;Fichte;100;4;2133;8.68854362473677;11.0;;;;;;;;0.03;0.03;;;1.53;
#
