#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
41;10;Fichte;100;1;2033;54.4801651351725;39.0;L1;4;3.9;6.0;46.3;42.63;40.69;0.84;0.92;0.0;1.85;106.65;
42;10;Fichte;100;1;2033;54.4801651351725;39.0;L3;3b;10.0;18.0;40.64;35.11;23.06;1.66;1.85;0.0;0.17;200.48;
43;10;Fichte;100;1;2033;54.4801651351725;39.0;L1;1b;28.1;4.5;22.89;18.91;14.6;0.12;0.15;0.0;0.04;9.2;
44;10;Fichte;100;1;2033;54.4801651351725;39.0;L1;1a;32.7;4.0;14.4;10.26;5.77;0.03;0.04;0.0;0.0;1.7;
45;10;Fichte;100;1;2033;54.4801651351725;39.0;Restholz 1;Restholz 1;36.8;2.2;5.53;2.85;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;10;Fichte;100;1;2033;54.4801651351725;39.0;;;;;;;;3.33;3.69;;;414.06;
#
46;11;Fichte;100;1;2033;48.1759263033732;36.0;L1;4;0.3;6.0;48.97;42.08;38.56;0.84;0.91;0.0;1.69;105.92;
47;11;Fichte;100;1;2033;48.1759263033732;36.0;L3;3a;6.4;21.0;38.48;32.0;18.27;1.59;1.78;0.0;0.08;192.89;
48;11;Fichte;100;1;2033;48.1759263033732;36.0;L2;1a;27.5;8.0;18.09;10.57;1.33;0.08;0.1;0.0;0.0;4.05;
49;11;Fichte;100;1;2033;48.1759263033732;36.0;Restholz 1;Restholz 1;35.6;0.4;1.07;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;11;Fichte;100;1;2033;48.1759263033732;36.0;;;;;;;;2.51;2.79;;;302.86;
#
50;12;Fichte;100;1;2033;53.2076193487609;38.0;L1;4;0.3;6.0;54.14;46.34;42.31;1.02;1.11;0.0;2.18;128.59;
51;12;Fichte;100;1;2033;53.2076193487609;38.0;L1;4;6.4;6.0;42.22;40.15;38.65;0.74;0.81;0.0;1.4;93.61;
52;12;Fichte;100;1;2033;53.2076193487609;38.0;L3;3a;12.5;17.0;38.6;31.79;18.77;1.3;1.46;0.0;0.09;157.23;
53;12;Fichte;100;1;2033;53.2076193487609;38.0;L2;1a;29.6;8.0;18.59;10.62;1.08;0.08;0.1;0.0;0.0;4.17;
54;12;Fichte;100;1;2033;53.2076193487609;38.0;Restholz 1;Restholz 1;37.7;0.3;0.81;0.41;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;12;Fichte;100;1;2033;53.2076193487609;38.0;;;;;;;;3.14;3.48;;;383.6;
#
55;13;Fichte;100;1;2033;21.6314986826538;21.0;L1;2a;0.3;3.5;21.72;20.11;18.95;0.11;0.12;0.0;0.23;10.98;
56;13;Fichte;100;1;2033;21.6314986826538;21.0;L2;1b;3.9;7.0;18.89;16.86;14.39;0.15;0.17;0.0;0.07;11.28;
57;13;Fichte;100;1;2033;21.6314986826538;21.0;L2;1a;11.0;8.5;14.31;10.14;3.51;0.07;0.08;0.0;0.0;3.47;
58;13;Fichte;100;1;2033;21.6314986826538;21.0;Restholz 1;Restholz 1;19.6;1.4;3.31;1.75;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;13;Fichte;100;1;2033;21.6314986826538;21.0;;;;;;;;0.33;0.37;;;25.75;
#
59;14;Fichte;100;1;2033;36.4541657459155;31.0;L2;3a;0.3;10.5;36.93;30.09;27.18;0.77;0.84;0.0;0.54;93.38;
60;14;Fichte;100;1;2033;36.4541657459155;31.0;L2;2b;10.9;6.5;27.12;25.01;22.15;0.31;0.35;0.0;0.22;34.65;
61;14;Fichte;100;1;2033;36.4541657459155;31.0;L1;2a;17.5;3.5;22.05;20.15;18.02;0.11;0.12;0.0;0.1;10.97;
62;14;Fichte;100;1;2033;36.4541657459155;31.0;L2;1a;21.1;9.5;17.89;10.8;1.02;0.1;0.11;0.0;0.0;4.87;
63;14;Fichte;100;1;2033;36.4541657459155;31.0;Restholz 1;Restholz 1;30.7;0.3;0.77;0.39;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;14;Fichte;100;1;2033;36.4541657459155;31.0;;;;;;;;1.28;1.43;;;143.87;
#
64;15;Fichte;100;1;2033;40.3588225750237;33.0;L3;3a;0.3;21.5;40.94;30.02;20.45;1.54;1.7;0.0;0.14;186.61;
65;15;Fichte;100;1;2033;40.3588225750237;33.0;L1;1b;21.9;4.0;20.32;17.54;14.45;0.09;0.11;0.0;0.04;6.93;
66;15;Fichte;100;1;2033;40.3588225750237;33.0;L1;1a;26.0;4.5;14.28;10.37;5.9;0.04;0.05;0.0;0.0;1.94;
67;15;Fichte;100;1;2033;40.3588225750237;33.0;Restholz 1;Restholz 1;30.6;2.4;5.69;2.98;0.0;0.0;0.0;0.0;0.0;0.11;
#Summe:;15;Fichte;100;1;2033;40.3588225750237;33.0;;;;;;;;1.68;1.86;;;195.59;
#
68;16;Fichte;100;1;2033;26.4785309324363;24.0;L2;2a;0.3;11.0;26.67;21.92;18.39;0.42;0.46;0.0;0.15;43.23;
69;16;Fichte;100;1;2033;26.4785309324363;24.0;L1;1b;11.4;4.5;18.31;16.36;14.02;0.09;0.1;0.0;0.05;6.76;
70;16;Fichte;100;1;2033;26.4785309324363;24.0;L1;1a;16.0;6.0;13.91;10.0;4.75;0.05;0.06;0.0;0.0;2.4;
71;16;Fichte;100;1;2033;26.4785309324363;24.0;Restholz 1;Restholz 1;22.1;1.9;4.54;2.42;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;16;Fichte;100;1;2033;26.4785309324363;24.0;;;;;;;;0.56;0.62;;;52.44;
#
72;17;Fichte;100;1;2033;55.8051028751702;39.0;L1;5;0.3;4.5;56.81;50.14;46.02;0.87;0.95;0.0;2.7;125.68;
73;17;Fichte;100;1;2033;55.8051028751702;39.0;L1;4;4.9;6.0;45.88;42.88;41.18;0.85;0.93;0.0;1.8;107.43;
74;17;Fichte;100;1;2033;55.8051028751702;39.0;L1;4;11.0;4.5;41.13;40.04;38.75;0.54;0.6;0.0;1.23;68.66;
75;17;Fichte;100;1;2033;55.8051028751702;39.0;L3;3a;15.6;15.0;38.69;31.21;18.89;1.12;1.27;0.0;0.09;135.81;
76;17;Fichte;100;1;2033;55.8051028751702;39.0;L2;1a;30.7;8.0;18.7;10.51;0.82;0.08;0.1;0.0;0.0;4.14;
77;17;Fichte;100;1;2033;55.8051028751702;39.0;Restholz 1;Restholz 1;38.8;0.2;0.55;0.27;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;17;Fichte;100;1;2033;55.8051028751702;39.0;;;;;;;;3.47;3.85;;;441.72;
#
78;18;Fichte;100;1;2033;60.2480548677697;41.0;L1;5;0.3;6.0;61.4;52.25;47.43;1.29;1.41;0.0;3.0;186.04;
79;18;Fichte;100;1;2033;60.2480548677697;41.0;L1;4;6.4;6.0;47.32;44.92;43.45;0.93;1.02;0.0;2.02;117.4;
80;18;Fichte;100;1;2033;60.2480548677697;41.0;L1;4;12.5;6.0;43.4;41.91;39.82;0.8;0.89;0.0;1.18;101.09;
81;18;Fichte;100;1;2033;60.2480548677697;41.0;L2;3b;18.6;8.5;39.74;35.29;29.12;0.81;0.92;0.0;0.35;98.1;
82;18;Fichte;100;1;2033;60.2480548677697;41.0;L1;2b;27.2;4.5;28.96;25.1;20.91;0.22;0.25;0.0;0.12;23.84;
83;18;Fichte;100;1;2033;60.2480548677697;41.0;L1;1b;31.8;3.0;20.72;17.76;14.66;0.07;0.08;0.0;0.04;5.28;
84;18;Fichte;100;1;2033;60.2480548677697;41.0;L1;1a;34.9;4.0;14.45;10.08;5.4;0.03;0.04;0.0;0.0;1.66;
85;18;Fichte;100;1;2033;60.2480548677697;41.0;Restholz 1;Restholz 1;39.0;2.0;5.15;2.64;0.0;0.0;0.0;0.0;0.0;0.07;
#Summe:;18;Fichte;100;1;2033;60.2480548677697;41.0;;;;;;;;4.15;4.61;;;533.48;
#
86;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;6;0.3;3.0;65.67;60.0;55.79;0.81;0.88;0.0;4.15;120.75;
87;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;5;3.4;6.0;55.55;50.41;47.81;1.18;1.29;0.0;2.91;170.16;
88;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;4;9.5;6.0;47.75;46.24;44.78;0.98;1.07;0.0;1.88;123.54;
89;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;4;15.6;6.0;44.72;42.68;39.76;0.83;0.92;0.0;1.02;104.8;
90;19;Fichte;100;1;2033;64.4090474713946;42.0;L2;3b;21.7;7.0;39.65;35.04;29.31;0.66;0.75;0.0;0.33;79.75;
91;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;2b;28.8;4.0;29.13;25.43;21.48;0.2;0.23;0.0;0.12;21.63;
92;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;1b;32.9;3.0;21.28;18.16;14.92;0.07;0.09;0.0;0.04;5.53;
93;19;Fichte;100;1;2033;64.4090474713946;42.0;L1;1a;36.0;4.0;14.7;10.15;5.29;0.03;0.04;0.0;0.0;1.69;
94;19;Fichte;100;1;2033;64.4090474713946;42.0;Restholz 1;Restholz 1;40.1;1.9;5.03;2.57;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;19;Fichte;100;1;2033;64.4090474713946;42.0;;;;;;;;4.76;5.28;;;627.92;
#
95;20;Fichte;100;1;2033;46.9401098595157;36.0;L1;4;0.3;6.0;47.71;41.0;37.57;0.79;0.87;0.0;1.61;100.55;
96;20;Fichte;100;1;2033;46.9401098595157;36.0;L3;3a;6.4;20.5;37.49;31.38;18.62;1.5;1.67;0.0;0.09;181.49;
97;20;Fichte;100;1;2033;46.9401098595157;36.0;L2;1a;27.0;8.5;18.46;10.8;1.3;0.09;0.11;0.0;0.0;4.48;
98;20;Fichte;100;1;2033;46.9401098595157;36.0;Restholz 1;Restholz 1;35.6;0.4;1.04;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;20;Fichte;100;1;2033;46.9401098595157;36.0;;;;;;;;2.38;2.65;;;286.53;
#
99;21;Fichte;100;1;2033;20.1106101617722;20.0;L2;1b;0.3;9.0;20.17;17.04;14.24;0.2;0.22;0.0;0.08;15.15;
100;21;Fichte;100;1;2033;20.1106101617722;20.0;L2;1a;9.4;9.0;14.17;10.18;3.65;0.07;0.08;0.0;0.0;3.68;
101;21;Fichte;100;1;2033;20.1106101617722;20.0;Restholz 1;Restholz 1;18.5;1.5;3.45;1.84;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;21;Fichte;100;1;2033;20.1106101617722;20.0;;;;;;;;0.28;0.31;;;18.85;
#
102;22;Fichte;100;1;2033;21.4763832210835;21.0;L1;2a;0.3;3.0;21.56;20.16;19.11;0.09;0.1;0.0;0.24;9.34;
103;22;Fichte;100;1;2033;21.4763832210835;21.0;L2;1b;3.4;7.5;19.05;16.89;14.29;0.16;0.18;0.0;0.07;12.16;
104;22;Fichte;100;1;2033;21.4763832210835;21.0;L2;1a;11.0;8.5;14.21;10.07;3.49;0.07;0.08;0.0;0.0;3.42;
105;22;Fichte;100;1;2033;21.4763832210835;21.0;Restholz 1;Restholz 1;19.6;1.4;3.28;1.73;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;22;Fichte;100;1;2033;21.4763832210835;21.0;;;;;;;;0.32;0.36;;;24.94;
#
106;23;Fichte;100;1;2033;39.3911859541876;32.0;L3;3a;0.3;18.5;39.94;30.08;22.92;1.35;1.49;0.0;0.22;163.32;
107;23;Fichte;100;1;2033;39.3911859541876;32.0;L1;2a;18.9;3.5;22.81;20.7;18.35;0.11;0.13;0.0;0.1;11.6;
108;23;Fichte;100;1;2033;39.3911859541876;32.0;L2;1a;22.5;9.0;18.21;10.97;1.31;0.1;0.11;0.0;0.0;4.78;
109;23;Fichte;100;1;2033;39.3911859541876;32.0;Restholz 1;Restholz 1;31.6;0.4;1.05;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;23;Fichte;100;1;2033;39.3911859541876;32.0;;;;;;;;1.56;1.73;;;179.7;
#
110;24;Fichte;100;1;2033;42.7279723154471;34.0;L3;3a;0.3;22.0;43.38;31.65;21.74;1.76;1.94;0.0;0.17;212.89;
111;24;Fichte;100;1;2033;42.7279723154471;34.0;L1;1b;22.4;4.5;21.61;18.39;14.79;0.12;0.14;0.0;0.05;8.63;
112;24;Fichte;100;1;2033;42.7279723154471;34.0;L1;1a;27.0;5.0;14.62;10.1;4.88;0.04;0.05;0.0;0.0;2.09;
113;24;Fichte;100;1;2033;42.7279723154471;34.0;Restholz 1;Restholz 1;32.1;1.9;4.66;2.41;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;24;Fichte;100;1;2033;42.7279723154471;34.0;;;;;;;;1.92;2.13;;;223.67;
#
114;25;Fichte;100;1;2033;19.278996263894;19.0;L2;1b;0.3;8.0;19.31;16.57;14.08;0.17;0.19;0.0;0.08;12.68;
115;25;Fichte;100;1;2033;19.278996263894;19.0;L2;1a;8.4;9.0;14.01;10.14;3.7;0.07;0.08;0.0;0.0;3.63;
116;25;Fichte;100;1;2033;19.278996263894;19.0;Restholz 1;Restholz 1;17.5;1.5;3.5;1.87;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;25;Fichte;100;1;2033;19.278996263894;19.0;;;;;;;;0.24;0.27;;;16.34;
#
117;26;Fichte;100;1;2033;19.1885597936613;19.0;L2;1b;0.3;8.0;19.22;16.5;14.02;0.17;0.19;0.0;0.07;12.56;
118;26;Fichte;100;1;2033;19.1885597936613;19.0;L2;1a;8.4;9.0;13.95;10.09;3.68;0.07;0.08;0.0;0.0;3.6;
119;26;Fichte;100;1;2033;19.1885597936613;19.0;Restholz 1;Restholz 1;17.5;1.5;3.48;1.86;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;26;Fichte;100;1;2033;19.1885597936613;19.0;;;;;;;;0.24;0.27;;;16.18;
#
120;27;Buche;200;1;2033;67.7521403116825;29.0;L1;6;0.3;6.0;68.1;61.55;57.16;1.76;1.87;0.0;2.66;195.3;
121;27;Buche;200;1;2033;67.7521403116825;29.0;L1;5;6.4;6.0;57.03;53.11;48.65;1.29;1.37;0.0;1.31;131.65;
122;27;Buche;200;1;2033;67.7521403116825;29.0;L1;4;12.5;6.0;48.48;42.95;36.2;0.85;0.91;0.0;0.42;73.11;
123;27;Buche;200;1;2033;67.7521403116825;29.0;L1;3a;18.6;4.5;35.96;30.0;23.23;0.31;0.34;0.0;0.09;20.93;
124;27;Buche;200;1;2033;67.7521403116825;29.0;L1;1b;23.2;4.5;22.91;15.1;6.01;0.09;0.1;0.0;0.0;4.3;
125;27;Buche;200;1;2033;67.7521403116825;29.0;Restholz 1;Restholz 1;27.8;1.2;5.57;2.85;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;27;Buche;200;1;2033;67.7521403116825;29.0;;;;;;;;4.29;4.59;;;425.35;
#
126;28;Buche;200;1;2033;53.9512815112157;25.0;L1;5;0.3;4.0;54.6;50.27;47.28;0.77;0.82;0.0;1.68;78.28;
127;28;Buche;200;1;2033;53.9512815112157;25.0;L1;4;4.4;6.0;47.15;43.55;39.57;0.87;0.92;0.0;0.76;75.02;
128;28;Buche;200;1;2033;53.9512815112157;25.0;L1;3b;10.5;5.0;39.42;35.24;30.13;0.47;0.51;0.0;0.27;35.0;
129;28;Buche;200;1;2033;53.9512815112157;25.0;L1;2b;15.6;4.0;29.91;25.09;19.61;0.19;0.21;0.0;0.06;9.63;
130;28;Buche;200;1;2033;53.9512815112157;25.0;L1;1a;19.7;5.0;19.31;11.24;1.35;0.06;0.07;0.0;0.0;2.87;
131;28;Buche;200;1;2033;53.9512815112157;25.0;Restholz 1;Restholz 1;24.8;0.2;0.9;0.45;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;28;Buche;200;1;2033;53.9512815112157;25.0;;;;;;;;2.36;2.52;;;200.8;
#
132;29;Buche;200;1;2033;25.1205008368319;15.0;L1;2a;0.3;6.0;26.15;22.09;19.08;0.23;0.24;0.0;0.11;11.44;
133;29;Buche;200;1;2033;25.1205008368319;15.0;L1;1b;6.4;5.0;18.96;15.26;10.27;0.09;0.1;0.0;0.01;4.48;
134;29;Buche;200;1;2033;25.1205008368319;15.0;Restholz 1;Restholz 1;11.5;3.5;10.04;5.62;0.0;0.01;0.01;0.0;0.0;0.52;
#Summe:;29;Buche;200;1;2033;25.1205008368319;15.0;;;;;;;;0.33;0.35;;;16.44;
#
135;30;Tanne;101;2;2033;16.6080202162703;11.0;L1;1b;0.3;3.0;15.58;15.43;14.1;0.05;0.06;0.0;0.06;3.82;
136;30;Tanne;101;2;2033;16.6080202162703;11.0;L2;1a;3.4;7.5;14.0;10.18;0.53;0.06;0.07;0.0;0.0;2.92;
#Summe:;30;Tanne;101;2;2033;16.6080202162703;11.0;;;;;;;;0.11;0.12;;;6.73;
#
137;31;Tanne;101;2;2033;50.247167809733;25.0;L2;4;0.3;14.0;49.16;40.2;32.11;1.79;2.01;0.0;0.41;199.48;
138;31;Tanne;101;2;2033;50.247167809733;25.0;L2;2b;14.4;6.5;31.98;26.74;18.82;0.35;0.41;0.0;0.05;35.82;
139;31;Tanne;101;2;2033;50.247167809733;25.0;L1;1a;21.0;3.5;18.5;12.0;3.11;0.04;0.05;0.0;0.0;2.11;
140;31;Tanne;101;2;2033;50.247167809733;25.0;Restholz 1;Restholz 1;24.6;0.4;2.51;1.28;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;31;Tanne;101;2;2033;50.247167809733;25.0;;;;;;;;2.19;2.47;;;237.42;
#
141;32;Tanne;101;2;2033;53.6509669333732;27.0;L3;4;0.3;19.5;52.72;40.24;26.77;2.5;2.81;0.0;0.18;284.98;
142;32;Tanne;101;2;2033;53.6509669333732;27.0;L1;2a;19.9;3.0;26.56;23.08;18.77;0.12;0.14;0.0;0.04;11.16;
143;32;Tanne;101;2;2033;53.6509669333732;27.0;L1;1a;23.0;3.5;18.44;11.84;3.03;0.04;0.05;0.0;0.0;2.07;
144;32;Tanne;101;2;2033;53.6509669333732;27.0;Restholz 1;Restholz 1;26.6;0.4;2.45;1.24;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;32;Tanne;101;2;2033;53.6509669333732;27.0;;;;;;;;2.66;3.0;;;298.21;
#
145;33;Tanne;101;2;2033;40.3643416240318;22.0;L2;3b;0.3;8.0;39.2;35.02;30.94;0.76;0.85;0.0;0.52;82.86;
146;33;Tanne;101;2;2033;40.3643416240318;22.0;L2;2b;8.4;9.0;30.83;25.71;18.04;0.46;0.52;0.0;0.05;46.15;
147;33;Tanne;101;2;2033;40.3643416240318;22.0;L1;1a;17.5;4.0;17.8;11.85;2.89;0.05;0.05;0.0;0.0;2.3;
148;33;Tanne;101;2;2033;40.3643416240318;22.0;Restholz 1;Restholz 1;21.6;0.4;2.33;1.19;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;33;Tanne;101;2;2033;40.3643416240318;22.0;;;;;;;;1.26;1.43;;;131.32;
#
149;34;Tanne;101;2;2033;21.7468376314943;13.0;L1;2a;0.3;3.5;20.51;20.12;18.45;0.1;0.12;0.0;0.12;9.7;
150;34;Tanne;101;2;2033;21.7468376314943;13.0;L1;1b;3.9;3.5;18.34;16.38;14.48;0.07;0.08;0.0;0.05;5.25;
151;34;Tanne;101;2;2033;21.7468376314943;13.0;L1;1a;7.5;5.0;14.37;10.82;2.71;0.04;0.05;0.0;0.0;2.19;
152;34;Tanne;101;2;2033;21.7468376314943;13.0;Restholz 1;Restholz 1;12.6;0.4;2.2;1.14;0.0;0.0;0.0;0.0;0.0;0.0;
