#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
18;4;Fichte;100;1;2033;31.3820764045665;28.0;L1;1a;20.0;6.0;14.48;10.16;4.66;0.05;0.06;0.0;0.0;2.51;
19;4;Fichte;100;1;2033;31.3820764045665;28.0;Restholz 1;Restholz 1;26.1;1.9;4.45;2.34;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;4;Fichte;100;1;2033;31.3820764045665;28.0;;;;;;;;0.89;0.99;;;91.76;
#
20;5;Fichte;100;1;2033;27.2621467229063;25.0;L1;2b;0.3;4.0;27.48;25.05;23.47;0.19;0.21;0.0;0.43;21.01;
21;5;Fichte;100;1;2033;27.2621467229063;25.0;L2;2a;4.4;8.0;23.41;21.11;18.37;0.27;0.3;0.0;0.14;28.2;
22;5;Fichte;100;1;2033;27.2621467229063;25.0;L1;1b;12.5;4.0;18.29;16.51;14.43;0.08;0.09;0.0;0.06;6.08;
23;5;Fichte;100;1;2033;27.2621467229063;25.0;L2;1a;16.6;6.5;14.32;10.13;4.45;0.05;0.06;0.0;0.0;2.68;
24;5;Fichte;100;1;2033;27.2621467229063;25.0;Restholz 1;Restholz 1;23.2;1.8;4.24;2.24;0.0;0.0;0.0;0.0;0.0;0.04;
#Summe:;5;Fichte;100;1;2033;27.2621467229063;25.0;;;;;;;;0.6;0.67;;;58.02;
#
25;6;Fichte;100;1;2033;18.3990631221354;19.0;L2;1b;0.3;7.0;18.43;16.09;14.09;0.14;0.15;0.0;0.08;10.42;
26;6;Fichte;100;1;2033;18.3990631221354;19.0;L2;1a;7.4;10.0;14.03;10.16;3.53;0.08;0.09;0.0;0.0;4.05;
27;6;Fichte;100;1;2033;18.3990631221354;19.0;Restholz 1;Restholz 1;17.5;1.5;3.34;1.79;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;6;Fichte;100;1;2033;18.3990631221354;19.0;;;;;;;;0.22;0.25;;;14.49;
#
28;7;Fichte;100;1;2033;50.0478713739205;37.0;L1;4;0.3;6.0;50.9;43.65;39.93;0.9;0.98;0.0;1.88;114.04;
29;7;Fichte;100;1;2033;50.0478713739205;37.0;L3;3b;6.4;16.5;39.84;35.13;26.97;1.54;1.71;0.0;0.31;186.73;
30;7;Fichte;100;1;2033;50.0478713739205;37.0;L1;2a;23.0;5.5;26.83;22.8;18.22;0.22;0.25;0.0;0.08;22.68;
31;7;Fichte;100;1;2033;50.0478713739205;37.0;L2;1a;28.6;8.0;18.04;10.37;1.06;0.08;0.09;0.0;0.0;3.95;
32;7;Fichte;100;1;2033;50.0478713739205;37.0;Restholz 1;Restholz 1;36.7;0.3;0.8;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;7;Fichte;100;1;2033;50.0478713739205;37.0;;;;;;;;2.74;3.04;;;327.4;
#
33;8;Fichte;100;1;2033;43.1275280022211;34.0;L1;4;0.3;3.0;43.78;40.28;37.78;0.36;0.4;0.0;1.59;45.99;
34;8;Fichte;100;1;2033;43.1275280022211;34.0;L3;3a;3.4;21.5;37.64;30.25;18.18;1.48;1.64;0.0;0.09;179.12;
35;8;Fichte;100;1;2033;43.1275280022211;34.0;L2;1a;25.0;8.5;18.02;10.68;1.31;0.09;0.1;0.0;0.0;4.34;
36;8;Fichte;100;1;2033;43.1275280022211;34.0;Restholz 1;Restholz 1;33.6;0.4;1.05;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;8;Fichte;100;1;2033;43.1275280022211;34.0;;;;;;;;1.93;2.14;;;229.45;
#
37;9;Fichte;100;1;2033;27.4239236035479;25.0;L1;2b;0.3;4.0;27.65;25.19;23.61;0.19;0.21;0.0;0.43;21.26;
38;9;Fichte;100;1;2033;27.4239236035479;25.0;L2;2a;4.4;8.5;23.55;21.09;18.06;0.29;0.32;0.0;0.13;29.92;
39;9;Fichte;100;1;2033;27.4239236035479;25.0;L1;1b;13.0;3.5;17.98;16.37;14.52;0.07;0.08;0.0;0.06;5.2;
40;9;Fichte;100;1;2033;27.4239236035479;25.0;L2;1a;16.6;6.5;14.41;10.19;4.48;0.05;0.06;0.0;0.0;2.71;
41;9;Fichte;100;1;2033;27.4239236035479;25.0;Restholz 1;Restholz 1;23.2;1.8;4.27;2.26;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;9;Fichte;100;1;2033;27.4239236035479;25.0;;;;;;;;0.61;0.68;;;59.14;
#
42;10;Fichte;100;1;2033;24.3047243433783;23.0;L2;2a;0.3;9.0;24.45;20.66;18.02;0.3;0.33;0.0;0.16;31.29;
43;10;Fichte;100;1;2033;24.3047243433783;23.0;L1;1b;9.4;4.5;17.95;16.3;14.3;0.09;0.1;0.0;0.06;6.69;
44;10;Fichte;100;1;2033;24.3047243433783;23.0;L2;1a;14.0;7.0;14.21;10.23;4.58;0.06;0.07;0.0;0.0;2.92;
45;10;Fichte;100;1;2033;24.3047243433783;23.0;Restholz 1;Restholz 1;21.1;1.9;4.38;2.34;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;10;Fichte;100;1;2033;24.3047243433783;23.0;;;;;;;;0.45;0.5;;;40.95;
#
46;11;Fichte;100;1;2033;39.7589498970317;32.0;L3;3a;0.3;19.5;40.31;30.09;21.96;1.42;1.56;0.0;0.18;171.32;
47;11;Fichte;100;1;2033;39.7589498970317;32.0;L1;1b;19.9;5.0;21.84;18.53;14.71;0.13;0.15;0.0;0.05;9.75;
48;11;Fichte;100;1;2033;39.7589498970317;32.0;L1;1a;25.0;5.0;14.55;10.14;4.95;0.04;0.05;0.0;0.0;2.1;
49;11;Fichte;100;1;2033;39.7589498970317;32.0;Restholz 1;Restholz 1;30.1;1.9;4.72;2.46;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;11;Fichte;100;1;2033;39.7589498970317;32.0;;;;;;;;1.59;1.76;;;183.23;
#
50;12;Fichte;100;1;2033;14.6758210050928;16.0;L3;1a;0.3;15.5;14.65;10.1;0.49;0.12;0.14;0.0;0.0;6.2;
51;12;Fichte;100;1;2033;14.6758210050928;16.0;Restholz 1;Restholz 1;15.9;0.1;0.25;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;12;Fichte;100;1;2033;14.6758210050928;16.0;;;;;;;;0.12;0.14;;;6.2;
#
52;13;Fichte;100;1;2033;14.8742907285633;16.0;L3;1a;0.3;15.5;14.85;10.24;0.5;0.13;0.14;0.0;0.0;6.37;
53;13;Fichte;100;1;2033;14.8742907285633;16.0;Restholz 1;Restholz 1;15.9;0.1;0.25;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;13;Fichte;100;1;2033;14.8742907285633;16.0;;;;;;;;0.13;0.14;;;6.37;
#
54;14;Fichte;100;1;2033;27.932347931773;25.0;L1;2b;0.3;5.0;28.16;25.2;23.42;0.25;0.27;0.0;0.41;26.98;
55;14;Fichte;100;1;2033;27.932347931773;25.0;L2;2a;5.4;7.5;23.36;21.17;18.4;0.26;0.28;0.0;0.14;26.51;
56;14;Fichte;100;1;2033;27.932347931773;25.0;L1;1b;13.0;4.0;18.31;16.42;14.2;0.08;0.09;0.0;0.05;6.02;
57;14;Fichte;100;1;2033;27.932347931773;25.0;L1;1a;17.1;5.5;14.08;10.38;5.6;0.05;0.06;0.0;0.0;2.35;
58;14;Fichte;100;1;2033;27.932347931773;25.0;Restholz 1;Restholz 1;22.7;2.3;5.39;2.89;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;14;Fichte;100;1;2033;27.932347931773;25.0;;;;;;;;0.63;0.7;;;61.95;
#
59;15;Fichte;100;1;2033;21.7393643206629;21.0;L1;2a;0.3;4.0;21.83;20.02;18.74;0.12;0.13;0.0;0.22;12.54;
60;15;Fichte;100;1;2033;21.7393643206629;21.0;L2;1b;4.4;7.0;18.69;16.63;14.05;0.15;0.16;0.0;0.06;10.97;
61;15;Fichte;100;1;2033;21.7393643206629;21.0;L2;1a;11.5;7.5;13.97;10.19;4.53;0.06;0.07;0.0;0.0;3.07;
62;15;Fichte;100;1;2033;21.7393643206629;21.0;Restholz 1;Restholz 1;19.1;1.9;4.34;2.34;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;15;Fichte;100;1;2033;21.7393643206629;21.0;;;;;;;;0.33;0.37;;;26.63;
#
63;16;Fichte;100;1;2033;51.9679100948173;37.0;L1;4;0.3;6.0;52.85;45.32;41.46;0.97;1.06;0.0;2.03;122.95;
64;16;Fichte;100;1;2033;51.9679100948173;37.0;L1;4;6.4;3.5;41.37;40.07;39.08;0.42;0.46;0.0;1.57;53.04;
65;16;Fichte;100;1;2033;51.9679100948173;37.0;L2;3b;10.0;13.0;39.03;35.11;27.86;1.22;1.36;0.0;0.33;147.07;
66;16;Fichte;100;1;2033;51.9679100948173;37.0;L1;2b;23.1;3.5;27.72;25.11;22.26;0.17;0.19;0.0;0.15;18.23;
67;16;Fichte;100;1;2033;51.9679100948173;37.0;L1;1b;26.7;4.0;22.09;18.55;14.72;0.11;0.12;0.0;0.04;7.81;
68;16;Fichte;100;1;2033;51.9679100948173;37.0;L1;1a;30.8;4.0;14.52;10.33;5.73;0.03;0.04;0.0;0.0;1.73;
69;16;Fichte;100;1;2033;51.9679100948173;37.0;Restholz 1;Restholz 1;34.9;2.1;5.48;2.83;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;16;Fichte;100;1;2033;51.9679100948173;37.0;;;;;;;;2.91;3.23;;;350.91;
#
70;17;Fichte;100;1;2033;17.1503798007351;18.0;L1;1b;0.3;5.0;17.16;15.52;14.14;0.09;0.1;0.0;0.09;6.83;
71;17;Fichte;100;1;2033;17.1503798007351;18.0;L2;1a;5.4;11.5;14.09;10.06;2.51;0.09;0.1;0.0;0.0;4.55;
72;17;Fichte;100;1;2033;17.1503798007351;18.0;Restholz 1;Restholz 1;17.0;1.0;2.31;1.21;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;17;Fichte;100;1;2033;17.1503798007351;18.0;;;;;;;;0.18;0.2;;;11.38;
#
73;18;Fichte;100;1;2033;30.0319508309644;27.0;L2;2b;0.3;10.0;30.33;25.13;22.3;0.51;0.55;0.0;0.3;56.69;
74;18;Fichte;100;1;2033;30.0319508309644;27.0;L1;2a;10.4;5.0;22.24;20.49;18.3;0.16;0.18;0.0;0.13;16.36;
75;18;Fichte;100;1;2033;30.0319508309644;27.0;L1;1b;15.5;3.5;18.21;16.38;14.31;0.07;0.08;0.0;0.05;5.22;
76;18;Fichte;100;1;2033;30.0319508309644;27.0;L1;1a;19.1;5.5;14.19;10.33;5.49;0.05;0.06;0.0;0.0;2.34;
77;18;Fichte;100;1;2033;30.0319508309644;27.0;Restholz 1;Restholz 1;24.7;2.3;5.29;2.82;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;18;Fichte;100;1;2033;30.0319508309644;27.0;;;;;;;;0.78;0.87;;;80.71;
#
78;19;Fichte;100;1;2033;34.745711972307;29.0;L2;3a;0.3;7.0;35.15;30.17;27.74;0.5;0.55;0.0;0.63;61.06;
79;19;Fichte;100;1;2033;34.745711972307;29.0;L2;2b;7.4;9.0;27.68;25.02;21.15;0.43;0.48;0.0;0.18;48.21;
80;19;Fichte;100;1;2033;34.745711972307;29.0;L1;1b;16.5;5.5;21.05;17.88;14.07;0.14;0.16;0.0;0.04;9.99;
81;19;Fichte;100;1;2033;34.745711972307;29.0;L1;1a;22.1;4.5;13.92;10.21;5.81;0.04;0.04;0.0;0.0;1.87;
82;19;Fichte;100;1;2033;34.745711972307;29.0;Restholz 1;Restholz 1;26.7;2.3;5.6;2.96;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;19;Fichte;100;1;2033;34.745711972307;29.0;;;;;;;;1.11;1.23;;;121.22;
#
83;20;Fichte;100;1;2033;31.1962609291188;27.0;L2;2b;0.3;13.5;31.51;25.07;20.52;0.68;0.75;0.0;0.19;76.18;
84;20;Fichte;100;1;2033;31.1962609291188;27.0;L1;1b;13.9;5.5;20.43;17.69;14.34;0.13;0.15;0.0;0.05;9.74;
85;20;Fichte;100;1;2033;31.1962609291188;27.0;L1;1a;19.5;5.5;14.21;10.08;4.85;0.05;0.05;0.0;0.0;2.25;
86;20;Fichte;100;1;2033;31.1962609291188;27.0;Restholz 1;Restholz 1;25.1;1.9;4.64;2.44;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;20;Fichte;100;1;2033;31.1962609291188;27.0;;;;;;;;0.86;0.95;;;88.23;
#
87;21;Fichte;100;1;2033;18.2735512509623;18.0;L2;1b;0.3;6.5;18.29;16.1;14.13;0.13;0.14;0.0;0.08;9.64;
88;21;Fichte;100;1;2033;18.2735512509623;18.0;L2;1a;6.9;9.5;14.06;10.24;3.72;0.08;0.09;0.0;0.0;3.89;
89;21;Fichte;100;1;2033;18.2735512509623;18.0;Restholz 1;Restholz 1;16.5;1.5;3.52;1.89;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;21;Fichte;100;1;2033;18.2735512509623;18.0;;;;;;;;0.21;0.23;;;13.56;
#
90;22;Fichte;100;1;2033;23.2230081009094;22.0;L2;2a;0.3;7.0;23.34;20.34;18.3;0.23;0.25;0.0;0.18;23.33;
91;22;Fichte;100;1;2033;23.2230081009094;22.0;L1;1b;7.4;5.5;18.24;16.4;14.1;0.11;0.13;0.0;0.06;8.33;
92;22;Fichte;100;1;2033;23.2230081009094;22.0;L2;1a;13.0;7.0;14.0;10.16;4.6;0.06;0.07;0.0;0.0;2.86;
93;22;Fichte;100;1;2033;23.2230081009094;22.0;Restholz 1;Restholz 1;20.1;1.9;4.4;2.36;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;22;Fichte;100;1;2033;23.2230081009094;22.0;;;;;;;;0.4;0.44;;;34.58;
#
94;23;Fichte;100;1;2033;50.5362209177228;37.0;L1;4;0.3;6.0;51.39;44.08;40.32;0.92;1.0;0.0;1.92;116.27;
95;23;Fichte;100;1;2033;50.5362209177228;37.0;L3;3b;6.4;17.5;40.23;35.14;25.82;1.63;1.81;0.0;0.26;197.23;
96;23;Fichte;100;1;2033;50.5362209177228;37.0;L1;2a;24.0;4.5;25.68;22.22;18.4;0.17;0.2;0.0;0.08;17.49;
97;23;Fichte;100;1;2033;50.5362209177228;37.0;L2;1a;28.6;8.0;18.22;10.47;1.07;0.08;0.1;0.0;0.0;4.03;
98;23;Fichte;100;1;2033;50.5362209177228;37.0;Restholz 1;Restholz 1;36.7;0.3;0.81;0.41;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;23;Fichte;100;1;2033;50.5362209177228;37.0;;;;;;;;2.8;3.11;;;335.02;
#
99;24;Fichte;100;1;2033;33.6340615851196;29.0;L1;3a;0.3;5.0;34.02;30.21;28.04;0.35;0.39;0.0;0.71;41.2;
100;24;Fichte;100;1;2033;33.6340615851196;29.0;L2;2b;5.4;10.5;27.98;25.01;20.97;0.5;0.56;0.0;0.19;56.43;
101;24;Fichte;100;1;2033;33.6340615851196;29.0;L1;1b;16.0;5.5;20.87;17.91;14.34;0.14;0.16;0.0;0.05;10.01;
102;24;Fichte;100;1;2033;33.6340615851196;29.0;L1;1a;21.6;5.0;14.19;10.31;5.63;0.04;0.05;0.0;0.0;2.13;
103;24;Fichte;100;1;2033;33.6340615851196;29.0;Restholz 1;Restholz 1;26.7;2.3;5.42;2.87;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;24;Fichte;100;1;2033;33.6340615851196;29.0;;;;;;;;1.04;1.15;;;109.86;
#
104;25;Fichte;100;1;2033;45.9161641075912;35.0;L1;4;0.3;6.0;46.64;40.16;36.87;0.76;0.83;0.0;1.5;96.44;
105;25;Fichte;100;1;2033;45.9161641075912;35.0;L3;3a;6.4;19.5;36.79;30.86;18.78;1.38;1.54;0.0;0.09;167.52;
106;25;Fichte;100;1;2033;45.9161641075912;35.0;L2;1a;26.0;8.5;18.62;10.96;1.33;0.09;0.11;0.0;0.0;4.59;
107;25;Fichte;100;1;2033;45.9161641075912;35.0;Restholz 1;Restholz 1;34.6;0.4;1.07;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;25;Fichte;100;1;2033;45.9161641075912;35.0;;;;;;;;2.24;2.48;;;268.55;
#
108;26;Fichte;100;1;2033;23.0375217886119;22.0;L2;2a;0.3;7.0;23.16;20.17;18.15;0.22;0.24;0.0;0.18;22.96;
109;26;Fichte;100;1;2033;23.0375217886119;22.0;L1;1b;7.4;5.0;18.09;16.45;14.44;0.1;0.11;0.0;0.07;7.59;
110;26;Fichte;100;1;2033;23.0375217886119;22.0;L2;1a;12.5;8.0;14.35;10.08;3.55;0.06;0.08;0.0;0.0;3.25;
111;26;Fichte;100;1;2033;23.0375217886119;22.0;Restholz 1;Restholz 1;20.6;1.4;3.34;1.76;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;26;Fichte;100;1;2033;23.0375217886119;22.0;;;;;;;;0.39;0.43;;;33.82;
#
112;27;Fichte;100;1;2033;21.5818450240868;21.0;L1;2a;0.3;3.5;21.67;20.06;18.9;0.11;0.12;0.0;0.23;10.93;
113;27;Fichte;100;1;2033;21.5818450240868;21.0;L2;1b;3.9;7.0;18.84;16.82;14.36;0.15;0.17;0.0;0.07;11.23;
114;27;Fichte;100;1;2033;21.5818450240868;21.0;L2;1a;11.0;8.5;14.28;10.12;3.51;0.07;0.08;0.0;0.0;3.45;
115;27;Fichte;100;1;2033;21.5818450240868;21.0;Restholz 1;Restholz 1;19.6;1.4;3.3;1.74;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;27;Fichte;100;1;2033;21.5818450240868;21.0;;;;;;;;0.33;0.36;;;25.64;
#
116;28;Fichte;100;1;2033;27.6606270555459;25.0;L1;2b;0.3;4.5;27.89;25.18;23.49;0.22;0.24;0.0;0.42;24.1;
117;28;Fichte;100;1;2033;27.6606270555459;25.0;L2;2a;4.9;8.0;23.43;21.12;18.22;0.27;0.3;0.0;0.14;28.18;
118;28;Fichte;100;1;2033;27.6606270555459;25.0;L1;1b;13.0;4.0;18.13;16.26;14.06;0.08;0.09;0.0;0.05;5.9;
119;28;Fichte;100;1;2033;27.6606270555459;25.0;L1;1a;17.1;5.5;13.94;10.27;5.54;0.05;0.05;0.0;0.0;2.3;
120;28;Fichte;100;1;2033;27.6606270555459;25.0;Restholz 1;Restholz 1;22.7;2.3;5.34;2.86;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;28;Fichte;100;1;2033;27.6606270555459;25.0;;;;;;;;0.62;0.69;;;60.57;
#
121;29;Fichte;100;1;2033;44.7735438455103;34.0;L1;4;0.3;4.5;45.45;40.41;37.38;0.57;0.62;0.0;1.54;71.72;
122;29;Fichte;100;1;2033;44.7735438455103;34.0;L3;3a;4.9;20.5;37.28;30.65;18.06;1.44;1.6;0.0;0.08;174.01;
123;29;Fichte;100;1;2033;44.7735438455103;34.0;L2;1a;25.5;8.0;17.9;10.59;1.36;0.08;0.1;0.0;0.0;4.02;
124;29;Fichte;100;1;2033;44.7735438455103;34.0;Restholz 1;Restholz 1;33.6;0.4;1.09;0.55;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;29;Fichte;100;1;2033;44.7735438455103;34.0;;;;;;;;2.09;2.31;;;249.75;
#
125;30;Fichte;100;1;2033;22.8862822638558;22.0;L2;2a;0.3;7.0;23.0;20.04;18.03;0.22;0.24;0.0;0.17;22.66;
126;30;Fichte;100;1;2033;22.8862822638558;22.0;L1;1b;7.4;5.0;17.97;16.34;14.35;0.1;0.11;0.0;0.07;7.49;
127;30;Fichte;100;1;2033;22.8862822638558;22.0;L2;1a;12.5;8.0;14.26;10.01;3.52;0.06;0.07;0.0;0.0;3.21;
128;30;Fichte;100;1;2033;22.8862822638558;22.0;Restholz 1;Restholz 1;20.6;1.4;3.31;1.75;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;30;Fichte;100;1;2033;22.8862822638558;22.0;;;;;;;;0.39;0.43;;;33.38;
#
129;31;Fichte;100;1;2033;43.5309083232973;34.0;L1;4;0.3;3.5;44.19;40.17;37.47;0.43;0.47;0.0;1.56;54.13;
130;31;Fichte;100;1;2033;43.5309083232973;34.0;L3;3a;3.9;21.0;37.34;30.35;18.35;1.45;1.61;0.0;0.09;175.75;
131;31;Fichte;100;1;2033;43.5309083232973;34.0;L2;1a;25.0;8.5;18.19;10.78;1.32;0.09;0.1;0.0;0.0;4.42;
132;31;Fichte;100;1;2033;43.5309083232973;34.0;Restholz 1;Restholz 1;33.6;0.4;1.06;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;31;Fichte;100;1;2033;43.5309083232973;34.0;;;;;;;;1.97;2.19;;;234.3;
#
133;32;Fichte;100;1;2033;22.7518940221483;22.0;L2;2a;0.3;6.5;22.87;20.08;18.21;0.2;0.22;0.0;0.18;21.07;
134;32;Fichte;100;1;2033;22.7518940221483;22.0;L1;1b;6.9;5.5;18.16;16.42;14.26;0.11;0.13;0.0;0.07;8.35;
135;32;Fichte;100;1;2033;22.7518940221483;22.0;L2;1a;12.5;7.5;14.17;10.26;4.51;0.06;0.07;0.0;0.0;3.13;
136;32;Fichte;100;1;2033;22.7518940221483;22.0;Restholz 1;Restholz 1;20.1;1.9;4.31;2.31;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;32;Fichte;100;1;2033;22.7518940221483;22.0;;;;;;;;0.38;0.42;;;32.6;
#
137;33;Fichte;100;3;2033;16.8757873898111;17.0;L1;1b;0.3;4.5;16.87;15.41;14.11;0.08;0.09;0.0;0.09;6.02;
138;33;Fichte;100;3;2033;16.8757873898111;17.0;L2;1a;4.9;11.0;14.05;10.05;2.63;0.09;0.1;0.0;0.0;4.35;
139;33;Fichte;100;3;2033;16.8757873898111;17.0;Restholz 1;Restholz 1;16.0;1.0;2.42;1.27;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;33;Fichte;100;3;2033;16.8757873898111;17.0;;;;;;;;0.17;0.19;;;10.37;
#
140;34;Fichte;100;3;2033;31.6990906429932;28.0;L3;2b;0.3;15.0;32.04;25.06;19.89;0.76;0.83;0.0;0.17;84.61;
141;34;Fichte;100;3;2033;31.6990906429932;28.0;L1;1b;15.4;5.0;19.79;17.2;14.1;0.11;0.13;0.0;0.05;8.35;
142;34;Fichte;100;3;2033;31.6990906429932;28.0;L1;1a;20.5;5.0;13.96;10.26;5.74;0.04;0.05;0.0;0.0;2.1;
143;34;Fichte;100;3;2033;31.6990906429932;28.0;Restholz 1;Restholz 1;25.6;2.4;5.54;2.95;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;34;Fichte;100;3;2033;31.6990906429932;28.0;;;;;;;;0.91;1.01;;;95.16;
#
144;35;Fichte;100;3;2033;39.5738891663122;32.0;L3;3a;0.3;19.0;40.12;30.08;22.45;1.38;1.52;0.0;0.2;167.34;
145;35;Fichte;100;3;2033;39.5738891663122;32.0;L1;2a;19.4;3.0;22.33;20.48;18.44;0.09;0.11;0.0;0.1;9.62;
146;35;Fichte;100;3;2033;39.5738891663122;32.0;L2;1a;22.5;9.0;18.3;11.02;1.31;0.1;0.11;0.0;0.0;4.82;
147;35;Fichte;100;3;2033;39.5738891663122;32.0;Restholz 1;Restholz 1;31.6;0.4;1.06;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;35;Fichte;100;3;2033;39.5738891663122;32.0;;;;;;;;1.57;1.75;;;181.79;
#
148;36;Fichte;100;3;2033;17.9541684377126;18.0;L1;1b;0.3;6.0;17.97;15.96;14.2;0.12;0.13;0.0;0.09;8.72;
149;36;Fichte;100;3;2033;17.9541684377126;18.0;L2;1a;6.4;10.5;14.14;10.06;2.63;0.08;0.09;0.0;0.0;4.17;
150;36;Fichte;100;3;2033;17.9541684377126;18.0;Restholz 1;Restholz 1;17.0;1.0;2.42;1.27;0.0;0.0;0.0;0.0;0.0;0.01;
