#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
27;7;Fichte;100;1;2033;30.5616357405848;27.0;L1;1a;19.1;6.0;14.44;10.12;4.54;0.05;0.06;0.0;0.0;2.49;
28;7;Fichte;100;1;2033;30.5616357405848;27.0;Restholz 1;Restholz 1;25.2;1.8;4.33;2.27;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;7;Fichte;100;1;2033;30.5616357405848;27.0;;;;;;;;0.81;0.9;;;84.65;
#
29;8;Fichte;100;1;2033;25.3928163424618;24.0;L2;2a;0.3;10.5;25.57;21.16;18.0;0.37;0.41;0.0;0.15;38.46;
30;8;Fichte;100;1;2033;25.3928163424618;24.0;L1;1b;10.9;4.0;17.93;16.35;14.49;0.08;0.09;0.0;0.06;5.96;
31;8;Fichte;100;1;2033;25.3928163424618;24.0;L2;1a;15.0;7.0;14.39;10.29;4.55;0.06;0.07;0.0;0.0;2.96;
32;8;Fichte;100;1;2033;25.3928163424618;24.0;Restholz 1;Restholz 1;22.1;1.9;4.35;2.32;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;8;Fichte;100;1;2033;25.3928163424618;24.0;;;;;;;;0.51;0.57;;;47.43;
#
33;9;Fichte;100;1;2033;31.9200753492875;28.0;L3;2b;0.3;15.5;32.26;25.1;19.54;0.78;0.86;0.0;0.15;87.56;
34;9;Fichte;100;1;2033;31.9200753492875;28.0;L1;1b;15.9;4.5;19.45;17.03;14.2;0.1;0.11;0.0;0.05;7.34;
35;9;Fichte;100;1;2033;31.9200753492875;28.0;L1;1a;20.5;5.0;14.06;10.33;5.78;0.04;0.05;0.0;0.0;2.12;
36;9;Fichte;100;1;2033;31.9200753492875;28.0;Restholz 1;Restholz 1;25.6;2.4;5.58;2.97;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;9;Fichte;100;1;2033;31.9200753492875;28.0;;;;;;;;0.93;1.03;;;97.12;
#
37;10;Fichte;100;1;2033;33.0002058303669;29.0;L1;3a;0.3;4.0;33.38;30.22;28.24;0.28;0.3;0.0;0.74;32.48;
38;10;Fichte;100;1;2033;33.0002058303669;29.0;L2;2b;4.4;10.5;28.16;25.1;21.48;0.51;0.56;0.0;0.22;57.16;
39;10;Fichte;100;1;2033;33.0002058303669;29.0;L2;1b;15.0;6.5;21.39;18.14;14.07;0.16;0.19;0.0;0.05;12.19;
40;10;Fichte;100;1;2033;33.0002058303669;29.0;L1;1a;21.6;5.0;13.93;10.12;5.52;0.04;0.05;0.0;0.0;2.05;
41;10;Fichte;100;1;2033;33.0002058303669;29.0;Restholz 1;Restholz 1;26.7;2.3;5.32;2.81;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;10;Fichte;100;1;2033;33.0002058303669;29.0;;;;;;;;1.0;1.11;;;103.96;
#
42;11;Fichte;100;1;2033;15.5902440269916;16.0;L3;1a;0.3;15.5;15.57;10.73;0.52;0.14;0.16;0.0;0.0;7.0;
43;11;Fichte;100;1;2033;15.5902440269916;16.0;Restholz 1;Restholz 1;15.9;0.1;0.26;0.13;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;11;Fichte;100;1;2033;15.5902440269916;16.0;;;;;;;;0.14;0.16;;;7.0;
#
44;12;Fichte;100;1;2033;49.5014993795382;37.0;L1;4;0.3;6.0;50.34;43.17;39.49;0.88;0.96;0.0;1.84;111.56;
45;12;Fichte;100;1;2033;49.5014993795382;37.0;L3;3b;6.4;15.5;39.41;35.05;27.97;1.45;1.61;0.0;0.36;175.43;
46;12;Fichte;100;1;2033;49.5014993795382;37.0;L1;2b;22.0;4.0;27.84;25.15;22.16;0.19;0.22;0.0;0.16;21.01;
47;12;Fichte;100;1;2033;49.5014993795382;37.0;L1;1b;26.1;4.5;22.0;18.28;14.21;0.12;0.14;0.0;0.04;8.58;
48;12;Fichte;100;1;2033;49.5014993795382;37.0;L1;1a;30.7;4.0;14.02;10.05;5.68;0.03;0.04;0.0;0.0;1.63;
49;12;Fichte;100;1;2033;49.5014993795382;37.0;Restholz 1;Restholz 1;34.8;2.2;5.45;2.82;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;12;Fichte;100;1;2033;49.5014993795382;37.0;;;;;;;;2.67;2.97;;;318.29;
#
50;13;Fichte;100;1;2033;18.8673851521127;19.0;L2;1b;0.3;7.5;18.9;16.36;14.12;0.16;0.17;0.0;0.08;11.57;
51;13;Fichte;100;1;2033;18.8673851521127;19.0;L2;1a;7.9;9.5;14.06;10.18;3.62;0.08;0.09;0.0;0.0;3.86;
52;13;Fichte;100;1;2033;18.8673851521127;19.0;Restholz 1;Restholz 1;17.5;1.5;3.43;1.83;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;13;Fichte;100;1;2033;18.8673851521127;19.0;;;;;;;;0.23;0.26;;;15.45;
#
53;14;Fichte;100;1;2033;21.1144338459809;21.0;L2;1b;0.3;10.5;21.2;17.51;14.13;0.25;0.28;0.0;0.07;18.74;
54;14;Fichte;100;1;2033;21.1144338459809;21.0;L2;1a;10.9;8.5;14.05;10.01;3.63;0.07;0.08;0.0;0.0;3.38;
55;14;Fichte;100;1;2033;21.1144338459809;21.0;Restholz 1;Restholz 1;19.5;1.5;3.43;1.82;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;14;Fichte;100;1;2033;21.1144338459809;21.0;;;;;;;;0.32;0.36;;;22.14;
#
56;15;Fichte;100;1;2033;14.2367823843344;15.0;L2;1a;0.3;14.0;14.2;10.01;1.69;0.11;0.12;0.0;0.0;5.5;
57;15;Fichte;100;1;2033;14.2367823843344;15.0;Restholz 1;Restholz 1;14.4;0.6;1.47;0.76;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;15;Fichte;100;1;2033;14.2367823843344;15.0;;;;;;;;0.11;0.12;;;5.5;
#
58;16;Fichte;100;1;2033;19.1433511261511;19.0;L2;1b;0.3;7.5;19.18;16.6;14.33;0.16;0.18;0.0;0.08;11.91;
59;16;Fichte;100;1;2033;19.1433511261511;19.0;L2;1a;7.9;10.0;14.26;10.07;2.64;0.08;0.09;0.0;0.0;4.0;
60;16;Fichte;100;1;2033;19.1433511261511;19.0;Restholz 1;Restholz 1;18.0;1.0;2.42;1.27;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;16;Fichte;100;1;2033;19.1433511261511;19.0;;;;;;;;0.24;0.27;;;15.91;
#
61;17;Fichte;100;1;2033;37.748140974722;31.0;L2;3a;0.3;14.0;38.24;30.04;25.78;1.03;1.13;0.0;0.38;124.67;
62;17;Fichte;100;1;2033;37.748140974722;31.0;L2;2a;14.4;7.0;25.7;22.4;18.12;0.27;0.31;0.0;0.1;27.74;
63;17;Fichte;100;1;2033;37.748140974722;31.0;L2;1a;21.5;9.0;17.98;10.91;1.31;0.09;0.11;0.0;0.0;4.7;
64;17;Fichte;100;1;2033;37.748140974722;31.0;Restholz 1;Restholz 1;30.6;0.4;1.06;0.53;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;17;Fichte;100;1;2033;37.748140974722;31.0;;;;;;;;1.39;1.55;;;157.1;
#
65;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;6;0.3;3.0;66.3;60.58;56.33;0.82;0.9;0.0;4.24;123.1;
66;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;5;3.4;6.0;56.09;50.9;48.27;1.21;1.32;0.0;2.97;173.47;
67;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;4;9.5;6.0;48.21;46.69;45.21;1.0;1.1;0.0;1.92;125.94;
68;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;4;15.6;6.0;45.16;43.09;40.15;0.84;0.94;0.0;1.04;106.84;
69;18;Fichte;100;1;2033;65.0317476936774;42.0;L2;3b;21.7;7.5;40.03;35.0;28.69;0.71;0.8;0.0;0.3;85.46;
70;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;2b;29.3;3.5;28.5;25.19;21.69;0.17;0.2;0.0;0.12;18.4;
71;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;1b;32.9;3.0;21.48;18.34;15.07;0.08;0.09;0.0;0.04;5.64;
72;18;Fichte;100;1;2033;65.0317476936774;42.0;L1;1a;36.0;4.0;14.84;10.25;5.34;0.03;0.04;0.0;0.0;1.73;
73;18;Fichte;100;1;2033;65.0317476936774;42.0;Restholz 1;Restholz 1;40.1;1.9;5.08;2.6;0.0;0.0;0.0;0.0;0.0;0.07;
#Summe:;18;Fichte;100;1;2033;65.0317476936774;42.0;;;;;;;;4.86;5.39;;;640.63;
#
74;19;Fichte;100;1;2033;63.6344838478338;42.0;L1;5;0.3;6.0;64.88;55.12;49.92;1.44;1.57;0.0;3.41;207.07;
75;19;Fichte;100;1;2033;63.6344838478338;42.0;L1;4;6.4;6.0;49.8;47.23;45.73;1.03;1.12;0.0;2.33;129.89;
76;19;Fichte;100;1;2033;63.6344838478338;42.0;L1;4;12.5;6.0;45.68;44.24;42.25;0.89;0.99;0.0;1.4;112.68;
77;19;Fichte;100;1;2033;63.6344838478338;42.0;L1;4;18.6;4.5;42.16;40.09;37.5;0.54;0.61;0.0;0.82;68.88;
78;19;Fichte;100;1;2033;63.6344838478338;42.0;L2;3a;23.2;9.5;37.37;30.25;21.42;0.68;0.78;0.0;0.12;82.13;
79;19;Fichte;100;1;2033;63.6344838478338;42.0;L1;1b;32.8;3.0;21.22;18.15;14.96;0.07;0.09;0.0;0.04;5.52;
80;19;Fichte;100;1;2033;63.6344838478338;42.0;L1;1a;35.9;4.0;14.74;10.26;5.47;0.03;0.04;0.0;0.0;1.72;
81;19;Fichte;100;1;2033;63.6344838478338;42.0;Restholz 1;Restholz 1;40.0;2.0;5.22;2.67;0.0;0.0;0.0;0.0;0.0;0.07;
#Summe:;19;Fichte;100;1;2033;63.6344838478338;42.0;;;;;;;;4.69;5.2;;;607.97;
#
82;20;Fichte;100;1;2033;38.0574760405072;31.0;L3;3a;0.3;15.0;38.56;30.01;25.15;1.1;1.21;0.0;0.33;133.02;
83;20;Fichte;100;1;2033;38.0574760405072;31.0;L1;2a;15.4;6.0;25.07;22.03;18.26;0.22;0.25;0.0;0.1;22.94;
84;20;Fichte;100;1;2033;38.0574760405072;31.0;L2;1a;21.5;9.0;18.13;11.0;1.32;0.1;0.11;0.0;0.0;4.77;
85;20;Fichte;100;1;2033;38.0574760405072;31.0;Restholz 1;Restholz 1;30.6;0.4;1.06;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;20;Fichte;100;1;2033;38.0574760405072;31.0;;;;;;;;1.42;1.57;;;160.73;
#
86;21;Fichte;100;1;2033;55.7903791098146;40.0;L1;5;0.3;4.5;56.83;50.09;45.89;0.87;0.95;0.0;2.75;125.44;
87;21;Fichte;100;1;2033;55.7903791098146;40.0;L1;4;4.9;6.0;45.75;42.7;41.03;0.84;0.92;0.0;1.87;106.6;
88;21;Fichte;100;1;2033;55.7903791098146;40.0;L1;4;11.0;4.0;40.98;40.08;39.08;0.48;0.53;0.0;1.35;60.75;
89;21;Fichte;100;1;2033;55.7903791098146;40.0;L3;3a;15.1;16.5;39.02;31.51;18.3;1.25;1.42;0.0;0.08;151.41;
90;21;Fichte;100;1;2033;55.7903791098146;40.0;L2;1a;31.7;8.0;18.12;10.12;0.78;0.08;0.09;0.0;0.0;3.86;
91;21;Fichte;100;1;2033;55.7903791098146;40.0;Restholz 1;Restholz 1;39.8;0.2;0.52;0.26;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;21;Fichte;100;1;2033;55.7903791098146;40.0;;;;;;;;3.52;3.91;;;448.07;
#
92;22;Fichte;100;1;2033;27.3602066867899;25.0;L1;2b;0.3;4.0;27.58;25.14;23.56;0.19;0.21;0.0;0.43;21.16;
93;22;Fichte;100;1;2033;27.3602066867899;25.0;L2;2a;4.4;8.5;23.49;21.04;18.02;0.29;0.32;0.0;0.13;29.78;
94;22;Fichte;100;1;2033;27.3602066867899;25.0;L1;1b;13.0;3.5;17.94;16.33;14.48;0.07;0.08;0.0;0.06;5.18;
95;22;Fichte;100;1;2033;27.3602066867899;25.0;L2;1a;16.6;6.5;14.37;10.16;4.47;0.05;0.06;0.0;0.0;2.7;
96;22;Fichte;100;1;2033;27.3602066867899;25.0;Restholz 1;Restholz 1;23.2;1.8;4.26;2.25;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;22;Fichte;100;1;2033;27.3602066867899;25.0;;;;;;;;0.61;0.67;;;58.87;
#
97;23;Fichte;100;1;2033;22.0164579086371;21.0;L1;2a;0.3;4.5;22.11;20.1;18.69;0.14;0.15;0.0;0.21;14.33;
98;23;Fichte;100;1;2033;22.0164579086371;21.0;L2;1b;4.9;6.5;18.63;16.68;14.23;0.14;0.15;0.0;0.07;10.23;
99;23;Fichte;100;1;2033;22.0164579086371;21.0;L2;1a;11.5;8.0;14.14;10.01;3.58;0.06;0.07;0.0;0.0;3.19;
100;23;Fichte;100;1;2033;22.0164579086371;21.0;Restholz 1;Restholz 1;19.6;1.4;3.36;1.78;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;23;Fichte;100;1;2033;22.0164579086371;21.0;;;;;;;;0.34;0.38;;;27.76;
#
101;24;Fichte;100;1;2033;58.8009388169625;41.0;L1;5;0.3;6.0;59.92;51.0;46.29;1.23;1.34;0.0;2.85;177.21;
102;24;Fichte;100;1;2033;58.8009388169625;41.0;L1;4;6.4;6.0;46.18;43.84;42.4;0.88;0.97;0.0;1.92;111.82;
103;24;Fichte;100;1;2033;58.8009388169625;41.0;L1;4;12.5;6.0;42.36;40.9;38.87;0.76;0.84;0.0;1.13;96.29;
104;24;Fichte;100;1;2033;58.8009388169625;41.0;L2;3b;18.6;7.5;38.79;35.04;29.97;0.7;0.8;0.0;0.4;85.17;
105;24;Fichte;100;1;2033;58.8009388169625;41.0;L1;2b;26.2;5.5;29.82;25.36;20.41;0.27;0.32;0.0;0.11;29.99;
106;24;Fichte;100;1;2033;58.8009388169625;41.0;L1;1b;31.8;3.0;20.22;17.33;14.31;0.07;0.08;0.0;0.04;5.03;
107;24;Fichte;100;1;2033;58.8009388169625;41.0;L1;1a;34.9;3.5;14.1;10.39;6.45;0.03;0.04;0.0;0.0;1.51;
108;24;Fichte;100;1;2033;58.8009388169625;41.0;Restholz 1;Restholz 1;38.5;2.5;6.21;3.2;0.0;0.0;0.0;0.0;0.0;0.13;
#Summe:;24;Fichte;100;1;2033;58.8009388169625;41.0;;;;;;;;3.96;4.39;;;507.16;
#
109;25;Fichte;100;1;2033;24.1252133907689;23.0;L2;2a;0.3;8.5;24.27;20.66;18.21;0.29;0.31;0.0;0.17;29.5;
110;25;Fichte;100;1;2033;24.1252133907689;23.0;L1;1b;8.9;5.0;18.15;16.38;14.2;0.1;0.11;0.0;0.06;7.53;
111;25;Fichte;100;1;2033;24.1252133907689;23.0;L2;1a;14.0;7.0;14.1;10.15;4.54;0.06;0.07;0.0;0.0;2.87;
112;25;Fichte;100;1;2033;24.1252133907689;23.0;Restholz 1;Restholz 1;21.1;1.9;4.35;2.32;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;25;Fichte;100;1;2033;24.1252133907689;23.0;;;;;;;;0.45;0.5;;;39.95;
#
113;26;Fichte;100;1;2033;48.4960141088691;37.0;L1;4;0.3;6.0;49.32;42.3;38.69;0.85;0.92;0.0;1.77;107.07;
114;26;Fichte;100;1;2033;48.4960141088691;37.0;L3;3a;6.4;21.5;38.61;32.26;18.67;1.66;1.85;0.0;0.09;200.34;
115;26;Fichte;100;1;2033;48.4960141088691;37.0;L2;1a;28.0;8.5;18.5;10.75;1.28;0.09;0.11;0.0;0.0;4.47;
116;26;Fichte;100;1;2033;48.4960141088691;37.0;Restholz 1;Restholz 1;36.6;0.4;1.03;0.52;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;26;Fichte;100;1;2033;48.4960141088691;37.0;;;;;;;;2.59;2.88;;;311.88;
#
117;27;Fichte;100;1;2033;62.2302212970148;42.0;L1;5;0.3;6.0;63.45;53.9;48.82;1.38;1.5;0.0;3.26;198.03;
118;27;Fichte;100;1;2033;62.2302212970148;42.0;L1;4;6.4;6.0;48.7;46.19;44.72;0.98;1.08;0.0;2.23;124.22;
119;27;Fichte;100;1;2033;62.2302212970148;42.0;L1;4;12.5;6.0;44.68;43.27;41.31;0.85;0.94;0.0;1.34;107.76;
120;27;Fichte;100;1;2033;62.2302212970148;42.0;L3;3a;18.6;15.5;41.23;32.14;18.16;1.25;1.42;0.0;0.07;150.65;
121;27;Fichte;100;1;2033;62.2302212970148;42.0;L2;1a;34.2;7.0;17.96;10.48;2.1;0.07;0.08;0.0;0.0;3.5;
122;27;Fichte;100;1;2033;62.2302212970148;42.0;Restholz 1;Restholz 1;41.3;0.7;1.84;0.93;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;27;Fichte;100;1;2033;62.2302212970148;42.0;;;;;;;;4.53;5.02;;;584.18;
#
123;28;Fichte;100;1;2033;48.0973635377485;36.0;L1;4;0.3;6.0;48.89;42.01;38.5;0.83;0.91;0.0;1.69;105.57;
124;28;Fichte;100;1;2033;48.0973635377485;36.0;L3;3a;6.4;21.0;38.42;31.95;18.24;1.59;1.77;0.0;0.08;192.26;
125;28;Fichte;100;1;2033;48.0973635377485;36.0;L2;1a;27.5;8.0;18.06;10.55;1.33;0.08;0.1;0.0;0.0;4.04;
126;28;Fichte;100;1;2033;48.0973635377485;36.0;Restholz 1;Restholz 1;35.6;0.4;1.07;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;28;Fichte;100;1;2033;48.0973635377485;36.0;;;;;;;;2.5;2.78;;;301.87;
#
127;29;Fichte;100;1;2033;30.8261968693508;27.0;L2;2b;0.3;12.5;31.13;25.05;21.11;0.63;0.69;0.0;0.22;70.55;
128;29;Fichte;100;1;2033;30.8261968693508;27.0;L2;1b;12.9;6.5;21.03;18.02;14.17;0.16;0.18;0.0;0.05;11.98;
129;29;Fichte;100;1;2033;30.8261968693508;27.0;L1;1a;19.5;5.0;14.04;10.37;5.84;0.04;0.05;0.0;0.0;2.13;
130;29;Fichte;100;1;2033;30.8261968693508;27.0;Restholz 1;Restholz 1;24.6;2.4;5.64;3.01;0.0;0.0;0.0;0.0;0.0;0.11;
#Summe:;29;Fichte;100;1;2033;30.8261968693508;27.0;;;;;;;;0.84;0.93;;;84.78;
#
131;30;Fichte;100;1;2033;17.6032774235281;18.0;L1;1b;0.3;5.5;17.62;15.79;14.22;0.11;0.12;0.0;0.09;7.8;
132;30;Fichte;100;1;2033;17.6032774235281;18.0;L2;1a;5.9;11.0;14.16;10.1;2.58;0.09;0.1;0.0;0.0;4.39;
133;30;Fichte;100;1;2033;17.6032774235281;18.0;Restholz 1;Restholz 1;17.0;1.0;2.37;1.24;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;30;Fichte;100;1;2033;17.6032774235281;18.0;;;;;;;;0.19;0.21;;;12.2;
#
134;31;�briges Laubolz;299;1;2033;19.8368568303659;17.0;L1;1b;0.3;6.0;20.49;17.56;15.58;0.14;0.15;0.0;0.09;7.23;
135;31;�briges Laubolz;299;1;2033;19.8368568303659;17.0;L1;1a;6.4;6.0;15.5;12.73;8.83;0.07;0.08;0.0;0.01;3.73;
136;31;�briges Laubolz;299;1;2033;19.8368568303659;17.0;Restholz 1;Restholz 1;12.5;4.5;8.68;4.91;0.0;0.01;0.01;0.0;0.0;0.5;
#Summe:;31;�briges Laubolz;299;1;2033;19.8368568303659;17.0;;;;;;;;0.23;0.25;;;11.47;
#
137;32;Buche;200;1;2033;27.3065939261541;16.0;L1;2b;0.3;4.0;28.31;25.13;23.17;0.19;0.21;0.0;0.22;9.68;
138;32;Buche;200;1;2033;27.3065939261541;16.0;L1;2a;4.4;5.5;23.07;20.09;15.77;0.17;0.18;0.0;0.05;8.42;
139;32;Buche;200;1;2033;27.3065939261541;16.0;L1;1a;10.0;5.0;15.59;10.32;3.46;0.04;0.05;0.0;0.0;2.21;
140;32;Buche;200;1;2033;27.3065939261541;16.0;Restholz 1;Restholz 1;15.1;0.9;3.14;1.63;0.0;0.0;0.0;0.0;0.0;0.01;
#Summe:;32;Buche;200;1;2033;27.3065939261541;16.0;;;;;;;;0.41;0.43;;;20.33;
#
141;33;Buche;200;1;2033;15.3181655013907;10.0;L1;1a;0.3;6.0;16.38;13.01;8.98;0.08;0.08;0.0;0.01;3.9;
142;33;Buche;200;1;2033;15.3181655013907;10.0;Restholz 1;Restholz 1;6.4;3.6;8.81;5.1;0.0;0.01;0.01;0.0;0.0;0.43;
#Summe:;33;Buche;200;1;2033;15.3181655013907;10.0;;;;;;;;0.09;0.09;;;4.33;
#
143;34;Buche;200;1;2033;19.7133813746389;12.0;L1;1b;0.3;6.0;20.82;17.07;13.53;0.14;0.14;0.0;0.03;6.79;
144;34;Buche;200;1;2033;19.7133813746389;12.0;L1;1a;6.4;3.5;13.38;10.25;6.33;0.03;0.03;0.0;0.0;1.43;
145;34;Buche;200;1;2033;19.7133813746389;12.0;Restholz 1;Restholz 1;10.0;2.0;6.08;3.32;0.0;0.0;0.0;0.0;0.0;0.11;
#Summe:;34;Buche;200;1;2033;19.7133813746389;12.0;;;;;;;;0.17;0.18;;;8.33;
#
146;35;Esche;202;1;2033;39.764887916252;27.0;L1;3b;0.3;6.0;40.1;36.0;33.31;0.6;0.64;0.0;0.82;47.62;
147;35;Esche;202;1;2033;39.764887916252;27.0;L1;3a;6.4;6.0;33.23;30.75;27.77;0.43;0.46;0.0;0.37;32.7;
148;35;Esche;202;1;2033;39.764887916252;27.0;L1;2b;12.5;4.0;27.66;25.24;22.45;0.19;0.21;0.0;0.16;9.6;
149;35;Esche;202;1;2033;39.764887916252;27.0;L1;1b;16.6;6.0;22.3;17.35;11.39;0.14;0.16;0.0;0.02;7.09;
150;35;Esche;202;1;2033;39.764887916252;27.0;Restholz 1;Restholz 1;22.7;4.3;11.17;6.06;0.0;0.02;0.02;0.0;0.0;0.76;
#Summe:;35;Esche;202;1;2033;39.764887916252;27.0;;;;;;;;1.38;1.48;;;97.76;
#
