#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
22;6;Tanne;101;2;2033;23.544882987432;14.0;L1;1a;9.0;4.5;14.44;10.62;2.72;0.04;0.04;0.0;0.0;1.93;
23;6;Tanne;101;2;2033;23.544882987432;14.0;Restholz 1;Restholz 1;13.6;0.4;2.21;1.14;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;6;Tanne;101;2;2033;23.544882987432;14.0;;;;;;;;0.28;0.32;;;23.23;
#
24;7;Tanne;101;2;2033;111.982898224527;42.0;L3;6;0.3;22.0;112.53;79.32;68.47;11.82;13.28;0.0;3.37;1554.45;
25;7;Tanne;101;2;2033;111.982898224527;42.0;L3;5;22.4;16.0;68.32;51.37;22.1;3.28;3.76;0.0;0.05;414.1;
26;7;Tanne;101;2;2033;111.982898224527;42.0;L1;1a;38.5;3.0;21.59;13.31;3.61;0.05;0.05;0.0;0.0;2.32;
27;7;Tanne;101;2;2033;111.982898224527;42.0;Restholz 1;Restholz 1;41.6;0.4;2.9;1.47;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;7;Tanne;101;2;2033;111.982898224527;42.0;;;;;;;;15.14;17.1;;;1970.87;
#
28;8;Tanne;101;2;2033;58.8519045102389;28.0;L2;5;0.3;8.5;57.95;50.11;45.54;1.69;1.89;0.0;1.6;193.07;
29;8;Tanne;101;2;2033;58.8519045102389;28.0;L2;4;8.9;9.5;45.44;40.25;33.35;1.18;1.34;0.0;0.38;131.8;
30;8;Tanne;101;2;2033;58.8519045102389;28.0;L1;3a;18.5;3.0;33.17;30.31;26.93;0.2;0.24;0.0;0.16;22.31;
31;8;Tanne;101;2;2033;58.8519045102389;28.0;Restholz 1;Restholz 1;21.6;6.4;26.68;16.57;0.0;0.15;0.18;0.0;0.0;7.5;
#Summe:;8;Tanne;101;2;2033;58.8519045102389;28.0;;;;;;;;3.22;3.64;;;354.68;
#
32;9;Fichte;100;2;2033;22.2369280472228;21.0;L1;2a;0.3;5.0;22.33;20.12;18.59;0.16;0.17;0.0;0.2;16.04;
33;9;Fichte;100;2;2033;22.2369280472228;21.0;L1;1b;5.4;6.0;18.53;16.68;14.37;0.13;0.14;0.0;0.07;9.42;
34;9;Fichte;100;2;2033;22.2369280472228;21.0;L2;1a;11.5;8.0;14.29;10.11;3.61;0.07;0.08;0.0;0.0;3.25;
35;9;Fichte;100;2;2033;22.2369280472228;21.0;Restholz 1;Restholz 1;19.6;1.4;3.4;1.8;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;9;Fichte;100;2;2033;22.2369280472228;21.0;;;;;;;;0.35;0.39;;;28.73;
#
36;10;Fichte;100;2;2033;32.6644918227739;28.0;L1;3a;0.3;3.5;33.02;30.25;28.41;0.24;0.26;0.0;0.73;28.21;
37;10;Fichte;100;2;2033;32.6644918227739;28.0;L2;2b;3.9;10.5;28.33;25.07;21.33;0.51;0.56;0.0;0.21;57.11;
38;10;Fichte;100;2;2033;32.6644918227739;28.0;L1;1b;14.5;6.0;21.24;18.18;14.39;0.15;0.17;0.0;0.05;11.26;
39;10;Fichte;100;2;2033;32.6644918227739;28.0;L1;1a;20.6;5.0;14.25;10.4;5.71;0.04;0.05;0.0;0.0;2.16;
40;10;Fichte;100;2;2033;32.6644918227739;28.0;Restholz 1;Restholz 1;25.7;2.3;5.5;2.92;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;10;Fichte;100;2;2033;32.6644918227739;28.0;;;;;;;;0.95;1.05;;;98.84;
#
41;11;Fichte;100;2;2033;54.3956374008979;39.0;L1;5;0.3;3.5;55.38;50.07;46.4;0.67;0.72;0.0;2.73;95.65;
42;11;Fichte;100;2;2033;54.3956374008979;39.0;L1;4;3.9;6.0;46.23;42.57;40.63;0.84;0.92;0.0;1.84;106.31;
43;11;Fichte;100;2;2033;54.3956374008979;39.0;L3;3b;10.0;18.0;40.58;35.05;23.02;1.65;1.85;0.0;0.17;199.85;
44;11;Fichte;100;2;2033;54.3956374008979;39.0;L1;1b;28.1;4.5;22.85;18.88;14.58;0.12;0.15;0.0;0.04;9.17;
45;11;Fichte;100;2;2033;54.3956374008979;39.0;L1;1a;32.7;4.0;14.38;10.25;5.76;0.03;0.04;0.0;0.0;1.7;
46;11;Fichte;100;2;2033;54.3956374008979;39.0;Restholz 1;Restholz 1;36.8;2.2;5.52;2.85;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;11;Fichte;100;2;2033;54.3956374008979;39.0;;;;;;;;3.32;3.68;;;412.78;
#
47;12;Fichte;100;2;2033;28.0464589052268;26.0;L1;2b;0.3;5.5;28.3;25.06;23.21;0.27;0.29;0.0;0.41;29.56;
48;12;Fichte;100;2;2033;28.0464589052268;26.0;L2;2a;5.9;7.5;23.15;21.08;18.42;0.26;0.28;0.0;0.14;26.27;
49;12;Fichte;100;2;2033;28.0464589052268;26.0;L1;1b;13.5;4.0;18.34;16.51;14.39;0.08;0.09;0.0;0.06;6.09;
50;12;Fichte;100;2;2033;28.0464589052268;26.0;L2;1a;17.6;6.5;14.27;10.02;4.37;0.05;0.06;0.0;0.0;2.64;
51;12;Fichte;100;2;2033;28.0464589052268;26.0;Restholz 1;Restholz 1;24.2;1.8;4.16;2.19;0.0;0.0;0.0;0.0;0.0;0.04;
#Summe:;12;Fichte;100;2;2033;28.0464589052268;26.0;;;;;;;;0.66;0.73;;;64.6;
#
52;13;Fichte;100;2;2033;49.3819365821495;37.0;L1;4;0.3;6.0;50.22;43.07;39.4;0.88;0.96;0.0;1.83;111.02;
53;13;Fichte;100;2;2033;49.3819365821495;37.0;L3;3b;6.4;15.0;39.31;35.11;28.51;1.41;1.56;0.0;0.39;170.74;
54;13;Fichte;100;2;2033;49.3819365821495;37.0;L1;2b;21.5;5.0;28.39;25.09;21.31;0.24;0.28;0.0;0.14;26.41;
55;13;Fichte;100;2;2033;49.3819365821495;37.0;L1;1b;26.6;4.0;21.15;17.8;14.17;0.1;0.11;0.0;0.04;7.18;
56;13;Fichte;100;2;2033;49.3819365821495;37.0;L1;1a;30.7;4.0;13.98;10.02;5.67;0.03;0.04;0.0;0.0;1.62;
57;13;Fichte;100;2;2033;49.3819365821495;37.0;Restholz 1;Restholz 1;34.8;2.2;5.44;2.82;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;13;Fichte;100;2;2033;49.3819365821495;37.0;;;;;;;;2.66;2.95;;;317.07;
#
58;14;Fichte;100;2;2033;45.730855507034;35.0;L1;4;0.3;6.0;46.45;40.0;36.72;0.76;0.82;0.0;1.48;95.66;
59;14;Fichte;100;2;2033;45.730855507034;35.0;L3;3a;6.4;19.5;36.64;30.73;18.7;1.37;1.53;0.0;0.09;166.17;
60;14;Fichte;100;2;2033;45.730855507034;35.0;L2;1a;26.0;8.5;18.54;10.91;1.32;0.09;0.11;0.0;0.0;4.56;
61;14;Fichte;100;2;2033;45.730855507034;35.0;Restholz 1;Restholz 1;34.6;0.4;1.06;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;14;Fichte;100;2;2033;45.730855507034;35.0;;;;;;;;2.22;2.46;;;266.39;
#
62;15;Fichte;100;2;2033;24.5310275993351;23.0;L2;2a;0.3;9.0;24.68;20.86;18.19;0.31;0.34;0.0;0.16;31.87;
63;15;Fichte;100;2;2033;24.5310275993351;23.0;L1;1b;9.4;4.5;18.12;16.45;14.44;0.09;0.1;0.0;0.06;6.82;
64;15;Fichte;100;2;2033;24.5310275993351;23.0;L2;1a;14.0;7.0;14.34;10.33;4.62;0.06;0.07;0.0;0.0;2.97;
65;15;Fichte;100;2;2033;24.5310275993351;23.0;Restholz 1;Restholz 1;21.1;1.9;4.42;2.36;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;15;Fichte;100;2;2033;24.5310275993351;23.0;;;;;;;;0.46;0.51;;;41.71;
#
66;16;Fichte;100;2;2033;24.7008209455707;23.0;L2;2a;0.3;9.0;24.85;21.0;18.31;0.31;0.34;0.0;0.16;32.32;
67;16;Fichte;100;2;2033;24.7008209455707;23.0;L1;1b;9.4;5.0;18.25;16.36;14.04;0.1;0.11;0.0;0.06;7.52;
68;16;Fichte;100;2;2033;24.7008209455707;23.0;L2;1a;14.5;6.5;13.93;10.06;4.65;0.05;0.06;0.0;0.0;2.62;
69;16;Fichte;100;2;2033;24.7008209455707;23.0;Restholz 1;Restholz 1;21.1;1.9;4.45;2.38;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;16;Fichte;100;2;2033;24.7008209455707;23.0;;;;;;;;0.47;0.52;;;42.5;
#
70;17;Fichte;100;2;2033;55.6051188098572;39.0;L1;5;0.3;4.0;56.61;50.56;46.6;0.78;0.85;0.0;2.76;112.46;
71;17;Fichte;100;2;2033;55.6051188098572;39.0;L1;4;4.4;6.0;46.44;43.1;41.28;0.86;0.94;0.0;1.86;108.75;
72;17;Fichte;100;2;2033;55.6051188098572;39.0;L1;4;10.5;5.0;41.23;40.02;38.61;0.6;0.67;0.0;1.22;76.49;
73;17;Fichte;100;2;2033;55.6051188098572;39.0;L3;3a;15.6;15.0;38.55;31.1;18.83;1.11;1.26;0.0;0.08;134.84;
74;17;Fichte;100;2;2033;55.6051188098572;39.0;L2;1a;30.7;8.0;18.64;10.47;0.81;0.08;0.1;0.0;0.0;4.11;
75;17;Fichte;100;2;2033;55.6051188098572;39.0;Restholz 1;Restholz 1;38.8;0.2;0.54;0.27;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;17;Fichte;100;2;2033;55.6051188098572;39.0;;;;;;;;3.44;3.82;;;436.66;
#
76;18;Fichte;100;2;2033;42.24215715411;34.0;L3;3a;0.3;22.0;42.88;31.29;21.5;1.72;1.9;0.0;0.17;208.07;
77;18;Fichte;100;2;2033;42.24215715411;34.0;L1;1b;22.4;4.5;21.36;18.18;14.63;0.11;0.13;0.0;0.04;8.44;
78;18;Fichte;100;2;2033;42.24215715411;34.0;L1;1a;27.0;4.5;14.46;10.46;5.93;0.04;0.05;0.0;0.0;1.98;
79;18;Fichte;100;2;2033;42.24215715411;34.0;Restholz 1;Restholz 1;31.6;2.4;5.71;2.98;0.0;0.0;0.0;0.0;0.0;0.11;
#Summe:;18;Fichte;100;2;2033;42.24215715411;34.0;;;;;;;;1.88;2.08;;;218.6;
#
80;19;Fichte;100;2;2033;30.5555803322166;27.0;L2;2b;0.3;11.5;30.86;25.11;21.68;0.58;0.64;0.0;0.25;65.27;
81;19;Fichte;100;2;2033;30.5555803322166;27.0;L1;2a;11.9;4.0;21.61;20.01;18.12;0.12;0.14;0.0;0.12;12.39;
82;19;Fichte;100;2;2033;30.5555803322166;27.0;L1;1b;16.0;3.0;18.02;16.38;14.56;0.06;0.07;0.0;0.05;4.43;
83;19;Fichte;100;2;2033;30.5555803322166;27.0;L1;1a;19.1;6.0;14.44;10.11;4.54;0.05;0.06;0.0;0.0;2.48;
84;19;Fichte;100;2;2033;30.5555803322166;27.0;Restholz 1;Restholz 1;25.2;1.8;4.33;2.27;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;19;Fichte;100;2;2033;30.5555803322166;27.0;;;;;;;;0.81;0.9;;;84.62;
#
85;20;Fichte;100;2;2033;42.5378401314845;34.0;L3;3a;0.3;22.0;43.18;31.51;21.65;1.74;1.92;0.0;0.17;211.0;
86;20;Fichte;100;2;2033;42.5378401314845;34.0;L1;1b;22.4;4.5;21.51;18.31;14.73;0.12;0.13;0.0;0.04;8.56;
87;20;Fichte;100;2;2033;42.5378401314845;34.0;L1;1a;27.0;5.0;14.56;10.06;4.86;0.04;0.05;0.0;0.0;2.07;
88;20;Fichte;100;2;2033;42.5378401314845;34.0;Restholz 1;Restholz 1;32.1;1.9;4.64;2.4;0.0;0.0;0.0;0.0;0.0;0.06;
#Summe:;20;Fichte;100;2;2033;42.5378401314845;34.0;;;;;;;;1.9;2.11;;;221.68;
#
89;21;Fichte;100;2;2033;38.0418588314662;31.0;L2;3a;0.3;14.5;38.54;30.14;25.57;1.07;1.18;0.0;0.36;129.82;
90;21;Fichte;100;2;2033;38.0418588314662;31.0;L2;2a;14.9;6.5;25.49;22.3;18.26;0.25;0.28;0.0;0.1;25.49;
91;21;Fichte;100;2;2033;38.0418588314662;31.0;L2;1a;21.5;9.0;18.12;11.0;1.32;0.1;0.11;0.0;0.0;4.77;
92;21;Fichte;100;2;2033;38.0418588314662;31.0;Restholz 1;Restholz 1;30.6;0.4;1.06;0.54;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;21;Fichte;100;2;2033;38.0418588314662;31.0;;;;;;;;1.42;1.57;;;160.09;
#
93;22;Fichte;100;2;2033;76.9093051870029;46.0;L1;6;0.3;6.0;78.54;66.28;59.51;2.09;2.27;0.0;5.35;311.8;
94;22;Fichte;100;2;2033;76.9093051870029;46.0;L1;5;6.4;6.0;59.35;56.0;54.3;1.45;1.58;0.0;3.83;207.99;
95;22;Fichte;100;2;2033;76.9093051870029;46.0;L1;5;12.5;6.0;54.25;53.01;51.42;1.28;1.41;0.0;2.49;183.99;
96;22;Fichte;100;2;2033;76.9093051870029;46.0;L1;5;18.6;3.5;51.35;50.05;48.41;0.65;0.73;0.0;1.78;93.61;
97;22;Fichte;100;2;2033;76.9093051870029;46.0;L1;4;22.2;6.0;48.31;44.65;40.01;0.91;1.03;0.0;0.83;115.12;
98;22;Fichte;100;2;2033;76.9093051870029;46.0;L2;3a;28.3;10.0;39.84;30.28;19.25;0.73;0.85;0.0;0.08;88.41;
99;22;Fichte;100;2;2033;76.9093051870029;46.0;L2;1a;38.4;7.5;19.02;10.06;0.28;0.08;0.09;0.0;0.0;3.76;
#Summe:;22;Fichte;100;2;2033;76.9093051870029;46.0;;;;;;;;7.18;7.96;;;1004.68;
#
100;23;Fichte;100;2;2033;44.4968921043165;35.0;L1;4;0.3;4.5;45.2;40.12;37.06;0.56;0.61;0.0;1.56;70.73;
101;23;Fichte;100;2;2033;44.4968921043165;35.0;L3;3a;4.9;21.0;36.96;30.48;18.2;1.46;1.62;0.0;0.09;176.07;
102;23;Fichte;100;2;2033;44.4968921043165;35.0;L2;1a;26.0;8.5;18.04;10.62;1.29;0.09;0.1;0.0;0.0;4.31;
103;23;Fichte;100;2;2033;44.4968921043165;35.0;Restholz 1;Restholz 1;34.6;0.4;1.03;0.52;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;23;Fichte;100;2;2033;44.4968921043165;35.0;;;;;;;;2.1;2.33;;;251.12;
#
104;24;Fichte;100;2;2033;24.3068665936735;23.0;L2;2a;0.3;9.0;24.46;20.67;18.02;0.3;0.33;0.0;0.16;31.29;
105;24;Fichte;100;2;2033;24.3068665936735;23.0;L1;1b;9.4;4.5;17.96;16.3;14.31;0.09;0.1;0.0;0.06;6.69;
106;24;Fichte;100;2;2033;24.3068665936735;23.0;L2;1a;14.0;7.0;14.21;10.23;4.58;0.06;0.07;0.0;0.0;2.92;
107;24;Fichte;100;2;2033;24.3068665936735;23.0;Restholz 1;Restholz 1;21.1;1.9;4.38;2.34;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;24;Fichte;100;2;2033;24.3068665936735;23.0;;;;;;;;0.45;0.5;;;40.95;
#
108;25;Fichte;100;2;2033;20.3285325704953;20.0;L2;1b;0.3;9.5;20.39;17.08;14.02;0.22;0.24;0.0;0.07;16.08;
109;25;Fichte;100;2;2033;20.3285325704953;20.0;L2;1a;9.9;8.5;13.95;10.02;3.69;0.07;0.08;0.0;0.0;3.37;
110;25;Fichte;100;2;2033;20.3285325704953;20.0;Restholz 1;Restholz 1;18.5;1.5;3.49;1.86;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;25;Fichte;100;2;2033;20.3285325704953;20.0;;;;;;;;0.29;0.32;;;19.47;
#
111;26;Fichte;100;2;2033;19.9164631598728;20.0;L2;1b;0.3;9.0;19.98;16.88;14.11;0.2;0.22;0.0;0.07;14.86;
112;26;Fichte;100;2;2033;19.9164631598728;20.0;L2;1a;9.4;9.0;14.03;10.08;3.62;0.07;0.08;0.0;0.0;3.61;
113;26;Fichte;100;2;2033;19.9164631598728;20.0;Restholz 1;Restholz 1;18.5;1.5;3.42;1.82;0.0;0.0;0.0;0.0;0.0;0.02;
#Summe:;26;Fichte;100;2;2033;19.9164631598728;20.0;;;;;;;;0.27;0.3;;;18.49;
#
114;27;Fichte;100;2;2033;30.373303714;27.0;L2;2b;0.3;11.0;30.67;25.11;21.9;0.56;0.61;0.0;0.26;62.38;
115;27;Fichte;100;2;2033;30.373303714;27.0;L1;2a;11.4;4.5;21.83;20.11;18.01;0.14;0.15;0.0;0.12;14.15;
116;27;Fichte;100;2;2033;30.373303714;27.0;L1;1b;16.0;3.0;17.91;16.29;14.48;0.06;0.07;0.0;0.05;4.38;
117;27;Fichte;100;2;2033;30.373303714;27.0;L1;1a;19.1;6.0;14.35;10.05;4.51;0.05;0.06;0.0;0.0;2.46;
118;27;Fichte;100;2;2033;30.373303714;27.0;Restholz 1;Restholz 1;25.2;1.8;4.3;2.26;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;27;Fichte;100;2;2033;30.373303714;27.0;;;;;;;;0.8;0.89;;;83.41;
#
119;28;Fichte;100;2;2033;23.1801982471005;22.0;L2;2a;0.3;7.0;23.3;20.3;18.26;0.23;0.25;0.0;0.18;23.25;
120;28;Fichte;100;2;2033;23.1801982471005;22.0;L1;1b;7.4;5.5;18.2;16.37;14.07;0.11;0.13;0.0;0.06;8.3;
121;28;Fichte;100;2;2033;23.1801982471005;22.0;L2;1a;13.0;7.0;13.98;10.14;4.59;0.06;0.07;0.0;0.0;2.85;
122;28;Fichte;100;2;2033;23.1801982471005;22.0;Restholz 1;Restholz 1;20.1;1.9;4.39;2.35;0.0;0.0;0.0;0.0;0.0;0.05;
#Summe:;28;Fichte;100;2;2033;23.1801982471005;22.0;;;;;;;;0.4;0.44;;;34.45;
#
123;29;Buche;200;2;2033;18.8399332453718;12.0;L1;1b;0.3;6.0;19.9;16.32;12.93;0.12;0.13;0.0;0.03;6.21;
124;29;Buche;200;2;2033;18.8399332453718;12.0;L1;1a;6.4;3.0;12.79;10.27;7.21;0.02;0.03;0.0;0.0;1.21;
125;29;Buche;200;2;2033;18.8399332453718;12.0;Restholz 1;Restholz 1;9.5;2.5;6.98;3.87;0.0;0.0;0.0;0.0;0.0;0.18;
#Summe:;29;Buche;200;2;2033;18.8399332453718;12.0;;;;;;;;0.15;0.16;;;7.59;
#
126;30;Buche;200;2;2033;51.6864033927361;25.0;L1;4;0.3;6.0;52.31;46.61;42.96;1.01;1.08;0.0;1.23;87.5;
127;30;Buche;200;2;2033;51.6864033927361;25.0;L1;4;6.4;4.5;42.85;40.23;37.18;0.55;0.58;0.0;0.65;47.48;
128;30;Buche;200;2;2033;51.6864033927361;25.0;L1;3a;11.0;6.0;37.03;31.91;25.49;0.47;0.5;0.0;0.16;31.47;
129;30;Buche;200;2;2033;51.6864033927361;25.0;L1;2a;17.1;4.0;25.25;20.16;14.35;0.13;0.14;0.0;0.02;6.3;
130;30;Buche;200;2;2033;51.6864033927361;25.0;Restholz 1;Restholz 1;21.2;3.8;14.03;7.6;0.0;0.02;0.02;0.0;0.0;1.06;
#Summe:;30;Buche;200;2;2033;51.6864033927361;25.0;;;;;;;;2.18;2.33;;;173.8;
#
131;31;Buche;200;2;2033;19.1909083729015;12.0;L1;1b;0.3;6.0;20.27;16.62;13.17;0.13;0.14;0.0;0.03;6.44;
132;31;Buche;200;2;2033;19.1909083729015;12.0;L1;1a;6.4;3.0;13.02;10.46;7.34;0.03;0.03;0.0;0.0;1.25;
133;31;Buche;200;2;2033;19.1909083729015;12.0;Restholz 1;Restholz 1;9.5;2.5;7.11;3.94;0.0;0.0;0.0;0.0;0.0;0.18;
#Summe:;31;Buche;200;2;2033;19.1909083729015;12.0;;;;;;;;0.16;0.17;;;7.88;
#
134;32;Buche;200;2;2033;55.1820632383234;26.0;L1;5;0.3;5.5;55.74;50.24;46.64;1.07;1.14;0.0;1.58;109.53;
135;32;Buche;200;2;2033;55.1820632383234;26.0;L1;4;5.9;6.0;46.52;42.96;38.71;0.84;0.89;0.0;0.69;72.89;
136;32;Buche;200;2;2033;55.1820632383234;26.0;L1;3b;12.0;4.0;38.55;35.06;31.0;0.37;0.4;0.0;0.3;27.47;
137;32;Buche;200;2;2033;55.1820632383234;26.0;L1;2b;16.1;4.5;30.78;25.48;19.38;0.22;0.25;0.0;0.06;11.25;
138;32;Buche;200;2;2033;55.1820632383234;26.0;L1;1a;20.7;5.0;19.08;11.07;1.32;0.06;0.06;0.0;0.0;2.79;
139;32;Buche;200;2;2033;55.1820632383234;26.0;Restholz 1;Restholz 1;25.8;0.2;0.89;0.45;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;32;Buche;200;2;2033;55.1820632383234;26.0;;;;;;;;2.57;2.75;;;223.93;
#
140;33;Tanne;101;3;2033;61.2696948633493;29.0;L2;5;0.3;11.5;60.45;50.2;44.38;2.32;2.61;0.0;1.33;265.91;
141;33;Tanne;101;3;2033;61.2696948633493;29.0;L2;4;11.9;7.0;44.27;40.11;34.81;0.86;0.98;0.0;0.44;95.91;
142;33;Tanne;101;3;2033;61.2696948633493;29.0;L1;3a;19.0;4.5;34.63;30.22;24.54;0.31;0.36;0.0;0.11;34.03;
143;33;Tanne;101;3;2033;61.2696948633493;29.0;Restholz 1;Restholz 1;23.6;5.4;24.24;14.56;0.0;0.1;0.12;0.0;0.0;5.03;
#Summe:;33;Tanne;101;3;2033;61.2696948633493;29.0;;;;;;;;3.6;4.06;;;400.89;
#
144;34;Tanne;101;3;2033;57.2396134699307;28.0;L2;5;0.3;6.5;56.36;50.06;46.26;1.27;1.43;0.0;1.83;145.48;
145;34;Tanne;101;3;2033;57.2396134699307;28.0;L2;4;6.9;12.0;46.16;40.03;31.56;1.48;1.67;0.0;0.32;164.99;
146;34;Tanne;101;3;2033;57.2396134699307;28.0;L1;2b;19.0;5.0;31.38;26.19;19.02;0.26;0.3;0.0;0.04;26.45;
147;34;Tanne;101;3;2033;57.2396134699307;28.0;L1;1a;24.1;3.5;18.68;11.71;2.5;0.04;0.05;0.0;0.0;2.06;
148;34;Tanne;101;3;2033;57.2396134699307;28.0;Restholz 1;Restholz 1;27.7;0.3;1.89;0.96;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;34;Tanne;101;3;2033;57.2396134699307;28.0;;;;;;;;3.06;3.45;;;338.98;
#
149;35;Tanne;101;3;2033;40.2825260481108;22.0;L2;3b;0.3;7.5;39.12;35.2;31.4;0.72;0.81;0.0;0.55;78.34;
150;35;Tanne;101;3;2033;40.2825260481108;22.0;L2;2b;7.9;9.5;31.29;25.97;18.01;0.49;0.56;0.0;0.05;49.78;
151;35;Tanne;101;3;2033;40.2825260481108;22.0;L1;1a;17.5;4.0;17.77;11.83;2.88;0.05;0.05;0.0;0.0;2.29;
152;35;Tanne;101;3;2033;40.2825260481108;22.0;Restholz 1;Restholz 1;21.6;0.4;2.33;1.19;0.0;0.0;0.0;0.0;0.0;0.0;
