#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
1895;553;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1896;553;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1897;553;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;553;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1898;554;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1899;554;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1900;554;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1901;554;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1902;554;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;554;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1903;555;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1904;555;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1905;555;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1906;555;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1907;555;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;555;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1908;556;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1909;556;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1910;556;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1911;556;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1912;556;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;556;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1913;557;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1914;557;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1915;557;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1916;557;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1917;557;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;557;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1918;558;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1919;558;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1920;558;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1921;558;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1922;558;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;558;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1923;559;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1924;559;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1925;559;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1926;559;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1927;559;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;559;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1928;560;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1929;560;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1930;560;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1931;560;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1932;560;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;560;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1933;561;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1934;561;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1935;561;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1936;561;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1937;561;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;561;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1938;562;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1939;562;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1940;562;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1941;562;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1942;562;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;562;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1943;563;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1944;563;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1945;563;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1946;563;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1947;563;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;563;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1948;564;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1949;564;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1950;564;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1951;564;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1952;564;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;564;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1953;565;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1954;565;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1955;565;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1956;565;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1957;565;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;565;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1958;566;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1959;566;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1960;566;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1961;566;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1962;566;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;566;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1963;567;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1964;567;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1965;567;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1966;567;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1967;567;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;567;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1968;568;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1969;568;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1970;568;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1971;568;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1972;568;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;568;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1973;569;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1974;569;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1975;569;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1976;569;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1977;569;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;569;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1978;570;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1979;570;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1980;570;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1981;570;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1982;570;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;570;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1983;571;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1984;571;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1985;571;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1986;571;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1987;571;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;571;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1988;572;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;0.3;6.0;26.71;22.99;21.18;0.25;0.31;0.0;0.39;28.25;
1989;572;L�rche;103;4;2113;28.2692746871106;29.0;L1;2a;6.4;5.5;21.14;20.01;18.76;0.17;0.2;0.0;0.21;18.91;
1990;572;L�rche;103;4;2113;28.2692746871106;29.0;L2;1b;12.0;6.5;18.71;16.68;14.01;0.14;0.17;0.0;0.06;9.39;
1991;572;L�rche;103;4;2113;28.2692746871106;29.0;L2;1a;18.6;7.5;13.91;10.06;5.14;0.06;0.08;0.0;0.0;3.65;
1992;572;L�rche;103;4;2113;28.2692746871106;29.0;Restholz 1;Restholz 1;26.2;2.8;4.99;2.69;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;572;L�rche;103;4;2113;28.2692746871106;29.0;;;;;;;;0.62;0.76;;;60.29;
#
1993;573;L�rche;103;4;2113;13.7044902767517;19.0;L2;1a;0.3;12.0;13.12;10.06;7.03;0.1;0.12;0.0;0.01;5.74;
1994;573;L�rche;103;4;2113;13.7044902767517;19.0;Restholz 1;Restholz 1;12.4;6.6;6.96;4.15;0.0;0.01;0.01;0.0;0.0;0.5;
#Summe:;573;L�rche;103;4;2113;13.7044902767517;19.0;;;;;;;;0.11;0.13;;;6.24;
#
1995;574;Ahorn;203;4;2113;9.0167707806082;9.0;Restholz 1;Restholz 1;0.3;8.7;9.71;6.42;0.0;0.03;0.03;0.0;0.0;1.4;
#Summe:;574;Ahorn;203;4;2113;9.0167707806082;9.0;;;;;;;;0.03;0.03;;;1.4;
#
1996;575;Ahorn;203;4;2113;9.0167707806082;9.0;Restholz 1;Restholz 1;0.3;8.7;9.71;6.42;0.0;0.03;0.03;0.0;0.0;1.4;
#Summe:;575;Ahorn;203;4;2113;9.0167707806082;9.0;;;;;;;;0.03;0.03;;;1.4;
#
1997;576;Buche;200;4;2113;14.4256111563401;10.0;L1;1a;0.3;6.0;15.43;12.25;8.46;0.07;0.07;0.0;0.01;3.46;
1998;576;Buche;200;4;2113;14.4256111563401;10.0;Restholz 1;Restholz 1;6.4;3.6;8.29;4.8;0.0;0.01;0.01;0.0;0.0;0.38;
#Summe:;576;Buche;200;4;2113;14.4256111563401;10.0;;;;;;;;0.08;0.08;;;3.84;
#
1999;577;Buche;200;4;2113;14.4256111563401;10.0;L1;1a;0.3;6.0;15.43;12.25;8.46;0.07;0.07;0.0;0.01;3.46;
2000;577;Buche;200;4;2113;14.4256111563401;10.0;Restholz 1;Restholz 1;6.4;3.6;8.29;4.8;0.0;0.01;0.01;0.0;0.0;0.38;
#Summe:;577;Buche;200;4;2113;14.4256111563401;10.0;;;;;;;;0.08;0.08;;;3.84;
#
2001;578;Buche;200;4;2113;14.4256111563401;10.0;L1;1a;0.3;6.0;15.43;12.25;8.46;0.07;0.07;0.0;0.01;3.46;
2002;578;Buche;200;4;2113;14.4256111563401;10.0;Restholz 1;Restholz 1;6.4;3.6;8.29;4.8;0.0;0.01;0.01;0.0;0.0;0.38;
#Summe:;578;Buche;200;4;2113;14.4256111563401;10.0;;;;;;;;0.08;0.08;;;3.84;
#
2003;579;Buche;200;4;2113;14.4256111563401;10.0;L1;1a;0.3;6.0;15.43;12.25;8.46;0.07;0.07;0.0;0.01;3.46;
2004;579;Buche;200;4;2113;14.4256111563401;10.0;Restholz 1;Restholz 1;6.4;3.6;8.29;4.8;0.0;0.01;0.01;0.0;0.0;0.38;
#Summe:;579;Buche;200;4;2113;14.4256111563401;10.0;;;;;;;;0.08;0.08;;;3.84;
#
2005;580;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;580;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2006;581;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;581;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2007;582;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;582;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2008;583;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;583;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2009;584;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;584;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2010;585;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;585;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2011;586;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;586;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2012;587;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;587;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2013;588;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;588;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2014;589;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;589;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2015;590;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;590;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2016;591;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;591;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2017;592;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;592;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2018;593;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;593;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2019;594;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;594;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2020;595;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;595;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2021;596;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;596;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2022;597;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;597;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2023;598;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;598;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2024;599;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;599;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2025;600;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;600;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2026;601;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;601;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2027;602;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;602;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2028;603;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;603;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2029;604;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;604;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2030;605;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
#Summe:;605;Buche;200;4;2113;8.9079691858054;7.0;;;;;;;;0.02;0.02;;;1.1;
#
2031;606;Buche;200;4;2113;8.9079691858054;7.0;Restholz 1;Restholz 1;0.3;6.7;9.78;6.46;0.0;0.02;0.02;0.0;0.0;1.1;
