fsID,area,HYBRID,ProtFor,fs_NatRes,fs_NatProt,BAU,WOOD,BIO,ds,Cluster_ID,ds_text,rst,SEmme,Above1000m,area_ha,age,elev,SHORTNAME
2833,19967,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.997,not_young,957.5,Entlebuch
2834,11585,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.158,not_young,1016.0,Rengg
2836,37121,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,3.712,not_young,1211.6,Rengg
2840,5000,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.5,not_young,1181.5,Finsterwald b. E.
2843,7978,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.798,not_young,1000.6,Finsterwald b. E.
2845,5300,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.53,not_young,1229.0,Finsterwald b. E.
2846,5750,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,0.575,not_young,991.7,Finsterwald b. E.
2847,9750,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.975,not_young,1111.9,Finsterwald b. E.
2849,7600,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.76,not_young,1006.5,Finsterwald b. E.
2852,6829,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.683,not_young,1152.2,Finsterwald b. E.
2864,6670,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.667,not_young,1106.0,Finsterwald b. E.
2866,6012,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.601,not_young,1072.8,Finsterwald b. E.
2929,5272,3,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.527,not_young,1052.2,Rengg
2944,9843,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.984,not_young,990.8,Rengg
2952,17794,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.779,not_young,1017.7,Rengg
2957,43748,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,4.375,not_young,942.0,Rengg
2968,5355,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.535,not_young,1006.0,Rengg
2976,10414,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.041,not_young,1010.9,Rengg
2979,7239,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_6,0,1,0.724,not_young,1007.3,Rengg
2986,19053,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.905,not_young,1054.9,Rengg
3003,12834,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.283,not_young,1094.8,Rengg
3008,7294,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.729,not_young,992.5,Rengg
3009,30324,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,3.032,not_young,1044.9,Rengg
3022,5196,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.52,not_young,1068.6,Rengg
3028,26689,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.669,not_young,969.3,Rengg
3045,9341,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.934,not_young,978.9,Rengg
3062,11089,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.109,not_young,1017.1,Rengg
3074,8417,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.842,not_young,1035.1,Rengg
3075,5808,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.581,not_young,982.1,Rengg
3082,7210,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.721,not_young,1005.3,Entlebuch
3085,6928,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.693,not_young,1006.6,Rengg
3101,5000,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.5,not_young,1021.2,Rengg
3114,12479,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.248,not_young,1000.8,Rengg
3145,5887,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.589,not_young,1006.5,Rengg
3149,12832,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.283,not_young,966.8,Rengg
3151,5650,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.565,not_young,1011.3,Rengg
3155,7660,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.766,not_young,1047.7,Rengg
3158,10092,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.009,not_young,1055.1,Rengg
3159,12525,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.252,not_young,1032.6,Rengg
3165,15092,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.509,not_young,1008.7,Rengg
3180,5400,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.54,not_young,995.1,Rengg
3190,8750,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.875,not_young,1016.1,Rengg
3194,7558,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.756,not_young,997.1,Rengg
3200,12405,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.24,not_young,986.4,Rengg
3204,9363,3,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.936,not_young,1134.4,Rengg
3205,7200,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.72,not_young,1079.6,Rengg
3207,13440,3,0,0,0,3,3,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,1.344,young,1018.7,Rengg
3208,6861,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.686,not_young,1037.8,Rengg
3210,7200,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.72,not_young,978.9,Rengg
3214,52213,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,5.221,not_young,971.5,Rengg
3215,11915,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.191,not_young,992.4,Rengg
3221,6947,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.695,not_young,1042.5,Rengg
3222,9250,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.925,not_young,1010.7,Rengg
3223,5610,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.561,not_young,1166.2,Rengg
3228,15550,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.555,not_young,1067.4,Rengg
3232,5750,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.575,not_young,1042.5,Rengg
3237,6950,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.695,not_young,998.6,Rengg
3238,36965,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.697,not_young,1075.7,Rengg
3241,9608,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.961,not_young,984.6,Entlebuch
3243,11150,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.115,not_young,1134.0,Rengg
3251,8722,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.872,not_young,1020.9,Rengg
3252,5336,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.534,not_young,1120.0,Rengg
3253,61138,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,6.114,not_young,1064.5,Rengg
3262,6767,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.677,not_young,1066.4,Rengg
3264,12930,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.293,not_young,1168.2,Rengg
3267,12290,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.229,not_young,1003.4,Rengg
3280,65334,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,6.533,not_young,983.1,Rengg
3281,9952,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.995,not_young,1071.3,Rengg
3282,9168,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.917,not_young,1010.7,Rengg
3290,42605,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,4.26,not_young,990.6,Rengg
3291,16454,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.645,not_young,1133.9,Rengg
3309,5888,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.589,not_young,1000.6,Rengg
3310,9763,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.976,not_young,1087.8,Rengg
3321,52290,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,5.229,not_young,1030.8,Rengg
3322,15276,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.528,not_young,1136.5,Rengg
3323,10286,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.029,not_young,1074.5,Rengg
3325,8344,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.834,not_young,1018.7,Entlebuch
3331,5772,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.577,not_young,1045.0,Rengg
3336,26960,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.696,not_young,996.3,Rengg
3345,7742,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.774,not_young,1030.8,Entlebuch
3351,16415,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.641,not_young,1010.9,Rengg
3352,6000,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.6,not_young,1082.1,Rengg
3361,8793,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.879,not_young,1028.9,Rengg
3369,7086,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.709,not_young,1025.7,Rengg
3371,6848,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.685,not_young,986.7,Rengg
3378,6250,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.625,not_young,1185.9,Rengg
3383,6900,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.69,not_young,1073.1,Finsterwald b. E.
3384,15212,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.521,not_young,979.0,Rengg
3388,6044,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.604,not_young,1012.1,Entlebuch
3398,12665,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.267,not_young,1223.1,Finsterwald b. E.
3399,56425,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,5.643,not_young,1121.7,Rengg
3414,14886,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.489,not_young,1167.2,Rengg
3427,8426,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.843,not_young,1104.1,Rengg
3429,6729,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.673,not_young,964.5,Finsterwald b. E.
3435,10141,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.014,not_young,1153.2,Rengg
3442,14450,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.445,not_young,1003.5,Finsterwald b. E.
3446,89437,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,8.944,not_young,1166.9,Finsterwald b. E.
3447,20300,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.03,not_young,1087.8,Finsterwald b. E.
3448,22992,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,2.299,not_young,954.2,Finsterwald b. E.
3451,14462,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.446,not_young,1126.4,Finsterwald b. E.
3464,5382,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,0.538,not_young,984.2,Entlebuch
3465,12200,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.22,not_young,1028.6,Finsterwald b. E.
3473,10025,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.003,not_young,1228.9,Finsterwald b. E.
3477,30053,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.005,not_young,1116.4,Rengg
3478,6500,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.65,not_young,1098.6,Finsterwald b. E.
3479,6750,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.675,not_young,1033.9,Finsterwald b. E.
3480,7050,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.705,not_young,983.2,Finsterwald b. E.
3485,5950,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.595,not_young,1157.4,Finsterwald b. E.
3486,16900,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.69,not_young,1064.9,Finsterwald b. E.
3491,5400,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.54,not_young,1206.2,Finsterwald b. E.
3494,7700,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.77,not_young,1049.9,Finsterwald b. E.
3495,5016,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.502,not_young,1164.8,Rengg
3499,5400,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.54,not_young,1133.2,Finsterwald b. E.
3504,14950,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.495,not_young,1186.0,Finsterwald b. E.
3508,6750,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.675,not_young,1076.5,Finsterwald b. E.
3509,24360,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.436,not_young,1164.3,Finsterwald b. E.
3512,6200,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.62,not_young,1101.3,Finsterwald b. E.
3517,21037,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.104,not_young,988.6,Finsterwald b. E.
3518,8350,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.835,not_young,1174.5,Finsterwald b. E.
3519,27550,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.755,not_young,1019.0,Finsterwald b. E.
3522,5000,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,0.5,not_young,985.8,Finsterwald b. E.
3530,6600,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.66,not_young,1140.1,Finsterwald b. E.
3534,56118,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,5.612,not_young,1087.5,Finsterwald b. E.
3536,5650,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.565,not_young,1064.7,Finsterwald b. E.
3538,20154,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,2.015,not_young,966.0,Finsterwald b. E.
3541,6200,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.62,not_young,1112.6,Finsterwald b. E.
3546,7916,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.792,not_young,999.6,Finsterwald b. E.
3547,5079,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.508,not_young,1008.9,Finsterwald b. E.
3548,5000,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.5,not_young,1141.9,Finsterwald b. E.
3549,13600,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.36,not_young,1127.2,Finsterwald b. E.
3552,9050,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.905,not_young,1139.7,Finsterwald b. E.
3554,10630,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.063,not_young,990.5,Finsterwald b. E.
3560,11952,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.195,not_young,965.7,Finsterwald b. E.
3567,9559,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.956,not_young,999.5,Finsterwald b. E.
3569,6961,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.696,not_young,1175.4,Finsterwald b. E.
3571,5892,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.589,not_young,1003.2,Finsterwald b. E.
3576,6800,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.68,not_young,1077.6,Finsterwald b. E.
3578,15899,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.59,not_young,984.4,Finsterwald b. E.
3581,16874,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.687,not_young,1243.0,Finsterwald b. E.
3583,100147,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,10.015,not_young,1261.7,Finsterwald b. E.
3584,13000,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,1.3,not_young,958.4,Finsterwald b. E.
3587,5489,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.549,not_young,1114.2,Finsterwald b. E.
3588,6550,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.655,not_young,1175.4,Finsterwald b. E.
3593,12149,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.215,not_young,1006.3,Finsterwald b. E.
3594,13250,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.325,not_young,1194.5,Finsterwald b. E.
3595,37373,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.737,not_young,1233.5,Finsterwald b. E.
3596,6708,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.671,not_young,1117.0,Finsterwald b. E.
3597,8706,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.871,not_young,1016.2,Finsterwald b. E.
3609,5444,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.544,not_young,1196.7,Finsterwald b. E.
3614,7901,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.79,not_young,1257.4,Finsterwald b. E.
3616,8700,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.87,not_young,1024.4,Finsterwald b. E.
3618,13364,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.336,not_young,1191.3,Finsterwald b. E.
3619,34851,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,3.485,not_young,1003.2,Finsterwald b. E.
3621,10800,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.08,not_young,1172.9,Finsterwald b. E.
3628,7500,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.75,not_young,1015.7,Finsterwald b. E.
3636,6051,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.605,not_young,1120.9,Finsterwald b. E.
3637,3058,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.306,not_young,1043.6,Finsterwald b. E.
3640,8775,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.878,not_young,1071.2,Finsterwald b. E.
3644,8700,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.87,not_young,1023.9,Finsterwald b. E.
3645,6905,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.691,not_young,1079.9,Finsterwald b. E.
3646,7253,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.725,not_young,1041.8,Finsterwald b. E.
3651,11450,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.145,not_young,1133.7,Finsterwald b. E.
3652,6186,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.619,not_young,1042.9,Finsterwald b. E.
3653,25074,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.507,not_young,1073.8,Finsterwald b. E.
3660,33550,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.355,not_young,1224.6,Finsterwald b. E.
3669,12917,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.292,not_young,997.8,Finsterwald b. E.
3672,6739,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.674,not_young,1128.1,Finsterwald b. E.
3678,11250,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.125,not_young,1125.5,Finsterwald b. E.
3682,7040,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.704,not_young,1244.0,Finsterwald b. E.
3683,31291,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,3.129,not_young,1052.2,Finsterwald b. E.
3685,9100,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.91,not_young,1164.9,Finsterwald b. E.
3686,5250,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.525,not_young,1159.4,Finsterwald b. E.
3688,7195,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.719,not_young,1172.7,Finsterwald b. E.
3691,13211,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.321,not_young,1183.4,Finsterwald b. E.
3693,149563,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,14.956,not_young,1099.0,Finsterwald b. E.
3694,7550,4,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.755,young,1145.5,Finsterwald b. E.
3695,8400,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.84,not_young,1075.1,Finsterwald b. E.
3696,7094,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.709,not_young,1083.8,Finsterwald b. E.
3705,5000,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.5,not_young,997.9,Finsterwald b. E.
3708,27720,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.772,not_young,1123.0,Finsterwald b. E.
3710,9585,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.959,not_young,1094.9,Finsterwald b. E.
3711,6750,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.675,not_young,1097.9,Finsterwald b. E.
3716,26200,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.62,not_young,1104.4,Finsterwald b. E.
3717,5759,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.576,not_young,1072.4,Finsterwald b. E.
3720,6191,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.619,not_young,1101.4,Finsterwald b. E.
3721,13959,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.396,not_young,1164.1,Finsterwald b. E.
3723,9800,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.98,not_young,1177.4,Finsterwald b. E.
3728,6100,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.61,not_young,1138.6,Finsterwald b. E.
3729,5350,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.535,not_young,1181.8,Finsterwald b. E.
3735,7750,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.775,not_young,1223.9,Finsterwald b. E.
3740,24600,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.46,not_young,1123.6,Finsterwald b. E.
