fsID,area,HYBRID,ProtFor,fs_NatRes,fs_NatProt,BAU,WOOD,BIO,ds,Cluster_ID,ds_text,rst,SEmme,Above1000m,area_ha,age,elev,SHORTNAME
7247,9877,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.988,not_young,1352.0,Wiggen
7248,18669,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.867,not_young,1074.9,Flühli LU
7249,5383,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.538,not_young,1304.0,Flühli LU
7250,5204,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.52,not_young,1303.2,Wiggen
7251,15063,2,1,0,1,2,2,2,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,1.506,young,1435.2,Wiggen
7252,10902,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.09,not_young,1115.7,Wiggen
7253,15797,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_8,0,1,1.58,not_young,1603.6,Flühli LU
7254,10527,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.053,not_young,1248.5,Flühli LU
7255,8907,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.891,not_young,1085.0,Wiggen
7256,6845,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.684,not_young,1314.6,Wiggen
7257,7872,2,1,0,1,2,2,2,ds1,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.787,young,1357.9,Wiggen
7258,28411,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.841,not_young,1339.0,Wiggen
7259,5600,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.56,not_young,1000.2,Flühli LU
7260,7600,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.76,not_young,1130.9,Marbach LU
7261,8121,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.812,not_young,1138.5,Wiggen
7262,6285,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.629,not_young,1067.8,Marbach LU
7263,13106,3,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,1.311,young,1385.6,Wiggen
7264,6550,3,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.655,not_young,1291.2,Wiggen
7266,13822,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.382,not_young,1140.1,Marbach LU
7267,5200,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.52,not_young,1260.1,Flühli LU
7268,13328,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.333,not_young,1063.4,Flühli LU
7269,8482,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.848,not_young,1045.0,Flühli LU
7270,5735,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.574,not_young,1148.4,Flühli LU
7271,11361,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.136,not_young,1094.1,Flühli LU
7272,45509,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,4.551,not_young,1003.7,Flühli LU
7273,32547,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.255,not_young,1038.2,Marbach LU
7274,8758,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.876,not_young,1189.6,Flühli LU
7275,6800,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.68,not_young,1317.8,Wiggen
7276,6291,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.629,not_young,1282.1,Flühli LU
7277,5839,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.584,not_young,1201.5,Flühli LU
7278,9450,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.945,not_young,1303.3,Flühli LU
7279,44247,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_8,0,1,4.425,not_young,1579.3,Flühli LU
7280,7009,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.701,not_young,1318.4,Wiggen
7281,11665,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.167,not_young,1227.1,Flühli LU
7282,6050,1,1,2,3,1,1,1,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.605,young,1258.4,Flühli LU
7285,7166,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.717,not_young,1260.0,Flühli LU
7286,5948,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.595,not_young,1383.8,Wiggen
7287,8500,1,1,2,3,1,1,1,ds3,,Stangenholz,Stangenholz_6,0,1,0.85,not_young,1301.2,Flühli LU
7288,5550,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.555,not_young,1102.7,Marbach LU
7289,6767,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.677,not_young,1285.5,Wiggen
7290,5617,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.562,not_young,1203.9,Flühli LU
7291,5760,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.576,not_young,1236.4,Flühli LU
7292,5796,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.58,not_young,1112.0,Flühli LU
7293,7626,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.763,not_young,1164.8,Flühli LU
7294,25643,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,2.564,not_young,1154.5,Flühli LU
7295,6490,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.649,not_young,1206.9,Flühli LU
7296,8344,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.834,not_young,1073.2,Flühli LU
7298,8627,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.863,not_young,1175.0,Marbach LU
7299,5669,3,0,0,0,3,3,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.567,young,1318.3,Flühli LU
7300,7459,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.746,not_young,1094.3,Flühli LU
7302,5480,4,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.548,young,1248.2,Wiggen
7303,5210,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.521,not_young,1195.9,Flühli LU
7305,35418,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_10,0,1,3.542,not_young,1535.4,Flühli LU
7306,9129,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.913,not_young,1037.8,Flühli LU
7307,5150,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.515,not_young,1165.1,Marbach LU
7308,10045,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.004,not_young,1282.8,Wiggen
7309,13468,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.347,not_young,1329.1,Flühli LU
7310,40784,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,4.078,not_young,1283.0,Wiggen
7311,6837,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.684,not_young,1092.3,Flühli LU
7312,8527,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.853,not_young,1206.0,Flühli LU
7313,38000,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.8,not_young,1056.6,Marbach LU
7314,5900,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.59,not_young,971.9,Marbach LU
7315,5300,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_13,0,1,0.53,not_young,1174.6,Flühli LU
7316,14350,4,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,1.435,young,1321.8,Wiggen
7317,9097,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,0.91,not_young,956.9,Marbach LU
7318,23783,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,2.378,not_young,1096.4,Wiggen
7319,12123,1,1,2,3,1,1,1,ds3,,Stangenholz,Stangenholz_13,0,1,1.212,not_young,1179.6,Flühli LU
7320,9993,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.999,not_young,1229.5,Wiggen
7321,7282,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.728,not_young,1346.4,Wiggen
7322,29790,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.979,not_young,1010.5,Flühli LU
7324,24162,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,2.416,not_young,1093.3,Flühli LU
7325,12115,1,0,2,2,1,1,1,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.212,not_young,1191.0,Flühli LU
7326,44958,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,4.496,not_young,1108.5,Marbach LU
7327,8630,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.863,not_young,1268.5,Wiggen
7328,26748,2,1,0,1,2,2,1,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.675,not_young,1151.7,Flühli LU
7329,10482,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.048,not_young,1101.3,Flühli LU
7330,5293,3,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.529,not_young,1338.1,Wiggen
7331,28569,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.857,not_young,1117.3,Flühli LU
7332,19101,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.91,not_young,1265.9,Wiggen
7333,6800,3,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.68,not_young,1296.3,Wiggen
7334,6646,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.665,not_young,1145.8,Flühli LU
7336,5850,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.585,not_young,1233.4,Flühli LU
7337,16630,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.663,not_young,1278.2,Flühli LU
7338,5000,3,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.5,not_young,1161.3,Marbach LU
7339,8512,1,1,2,3,1,1,1,ds3,,Stangenholz,Stangenholz_13,0,1,0.851,not_young,1180.0,Flühli LU
7340,7010,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.701,not_young,1154.7,Wiggen
7341,10237,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.024,not_young,1286.6,Wiggen
7342,9690,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.969,not_young,1312.8,Wiggen
7343,5160,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.516,not_young,1240.9,Wiggen
7344,69327,2,1,0,1,2,2,1,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,6.933,not_young,1239.6,Flühli LU
7345,25682,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.568,not_young,1161.7,Marbach LU
7346,26473,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.647,not_young,1275.7,Flühli LU
7347,6063,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.606,not_young,1077.1,Flühli LU
7348,18104,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.81,not_young,1239.5,Wiggen
7349,11456,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.146,not_young,1207.4,Flühli LU
7350,32859,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,3.286,not_young,1095.9,Marbach LU
7351,9692,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.969,not_young,1203.3,Marbach LU
7352,14900,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.49,not_young,1120.0,Flühli LU
7353,9215,2,1,0,1,2,2,1,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.921,not_young,1179.9,Flühli LU
7354,15000,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.5,not_young,1104.2,Marbach LU
7355,9783,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.978,not_young,1155.1,Marbach LU
7356,14799,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.48,not_young,1288.8,Wiggen
7357,5900,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.59,not_young,1106.4,Flühli LU
7358,15622,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.562,not_young,1312.3,Flühli LU
7359,10865,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.087,not_young,1065.5,Wiggen
7360,6850,4,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.685,young,1303.0,Wiggen
7361,5250,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.525,not_young,1102.8,Flühli LU
7362,12265,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.226,not_young,1307.3,Flühli LU
7363,10476,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.048,not_young,1200.3,Marbach LU
7365,14948,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,1.495,not_young,1175.1,Wiggen
7366,5186,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.519,not_young,1210.5,Wiggen
7367,5314,2,1,0,1,2,2,2,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.531,young,1280.8,Wiggen
7369,6700,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_6,0,1,0.67,not_young,1186.9,Flühli LU
7370,8170,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.817,not_young,1253.5,Marbach LU
7371,20204,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,2.02,not_young,1277.0,Wiggen
7373,7159,2,1,0,1,2,2,1,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.716,not_young,1091.4,Flühli LU
7374,5620,2,1,0,1,2,2,1,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.562,not_young,1068.6,Flühli LU
7375,6626,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.663,not_young,1220.5,Marbach LU
7376,13540,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.354,not_young,977.4,Marbach LU
7377,34784,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,3.478,not_young,1038.5,Flühli LU
7379,5150,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_6,0,1,0.515,not_young,1218.8,Flühli LU
7380,10400,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,1.04,not_young,1290.0,Flühli LU
7381,6043,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.604,not_young,1221.5,Wiggen
7382,6343,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.634,not_young,1206.3,Flühli LU
7383,5400,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_6,0,1,0.54,not_young,1256.4,Flühli LU
7384,5050,3,0,0,0,3,3,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.505,young,1060.7,Marbach LU
7386,5000,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.5,not_young,1250.0,Flühli LU
7387,13198,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.32,not_young,1315.8,Flühli LU
7389,6030,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.603,not_young,1362.4,Flühli LU
7390,12300,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.23,not_young,1282.6,Flühli LU
7391,10351,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.035,not_young,1255.6,Wiggen
7392,18276,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.828,not_young,1019.1,Marbach LU
7393,18560,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.856,not_young,1052.7,Flühli LU
7394,43377,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_8,0,1,4.338,not_young,1621.2,Flühli LU
7395,17457,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.746,not_young,1059.9,Wiggen
7396,7227,3,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.723,not_young,1187.5,Wiggen
7397,11692,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.169,not_young,1108.8,Flühli LU
7399,27028,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,2.703,not_young,944.2,Marbach LU
7400,8642,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.864,not_young,1246.8,Wiggen
7401,6190,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.619,not_young,1211.3,Flühli LU
7403,50735,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,5.074,not_young,1266.3,Wiggen
7405,5000,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.5,not_young,1133.5,Wiggen
7406,5838,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.584,not_young,1135.8,Flühli LU
7407,6300,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.63,not_young,1326.4,Wiggen
7408,6134,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.613,not_young,1133.0,Flühli LU
7410,11349,3,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,1.135,not_young,1236.7,Wiggen
7411,9446,2,1,0,1,2,2,2,ds1,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.945,young,1333.0,Wiggen
7413,5711,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.571,not_young,1006.9,Flühli LU
7414,9322,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.932,not_young,1017.4,Flühli LU
7415,5300,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.53,not_young,1254.8,Flühli LU
7416,5211,3,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.521,young,1243.2,Wiggen
7417,6926,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.693,not_young,1227.8,Wiggen
7418,5200,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.52,not_young,1274.2,Wiggen
7419,6564,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.656,not_young,1234.5,Marbach LU
7420,16198,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.62,not_young,1208.5,Wiggen
7421,6640,4,0,0,0,3,4,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.664,not_young,1276.9,Wiggen
7422,40980,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,4.098,not_young,1127.1,Marbach LU
7423,7900,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.79,not_young,1272.9,Flühli LU
7424,11500,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.15,not_young,1104.0,Marbach LU
7425,5759,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.576,not_young,1234.7,Marbach LU
7426,5020,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.502,not_young,1219.7,Wiggen
7428,9950,2,1,0,1,2,2,1,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.995,not_young,1119.3,Flühli LU
7429,6196,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.62,not_young,967.1,Flühli LU
7431,12866,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,1.287,not_young,1071.8,Flühli LU
7432,5350,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.535,not_young,1139.0,Flühli LU
7433,17753,4,0,0,0,3,4,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,1.775,young,1272.7,Wiggen
7434,5725,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.572,not_young,1262.3,Wiggen
7435,5465,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.547,not_young,987.8,Flühli LU
7436,6364,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_6,0,1,0.636,not_young,995.4,Flühli LU
7437,7950,2,1,0,1,2,2,2,ds3,,Stangenholz,Stangenholz_6,0,1,0.795,not_young,1214.0,Flühli LU
7439,5352,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.535,not_young,1220.1,Wiggen
7440,5166,4,0,0,0,3,4,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.517,not_young,1216.7,Wiggen
7441,21450,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,2.145,not_young,1275.0,Wiggen
7442,7030,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.703,not_young,1207.2,Flühli LU
7443,6500,1,1,2,3,1,1,1,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.65,not_young,1163.4,Flühli LU
7444,6802,1,0,2,2,1,1,1,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.68,not_young,1229.3,Flühli LU
7445,5251,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.525,not_young,1059.1,Flühli LU
7446,10726,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,1.073,not_young,1055.4,Wiggen
7447,7833,1,1,2,3,1,1,1,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.783,not_young,1213.7,Flühli LU
7448,16223,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,1.622,not_young,1044.5,Flühli LU
7449,5300,3,0,0,0,3,3,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.53,young,1203.5,Wiggen
7450,8347,4,0,0,0,3,4,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.835,not_young,1169.4,Wiggen
7451,8700,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.87,not_young,1106.9,Marbach LU
7452,58422,3,0,0,0,3,3,3,ds6,,Starkes Baumholz,Starkes Baumholz_10,0,1,5.842,not_young,1546.2,Flühli LU
7454,5151,3,0,0,0,3,3,3,ds2,,Jungwuchs/Dickung,Jungwuchs/Dickung_6,0,1,0.515,young,1349.0,Wiggen
7455,22589,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,2.259,not_young,1228.2,Wiggen
7456,8203,2,1,0,1,2,2,2,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.82,not_young,1020.6,Flühli LU
7457,11949,3,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,1.195,not_young,1176.4,Wiggen
7458,5150,3,0,0,0,3,3,3,ds3,,Stangenholz,Stangenholz_6,0,1,0.515,not_young,1215.1,Wiggen
7459,7676,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.768,not_young,1236.0,Flühli LU
7460,5336,3,0,0,0,3,3,3,ds5,,Mittleres Baumholz,Mittleres Baumholz_6,0,1,0.534,not_young,1126.1,Marbach LU
7461,7123,2,1,0,1,2,2,2,ds6,,Starkes Baumholz,Starkes Baumholz_13,0,1,0.712,not_young,995.4,Wiggen
7462,5634,2,1,0,1,2,2,2,ds5,,Mittleres Baumholz,Mittleres Baumholz_13,0,1,0.563,not_young,1043.2,Wiggen
7463,6361,3,0,0,0,3,3,3,ds4,,Schwaches Baumholz,Schwaches Baumholz_6,0,1,0.636,not_young,1381.7,Flühli LU
7464,7450,4,0,0,0,3,4,3,ds6,,Starkes Baumholz,Starkes Baumholz_6,0,1,0.745,not_young,1059.0,Marbach LU
