#ID;Baumart;Baumart-Code;Beschrieb;Aufnahme-Datum;BHD;D7m;SchaftLaenge_m
68;Fichte;100;25;2017;1.2104213708105145;0;2.666397108689402
69;Ahorn;203;25;2017;1.3609375407231052;0;2.495105105968896
70;Ubrige Laubholzer;299;25;2017;1.3177812780585192;0;3.035657944240255
71;Ubrige Nadelholzer;199;25;2017;1.3126551229714722;0;3.062099067920667
72;Fichte;100;36;2017;41.635689656967344;0;33.044212610735
73;Fichte;100;40;2017;26.54810480312078;0;24.25539494214206
74;Fichte;100;40;2017;18.70192926011934;0;18.598116346771402
75;Fichte;100;40;2017;51.706925803583005;0;37.89029638985006
76;Fichte;100;40;2017;40.21732567746288;0;32.398060190637494
77;Fichte;100;40;2017;18.279277777005984;0;18.275566241264027
78;Fichte;100;40;2017;27.8524606909242;0;25.107166026213854
79;Fichte;100;40;2017;35.155032181930395;0;29.61808883859708
80;Fichte;100;40;2017;26.02799742438783;0;23.918893348265485
81;Fichte;100;40;2017;21.960505874126905;0;21.05067534939433
82;Ubrige Laubholzer;299;42;2017;1.1898393532679103;0;2.7533646857273255
83;Fichte;100;53;2017;16.402094617438514;0;16.792450621672234
84;Fichte;100;53;2017;38.11862937981114;0;31.36264159106314
85;Fichte;100;53;2017;22.27048163527628;0;21.291596772259645
86;Fichte;100;53;2017;9.030421853129289;0;10.425607943184074
87;Fichte;100;53;2017;39.54837230055597;0;32.12419935433572
88;Fichte;100;53;2017;40.642738141955824;0;32.64858631670044
89;Fichte;100;53;2017;41.009416081615385;0;32.79261253739367
90;Fichte;100;53;2017;39.74136587485264;0;32.20328242793545
91;Fichte;100;53;2017;44.674220287690666;0;34.596725059448794
92;Fichte;100;53;2017;14.392859081107158;0;15.140572019169856
93;Fichte;100;55;2017;16.75363263393128;0;17.026817727006634
94;Fichte;100;67;2017;22.05861657560179;0;21.01095141818963
95;Ubrige Laubholzer;299;76;2017;1.5220858055992257;0;3.296108429576057
96;Fichte;100;91;2017;1.3665941436563318;0;2.8316564534524353
97;Ubrige Laubholzer;299;91;2017;1.2909598887562623;0;3.003149193177236
98;Ubrige Laubholzer;299;91;2017;1.4550710780401874;0;3.2406347846883614
99;Ubrige Laubholzer;299;91;2017;1.3742512256160744;0;2.959905988606579
100;Ubrige Laubholzer;299;91;2017;1.2192655717015315;0;2.637790333599167
101;Ubrige Nadelholzer;199;91;2017;1.286090193346135;0;3.0286099521261782
102;Foehre;102;113;2017;1.5915544554489005;0;3.0406781609924463
103;Fichte;100;115;2017;1.4809241187065103;0;2.960193855395064
104;Ahorn;203;117;2017;1.245349415830293;0;2.4016096239464666
105;Ubrige Laubholzer;299;117;2017;1.3502891854471994;0;2.9331849306125948
106;Fichte;100;118;2017;1.2843373872407753;0;2.744670492924854
