#ID;Baumart;Baumart-Code;Beschrieb;Aufnahme-Datum;BHD;D7m;SchaftLaenge_m
382;Ahorn;203;88;2021;1.5731369441107643;0;2.6820617270601987
383;Foehre;102;91;2021;1.737045875195658;0;3.1970221513358426
384;Ubrige Laubholzer;299;91;2021;1.7357278989984488;0;3.5272673672984984
385;Ubrige Laubholzer;299;91;2021;1.7357278989984488;0;3.5272673672984984
386;Fichte;100;94;2021;21.4619964835239;0;20.75354371591792
387;Ahorn;203;96;2021;1.534887456266057;0;2.646100527616694
388;Ubrige Laubholzer;299;96;2021;1.406705599997784;0;3.00696599864182
389;Ubrige Laubholzer;299;96;2021;1.4277978355503165;0;3.0285292753302433
390;Ubrige Laubholzer;299;96;2021;1.4277978355503165;0;3.0285292753302433
391;Fichte;100;107;2021;55.86617002188913;0;39.60827560434098
392;Ahorn;203;113;2021;1.6529550861103128;0;2.7602249421490233
393;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
394;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
395;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
396;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
397;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
398;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
399;Ubrige Laubholzer;299;117;2021;1.434573541961281;0;2.863504236873365
400;Ubrige Laubholzer;299;118;2021;1.5336766236811126;0;3.164382097757704
401;Ubrige Laubholzer;299;118;2021;1.5336766236811126;0;3.164382097757704
402;Ubrige Laubholzer;299;121;2021;1.3522950511168843;0;2.9473092995471406
403;Fichte;100;126;2021;1.947149036277322;0;3.477149339187237
404;Ubrige Laubholzer;299;126;2021;1.409147691550192;0;3.0170398030702046
405;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
406;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
407;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
408;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
409;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
410;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
411;Ubrige Laubholzer;299;126;2021;1.4075693559801463;0;2.835659745820381
412;Ubrige Laubholzer;299;129;2021;1.6505828813646244;0;3.28253706527551
413;Ubrige Laubholzer;299;129;2021;1.5348705336944293;0;3.1564363399551594
414;Ubrige Laubholzer;299;129;2021;1.0972902907213522;0;2.649780932895813
415;Ubrige Laubholzer;299;129;2021;1.2431069751786774;0;2.8143229096444844
