area_ha,id,alt_zone,ds,rst_code,dev_stage,rst,priv,for_res,BAU,BIO,WOOD,HYBRID,fsID,age
2.551090294176273,9738.0,13.0,ds2,ds2_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,1.0,1.0,1.0,1.0,1.0,3600,young
0.629321155397897,9739.0,13.0,ds2,ds2_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,4.0,4.0,3601,young
1.862601449155342,9740.0,13.0,ds2,ds2_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,3.0,3.0,3602,young
0.786477942263219,9741.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,4.0,3.0,3603,not_young
0.557681897794545,9744.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3604,not_young
0.962781610266888,9747.0,13.0,ds1,ds1_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,3.0,3.0,3605,young
0.515684338496299,9748.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3606,not_young
2.455623752616812,9750.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3607,not_young
0.850255233077515,9751.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,1.0,1.0,1.0,3.0,3.0,3608,not_young
0.98473064747313,9752.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3609,not_young
0.901783995918222,9753.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3610,not_young
1.208530071584112,9754.0,13.0,ds1,ds1_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,4.0,3.0,3611,young
2.695764367811592,9755.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,0.0,3.0,3.0,4.0,3.0,3612,not_young
1.435087064646813,9756.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3613,not_young
