area_ha,alt_zone,type,age,BAU,HYBRID,WOOD,NONE,BIO,fsID,ds,rst,distance,elev,SHORTNAME
2.9,12,prot_no_nat,not_young,2,2,2,0,2,1601,Schwaches Baumholz,Schwaches Baumholz_12,,1486.5,Segnas
6.1,8,prot_no_nat,not_young,2,2,2,0,2,1602,Mittleres Baumholz,Mittleres Baumholz_8,,1717.8,Disentis/Mustér
2.0,12,prot_no_nat,not_young,2,2,2,0,2,1603,Starkes Baumholz,Starkes Baumholz_12,,1544.4,Platta
3.5,8,prot_no_nat,not_young,2,2,2,0,2,1604,Mittleres Baumholz,Mittleres Baumholz_8,,1703.5,Curaglia
2.4,11,prot_no_nat,not_young,2,2,2,0,2,1605,Schwaches Baumholz,Schwaches Baumholz_11,,1259.8,Disentis/Mustér
5.0,8,prot_no_nat,not_young,2,2,2,0,2,1606,Mittleres Baumholz,Mittleres Baumholz_8,,1828.6,Sedrun
1.5,8,prot_no_nat,not_young,2,2,2,0,2,1607,Mittleres Baumholz,Mittleres Baumholz_8,,1466.2,Sedrun
4.4,8,prot_no_nat,not_young,2,2,2,0,2,1608,Mittleres Baumholz,Mittleres Baumholz_8,,1669.8,Segnas
1.0,8,prot_no_nat,not_young,2,2,2,0,2,1609,Starkes Baumholz,Starkes Baumholz_8,,1643.8,Platta
2.5,11,prot_no_nat,not_young,2,2,2,0,2,1610,Starkes Baumholz,Starkes Baumholz_11,,1558.1,Disentis/Mustér
5.8,8,prot_no_nat,not_young,2,2,2,0,2,1611,Starkes Baumholz,Starkes Baumholz_8,,1746.6,Platta
1.9,11,prot_no_nat,not_young,2,2,2,0,2,1612,Schwaches Baumholz,Schwaches Baumholz_11,,1142.7,Mumpé Medel
1.7,11,prot_no_nat,not_young,2,2,2,0,2,1613,Stangenholz,Stangenholz_11,,1125.6,Disentis/Mustér
1.8,11,prot_no_nat,not_young,2,2,2,0,2,1614,Stangenholz,Stangenholz_11,,1413.6,Cavardiras
1.0,12,prot_no_nat,not_young,2,2,2,0,2,1615,Stangenholz,Stangenholz_12,,1543.6,Sedrun
1.9,5,prot_no_nat,not_young,2,2,2,0,2,1616,Schwaches Baumholz,Schwaches Baumholz_5,,2015.8,Platta
1.3,12,prot_no_nat,not_young,2,2,2,0,2,1617,Schwaches Baumholz,Schwaches Baumholz_12,,1547.5,Segnas
1.6,8,prot_no_nat,not_young,2,2,2,0,2,1618,Mittleres Baumholz,Mittleres Baumholz_8,,1718.8,Disentis/Mustér
2.1,12,prot_no_nat,not_young,2,2,2,0,2,1619,Starkes Baumholz,Starkes Baumholz_12,,1576.8,Curaglia
3.2,11,prot_no_nat,not_young,2,2,2,0,2,1620,Stangenholz,Stangenholz_11,,1194.6,Cavardiras
3.6,8,prot_no_nat,not_young,2,2,2,0,2,1621,Mittleres Baumholz,Mittleres Baumholz_8,,1729.4,Segnas
3.4,12,prot_no_nat,not_young,2,2,2,0,2,1622,Mittleres Baumholz,Mittleres Baumholz_12,,1621.9,Disentis/Mustér
3.1,12,prot_no_nat,not_young,2,2,2,0,2,1623,Stangenholz,Stangenholz_12,,1294.0,Curaglia
6.6,12,prot_no_nat,not_young,1,2,2,0,2,1624,Stangenholz,Stangenholz_12,,1257.6,Sedrun
3.1,8,prot_no_nat,not_young,2,2,2,0,2,1625,Mittleres Baumholz,Mittleres Baumholz_8,,1669.5,Segnas
0.8,8,prot_no_nat,not_young,2,2,2,0,2,1626,Mittleres Baumholz,Mittleres Baumholz_8,,1793.1,Sedrun
12.7,8,prot_no_nat,not_young,2,2,2,0,2,1627,Mittleres Baumholz,Mittleres Baumholz_8,,1620.9,Segnas
1.1,12,prot_no_nat,not_young,2,2,2,0,2,1628,Mittleres Baumholz,Mittleres Baumholz_12,,1465.8,Sedrun
1.3,11,prot_no_nat,not_young,2,2,2,0,2,1629,Mittleres Baumholz,Mittleres Baumholz_11,,1106.6,Disentis/Mustér
8.4,8,prot_no_nat,not_young,2,2,2,0,2,1630,Starkes Baumholz,Starkes Baumholz_8,,1767.8,Curaglia
1.2,12,prot_no_nat,not_young,2,2,2,0,2,1631,Mittleres Baumholz,Mittleres Baumholz_12,,1593.4,Platta
1.0,12,prot_no_nat,not_young,2,2,2,0,2,1632,Starkes Baumholz,Starkes Baumholz_12,,1622.9,Curaglia
0.5,12,prot_no_nat,not_young,2,2,2,0,2,1633,Schwaches Baumholz,Schwaches Baumholz_12,,1643.5,Platta
1.3,8,prot_no_nat,not_young,2,2,2,0,2,1634,Mittleres Baumholz,Mittleres Baumholz_8,,1613.6,Platta
3.9,12,prot_no_nat,not_young,2,2,2,0,2,1635,Starkes Baumholz,Starkes Baumholz_12,,1516.3,Sedrun
1.5,11,prot_no_nat,not_young,2,2,2,0,2,1636,Stangenholz,Stangenholz_11,,1034.8,Cavardiras
3.4,11,prot_no_nat,not_young,2,2,2,0,2,1637,Mittleres Baumholz,Mittleres Baumholz_11,,1485.5,Disentis/Mustér
3.5,12,prot_no_nat,not_young,2,2,2,0,2,1638,Mittleres Baumholz,Mittleres Baumholz_12,,1428.0,Segnas
8.9,12,prot_no_nat,not_young,2,2,2,0,2,1639,Mittleres Baumholz,Mittleres Baumholz_12,,1536.1,Disentis/Mustér
3.5,8,prot_no_nat,not_young,2,2,2,0,2,1640,Mittleres Baumholz,Mittleres Baumholz_8,,1743.4,Platta
6.0,11,prot_no_nat,not_young,2,2,2,0,2,1641,Mittleres Baumholz,Mittleres Baumholz_11,,1574.4,Disentis/Mustér
1.8,8,prot_no_nat,not_young,2,2,2,0,2,1642,Stangenholz,Stangenholz_8,,1703.0,Disentis/Mustér
0.5,8,res_prot,not_young,2,2,2,0,2,1643,Mittleres Baumholz,Mittleres Baumholz_8,,1754.3,Sedrun
1.0,11,prot_no_nat,not_young,2,2,2,0,2,1644,Mittleres Baumholz,Mittleres Baumholz_11,,1210.5,Mumpé Medel
2.2,8,prot_no_nat,not_young,2,2,2,0,2,1645,Mittleres Baumholz,Mittleres Baumholz_8,,1847.5,Segnas
1.9,8,prot_no_nat,not_young,2,2,2,0,2,1646,Stangenholz,Stangenholz_8,,1687.5,Rueras
5.3,11,prot_no_nat,not_young,2,2,2,0,2,1647,Mittleres Baumholz,Mittleres Baumholz_11,,1442.0,Segnas
6.5,12,prot_no_nat,not_young,2,2,2,0,2,1648,Mittleres Baumholz,Mittleres Baumholz_12,,1480.5,Segnas
0.9,11,prot_no_nat,not_young,2,2,2,0,2,1649,Mittleres Baumholz,Mittleres Baumholz_11,,1541.8,Disentis/Mustér
0.6,12,prot_no_nat,not_young,2,2,2,0,2,1650,Stangenholz,Stangenholz_12,,1536.1,Platta
3.0,12,prot_no_nat,not_young,2,2,2,0,2,1651,Mittleres Baumholz,Mittleres Baumholz_12,,1520.8,Sedrun
4.7,8,prot_no_nat,not_young,2,2,2,0,2,1652,Stangenholz,Stangenholz_8,,1713.8,Cavardiras
3.5,11,prot_no_nat,not_young,2,2,2,0,2,1653,Mittleres Baumholz,Mittleres Baumholz_11,,1439.1,Disentis/Mustér
3.6,8,prot_no_nat,not_young,2,2,2,0,2,1654,Mittleres Baumholz,Mittleres Baumholz_8,,1719.7,Sedrun
1.3,12,prot_no_nat,not_young,2,2,2,0,2,1655,Stangenholz,Stangenholz_12,,1223.3,Mumpé Medel
1.8,11,prot_no_nat,not_young,2,2,2,0,2,1656,Schwaches Baumholz,Schwaches Baumholz_11,,1274.4,Disentis/Mustér
1.2,12,prot_no_nat,not_young,2,2,2,0,2,1657,Mittleres Baumholz,Mittleres Baumholz_12,,1544.7,Disentis/Mustér
5.3,8,prot_no_nat,not_young,2,2,2,0,2,1658,Starkes Baumholz,Starkes Baumholz_8,,1657.4,Sedrun
1.1,12,prot_no_nat,not_young,2,2,2,0,2,1659,Starkes Baumholz,Starkes Baumholz_12,,1572.5,Segnas
1.9,12,prot_no_nat,not_young,2,2,2,0,2,1660,Stangenholz,Stangenholz_12,,1692.1,Platta
1.7,11,prot_no_nat,not_young,2,2,2,0,2,1661,Schwaches Baumholz,Schwaches Baumholz_11,,1350.3,Disentis/Mustér
5.5,12,prot_no_nat,not_young,2,2,2,0,2,1662,Starkes Baumholz,Starkes Baumholz_12,,1578.9,Curaglia
1.1,8,prot_no_nat,not_young,2,2,2,0,2,1663,Schwaches Baumholz,Schwaches Baumholz_8,,1875.8,Platta
1.2,11,prot_no_nat,not_young,2,2,2,0,2,1664,Stangenholz,Stangenholz_11,,1416.9,Segnas
2.8,8,prot_no_nat,not_young,2,2,2,0,2,1665,Mittleres Baumholz,Mittleres Baumholz_8,,1707.6,Segnas
1.9,11,prot_no_nat,not_young,2,2,2,0,2,1666,Stangenholz,Stangenholz_11,,1179.6,Mumpé Medel
9.2,8,prot_no_nat,not_young,2,2,2,0,2,1667,Mittleres Baumholz,Mittleres Baumholz_8,,1885.5,Disentis/Mustér
2.3,8,prot_no_nat,not_young,2,2,2,0,2,1668,Mittleres Baumholz,Mittleres Baumholz_8,,1846.1,Disentis/Mustér
12.5,8,prot_no_nat,not_young,2,2,2,0,2,1669,Mittleres Baumholz,Mittleres Baumholz_8,,1727.1,Cavardiras
3.4,11,prot_no_nat,not_young,2,2,2,0,2,1670,Mittleres Baumholz,Mittleres Baumholz_11,,1167.0,Disentis/Mustér
2.2,12,prot_no_nat,not_young,2,2,2,0,2,1671,Schwaches Baumholz,Schwaches Baumholz_12,,1639.8,Curaglia
1.6,11,prot_no_nat,not_young,2,2,2,0,2,1672,Mittleres Baumholz,Mittleres Baumholz_11,,1581.5,Segnas
1.3,12,prot_no_nat,not_young,2,2,2,0,2,1673,Mittleres Baumholz,Mittleres Baumholz_12,,1533.7,Sedrun
1.4,12,prot_no_nat,not_young,2,2,2,0,2,1674,Stangenholz,Stangenholz_12,,1530.9,Platta
0.6,8,prot_no_nat,not_young,2,2,2,0,2,1675,Mittleres Baumholz,Mittleres Baumholz_8,,1704.3,Sedrun
3.0,11,prot_no_nat,not_young,2,2,2,0,2,1676,Mittleres Baumholz,Mittleres Baumholz_11,,1327.0,Disentis/Mustér
2.6,12,prot_no_nat,not_young,2,2,2,0,2,1677,Mittleres Baumholz,Mittleres Baumholz_12,,1353.1,Sedrun
4.0,12,prot_no_nat,not_young,2,2,2,0,2,1678,Mittleres Baumholz,Mittleres Baumholz_12,,1539.6,Platta
0.6,12,prot_no_nat,not_young,2,2,2,0,2,1679,Schwaches Baumholz,Schwaches Baumholz_12,,1516.6,Sedrun
0.8,11,prot_no_nat,not_young,2,2,2,0,2,1680,Stangenholz,Stangenholz_11,,1258.9,Cavardiras
3.3,11,prot_no_nat,not_young,2,2,2,0,2,1681,Schwaches Baumholz,Schwaches Baumholz_11,,1414.3,Disentis/Mustér
1.2,8,prot_no_nat,not_young,2,2,2,0,2,1682,Schwaches Baumholz,Schwaches Baumholz_8,,1652.6,Disentis/Mustér
2.4,12,prot_no_nat,not_young,2,2,2,0,2,1683,Stangenholz,Stangenholz_12,,1492.4,Platta
2.2,8,prot_no_nat,not_young,2,2,2,0,2,1684,Stangenholz,Stangenholz_8,,1613.0,Rueras
0.5,12,prot_no_nat,not_young,2,2,2,0,2,1685,Mittleres Baumholz,Mittleres Baumholz_12,,1463.6,Rueras
1.4,11,prot_no_nat,not_young,2,2,2,0,2,1686,Stangenholz,Stangenholz_11,,1419.2,Segnas
2.7,8,prot_no_nat,not_young,2,2,2,0,2,1687,Stangenholz,Stangenholz_8,,1812.2,Rueras
3.8,11,prot_no_nat,not_young,2,2,2,0,2,1688,Mittleres Baumholz,Mittleres Baumholz_11,,1479.7,Disentis/Mustér
3.5,11,prot_no_nat,not_young,2,2,2,0,2,1689,Schwaches Baumholz,Schwaches Baumholz_11,,1056.6,Disentis/Mustér
1.0,12,prot_no_nat,not_young,2,2,2,0,2,1690,Stangenholz,Stangenholz_12,,1431.8,Curaglia
2.9,11,prot_no_nat,not_young,2,2,2,0,2,1691,Stangenholz,Stangenholz_11,,1440.9,Cavardiras
1.5,12,prot_no_nat,not_young,2,2,2,0,2,1692,Schwaches Baumholz,Schwaches Baumholz_12,,1591.1,Curaglia
1.9,11,prot_no_nat,not_young,2,2,2,0,2,1693,Starkes Baumholz,Starkes Baumholz_11,,1142.3,Disentis/Mustér
0.7,12,prot_no_nat,not_young,2,2,2,0,2,1694,Stangenholz,Stangenholz_12,,1506.9,Segnas
1.7,11,prot_no_nat,not_young,2,2,2,0,2,1695,Schwaches Baumholz,Schwaches Baumholz_11,,975.4,Disentis/Mustér
1.2,8,prot_no_nat,not_young,2,2,2,0,2,1696,Mittleres Baumholz,Mittleres Baumholz_8,,1883.7,Sedrun
3.5,8,prot_no_nat,not_young,2,2,2,0,2,1697,Stangenholz,Stangenholz_8,,1655.4,Rueras
0.5,12,prot_no_nat,not_young,2,2,2,0,2,1698,Stangenholz,Stangenholz_12,,1398.9,Sedrun
1.9,12,prot_no_nat,not_young,2,2,2,0,2,1699,Mittleres Baumholz,Mittleres Baumholz_12,,1668.9,Curaglia
0.8,8,prot_no_nat,not_young,2,2,2,0,2,1700,Mittleres Baumholz,Mittleres Baumholz_8,,1680.6,Sedrun
3.0,11,prot_no_nat,not_young,2,2,2,0,2,1701,Mittleres Baumholz,Mittleres Baumholz_11,,1325.6,Obersaxen
3.5,12,prot_no_nat,not_young,2,2,2,0,2,1702,Starkes Baumholz,Starkes Baumholz_12,,1337.5,Breil/Brigels
0.7,12,prot_no_nat,not_young,2,2,2,0,2,1703,Stangenholz,Stangenholz_12,,1577.3,Breil/Brigels
8.4,8,prot_no_nat,not_young,2,2,2,0,2,1704,Stangenholz,Stangenholz_8,,1713.0,Breil/Brigels
1.7,12,prot_no_nat,not_young,2,2,2,0,2,1705,Stangenholz,Stangenholz_12,,1479.0,Breil/Brigels
1.2,12,prot_no_nat,not_young,2,2,2,0,2,1706,Stangenholz,Stangenholz_12,,1477.0,Breil/Brigels
8.3,8,res_prot,not_young,2,2,2,0,2,1707,Mittleres Baumholz,Mittleres Baumholz_8,,1838.5,Breil/Brigels
2.8,12,prot_no_nat,not_young,2,2,2,0,2,1708,Starkes Baumholz,Starkes Baumholz_12,,1540.2,Breil/Brigels
3.2,12,prot_no_nat,not_young,2,2,2,0,2,1709,Starkes Baumholz,Starkes Baumholz_12,,1646.6,Breil/Brigels
9.9,8,prot_no_nat,not_young,2,2,2,0,2,1710,Mittleres Baumholz,Mittleres Baumholz_8,,1646.4,Breil/Brigels
6.9,12,prot_no_nat,not_young,2,2,2,0,2,1711,Mittleres Baumholz,Mittleres Baumholz_12,,1542.2,Breil/Brigels
1.2,12,prot_no_nat,not_young,2,2,2,0,2,1712,Mittleres Baumholz,Mittleres Baumholz_12,,1315.6,Breil/Brigels
1.3,11,prot_no_nat,not_young,2,2,2,0,2,1713,Mittleres Baumholz,Mittleres Baumholz_11,,1034.5,Obersaxen
1.1,11,prot_no_nat,not_young,2,2,2,0,2,1714,Starkes Baumholz,Starkes Baumholz_11,,1124.3,Obersaxen
4.1,11,prot_no_nat,not_young,2,2,2,0,2,1715,Stangenholz,Stangenholz_11,,1150.5,Obersaxen
6.5,11,prot_no_nat,not_young,2,2,2,0,2,1716,Schwaches Baumholz,Schwaches Baumholz_11,,1271.2,Obersaxen
2.7,11,prot_no_nat,not_young,2,2,2,0,2,1717,Schwaches Baumholz,Schwaches Baumholz_11,,1278.0,Obersaxen
4.1,11,prot_no_nat,not_young,2,2,2,0,2,1718,Starkes Baumholz,Starkes Baumholz_11,,1283.6,Obersaxen
1.9,11,prot_no_nat,not_young,2,2,2,0,2,1719,Mittleres Baumholz,Mittleres Baumholz_11,,1200.3,Obersaxen
1.7,11,prot_no_nat,not_young,2,2,2,0,2,1720,Schwaches Baumholz,Schwaches Baumholz_11,,805.1,Tavanasa
1.1,11,prot_no_nat,not_young,2,2,2,0,2,1721,Schwaches Baumholz,Schwaches Baumholz_11,,832.2,Tavanasa
6.9,8,prot_no_nat,not_young,2,2,2,0,2,1722,Mittleres Baumholz,Mittleres Baumholz_8,,1683.6,Breil/Brigels
7.5,11,prot_no_nat,not_young,2,2,2,0,2,1723,Stangenholz,Stangenholz_11,,1310.3,Breil/Brigels
3.8,11,prot_no_nat,not_young,2,2,2,0,2,1724,Schwaches Baumholz,Schwaches Baumholz_11,,1243.9,Dardin
5.8,11,prot_no_nat,not_young,2,2,2,0,2,1725,Stangenholz,Stangenholz_11,,1404.7,Breil/Brigels
1.3,8,prot_no_nat,not_young,2,2,2,0,2,1726,Mittleres Baumholz,Mittleres Baumholz_8,,1738.5,Breil/Brigels
11.1,11,prot_no_nat,not_young,2,2,2,0,2,1727,Starkes Baumholz,Starkes Baumholz_11,,1158.0,Breil/Brigels
32.8,11,prot_no_nat,not_young,2,2,2,0,2,1728,Starkes Baumholz,Starkes Baumholz_11,,1026.9,Tavanasa
1.3,11,prot_no_nat,not_young,2,2,2,0,2,1729,Stangenholz,Stangenholz_11,,1483.6,Dardin
3.4,11,prot_no_nat,not_young,2,2,2,0,2,1730,Stangenholz,Stangenholz_11,,1085.1,Dardin
3.2,11,prot_no_nat,not_young,2,2,2,0,2,1731,Starkes Baumholz,Starkes Baumholz_11,,875.8999999999999,Danis
1.0,12,prot_no_nat,not_young,2,2,2,0,2,1732,Stangenholz,Stangenholz_12,,1472.1,Breil/Brigels
0.5,12,prot_no_nat,not_young,2,2,2,0,2,1733,Stangenholz,Stangenholz_12,,1357.0,Breil/Brigels
5.2,12,prot_no_nat,not_young,2,2,2,0,2,1734,Schwaches Baumholz,Schwaches Baumholz_12,,1364.6,Breil/Brigels
1.3,12,prot_no_nat,not_young,2,2,2,0,2,1735,Stangenholz,Stangenholz_12,,1442.1,Breil/Brigels
1.3,11,prot_no_nat,not_young,2,2,2,0,2,1736,Schwaches Baumholz,Schwaches Baumholz_11,,974.0,Tavanasa
2.6,11,prot_no_nat,not_young,2,2,2,0,2,1737,Mittleres Baumholz,Mittleres Baumholz_11,,1490.5,Dardin
5.1,11,prot_no_nat,not_young,2,2,2,0,2,1738,Starkes Baumholz,Starkes Baumholz_11,,1096.8,Tavanasa
2.4,11,prot_no_nat,not_young,2,2,2,0,2,1739,Mittleres Baumholz,Mittleres Baumholz_11,,1163.2,Dardin
8.8,11,prot_no_nat,not_young,2,2,2,0,2,1740,Schwaches Baumholz,Schwaches Baumholz_11,,1194.7,Dardin
4.2,11,prot_no_nat,not_young,2,2,2,0,2,1741,Schwaches Baumholz,Schwaches Baumholz_11,,1063.2,Tavanasa
15.0,11,prot_no_nat,not_young,2,2,2,0,2,1742,Starkes Baumholz,Starkes Baumholz_11,,927.5,Tavanasa
2.2,11,prot_no_nat,not_young,2,2,2,0,2,1743,Schwaches Baumholz,Schwaches Baumholz_11,,927.2,Tavanasa
10.6,11,prot_no_nat,not_young,2,2,2,0,2,1744,Schwaches Baumholz,Schwaches Baumholz_11,,1024.9,Tavanasa
8.4,11,prot_no_nat,not_young,2,2,2,0,2,1745,Starkes Baumholz,Starkes Baumholz_11,,834.5,Tavanasa
2.8,11,prot_no_nat,not_young,2,2,2,0,2,1746,Stangenholz,Stangenholz_11,,916.0,Tavanasa
3.1,11,prot_no_nat,not_young,2,2,2,0,2,1747,Schwaches Baumholz,Schwaches Baumholz_11,,1097.2,Danis
2.8,11,prot_no_nat,not_young,1,2,2,0,2,1748,Stangenholz,Stangenholz_11,,757.2,Tavanasa
1.2,11,prot_no_nat,not_young,2,2,2,0,2,1749,Schwaches Baumholz,Schwaches Baumholz_11,,800.1,Tavanasa
10.8,11,prot_no_nat,not_young,2,2,2,0,2,1750,Schwaches Baumholz,Schwaches Baumholz_11,,824.5,Tavanasa
12.2,11,prot_no_nat,not_young,2,2,2,0,2,1751,Schwaches Baumholz,Schwaches Baumholz_11,,908.9,Danis
5.7,11,prot_no_nat,not_young,2,2,2,0,2,1752,Schwaches Baumholz,Schwaches Baumholz_11,,824.8999999999999,Tavanasa
5.1,11,prot_no_nat,not_young,2,2,2,0,2,1753,Starkes Baumholz,Starkes Baumholz_11,,834.7,Tavanasa
7.0,11,prot_no_nat,not_young,2,2,2,0,2,1754,Mittleres Baumholz,Mittleres Baumholz_11,,1198.5,Dardin
1.1,11,prot_no_nat,not_young,2,2,2,0,2,1755,Stangenholz,Stangenholz_11,,905.2,Danis
6.0,11,prot_no_nat,not_young,2,2,2,0,2,1756,Schwaches Baumholz,Schwaches Baumholz_11,,803.2999999999998,Tavanasa
4.9,11,prot_no_nat,not_young,2,2,2,0,2,1757,Stangenholz,Stangenholz_11,,922.5,Danis
1.1,11,prot_no_nat,not_young,2,2,2,0,2,1758,Stangenholz,Stangenholz_11,,903.6,Danis
3.6,11,prot_no_nat,not_young,2,2,2,0,2,1759,Stangenholz,Stangenholz_11,,850.3999999999999,Danis
2.3,11,prot_no_nat,not_young,2,2,2,0,2,1760,Stangenholz,Stangenholz_11,,1130.8,Dardin
0.5,11,prot_no_nat,not_young,2,2,2,0,2,1761,Starkes Baumholz,Starkes Baumholz_11,,966.3,Danis
0.9,11,prot_no_nat,not_young,2,2,2,0,2,1762,Stangenholz,Stangenholz_11,,954.1,Danis
7.6,11,prot_no_nat,not_young,2,2,2,0,2,1763,Stangenholz,Stangenholz_11,,1093.1,Danis
1.7,11,prot_no_nat,not_young,2,2,2,0,2,1764,Stangenholz,Stangenholz_11,,977.3,Dardin
8.1,11,prot_no_nat,not_young,2,2,2,0,2,1765,Schwaches Baumholz,Schwaches Baumholz_11,,973.5,Dardin
3.7,11,prot_no_nat,not_young,2,2,2,0,2,1766,Schwaches Baumholz,Schwaches Baumholz_11,,984.3,Dardin
0.8,11,prot_no_nat,not_young,2,2,2,0,2,1767,Stangenholz,Stangenholz_11,,1229.8,Obersaxen
3.8,11,prot_no_nat,not_young,2,2,2,0,2,1768,Starkes Baumholz,Starkes Baumholz_11,,906.4,Tavanasa
7.4,11,prot_no_nat,not_young,2,2,2,0,2,1769,Schwaches Baumholz,Schwaches Baumholz_11,,875.1,Tavanasa
6.4,11,prot_no_nat,not_young,2,2,2,0,2,1770,Starkes Baumholz,Starkes Baumholz_11,,1017.2,Tavanasa
5.6,11,prot_no_nat,not_young,2,2,2,0,2,1771,Starkes Baumholz,Starkes Baumholz_11,,857.1,Tavanasa
3.2,11,prot_no_nat,not_young,2,2,2,0,2,1772,Stangenholz,Stangenholz_11,,927.5,Tavanasa
1.1,11,prot_no_nat,not_young,2,2,2,0,2,1773,Stangenholz,Stangenholz_11,,841.6,Tavanasa
4.1,11,prot_no_nat,not_young,2,2,2,0,2,1774,Mittleres Baumholz,Mittleres Baumholz_11,,1058.4,Tavanasa
1.9,11,prot_no_nat,not_young,2,2,2,0,2,1775,Starkes Baumholz,Starkes Baumholz_11,,1062.2,Tavanasa
3.6,11,prot_no_nat,not_young,2,2,2,0,2,1776,Stangenholz,Stangenholz_11,,866.3999999999999,Tavanasa
0.7,11,prot_no_nat,not_young,2,2,2,0,2,1777,Starkes Baumholz,Starkes Baumholz_11,,1034.8,Tavanasa
1.8,11,prot_no_nat,not_young,2,2,2,0,2,1778,Starkes Baumholz,Starkes Baumholz_11,,935.2,Tavanasa
2.1,11,prot_no_nat,not_young,2,2,2,0,2,1779,Schwaches Baumholz,Schwaches Baumholz_11,,943.0,Obersaxen
24.4,11,prot_no_nat,not_young,2,2,2,0,2,1780,Starkes Baumholz,Starkes Baumholz_11,,940.2,Obersaxen
3.0,11,prot_no_nat,not_young,2,2,2,0,2,1781,Starkes Baumholz,Starkes Baumholz_11,,956.4,Obersaxen
2.0,11,prot_no_nat,not_young,2,2,2,0,2,1782,Schwaches Baumholz,Schwaches Baumholz_11,,1025.3,Obersaxen
1.6,11,prot_no_nat,not_young,2,2,2,0,2,1783,Stangenholz,Stangenholz_11,,986.3,Obersaxen
5.8,11,prot_no_nat,not_young,2,2,2,0,2,1784,Schwaches Baumholz,Schwaches Baumholz_11,,1090.5,Obersaxen
2.8,11,prot_no_nat,not_young,2,2,2,0,2,1785,Schwaches Baumholz,Schwaches Baumholz_11,,1079.5,Obersaxen
0.7,11,prot_no_nat,not_young,2,2,2,0,2,1786,Starkes Baumholz,Starkes Baumholz_11,,989.0,Obersaxen
11.6,8,prot_no_nat,not_young,2,2,2,0,2,1787,Starkes Baumholz,Starkes Baumholz_8,,1750.0,Breil/Brigels
2.3,8,res_prot,not_young,2,2,2,0,2,1788,Mittleres Baumholz,Mittleres Baumholz_8,,1794.1,Breil/Brigels
3.1,8,prot_no_nat,not_young,2,2,2,0,2,1789,Starkes Baumholz,Starkes Baumholz_8,,1656.8,Breil/Brigels
4.5,8,res_prot,not_young,2,2,2,0,2,1790,Mittleres Baumholz,Mittleres Baumholz_8,,1656.1,Breil/Brigels
26.8,8,res_prot,not_young,1,1,1,0,1,1791,Starkes Baumholz,Starkes Baumholz_8,,1689.2,Breil/Brigels
4.2,8,res_prot,not_young,2,2,2,0,2,1792,Mittleres Baumholz,Mittleres Baumholz_8,,1800.0,Breil/Brigels
26.5,8,prot_no_nat,not_young,2,2,2,0,2,1793,Mittleres Baumholz,Mittleres Baumholz_8,,1673.7,Breil/Brigels
4.1,8,prot_no_nat,not_young,2,2,2,0,2,1794,Stangenholz,Stangenholz_8,,1611.6,Breil/Brigels
1.3,8,prot_no_nat,not_young,2,2,2,0,2,1795,Starkes Baumholz,Starkes Baumholz_8,,1781.7,Breil/Brigels
1.4,12,prot_no_nat,not_young,2,2,2,0,2,1796,Stangenholz,Stangenholz_12,,1523.0,Breil/Brigels
1.1,12,prot_no_nat,not_young,2,2,2,0,2,1797,Mittleres Baumholz,Mittleres Baumholz_12,,1540.0,Breil/Brigels
8.8,8,prot_no_nat,not_young,2,2,2,0,2,1798,Starkes Baumholz,Starkes Baumholz_8,,1640.7,Breil/Brigels
13.2,8,prot_no_nat,not_young,2,2,2,0,2,1799,Starkes Baumholz,Starkes Baumholz_8,,1655.8,Breil/Brigels
2.4,12,prot_no_nat,not_young,2,2,2,0,2,1800,Mittleres Baumholz,Mittleres Baumholz_12,,1575.8,Breil/Brigels
0.9,8,prot_no_nat,not_young,2,2,2,0,2,1801,Mittleres Baumholz,Mittleres Baumholz_8,,1783.0,Breil/Brigels
5.0,12,prot_no_nat,not_young,2,2,2,0,2,1802,Stangenholz,Stangenholz_12,,1622.2,Breil/Brigels
3.0,11,prot_no_nat,not_young,2,2,2,0,2,1803,Schwaches Baumholz,Schwaches Baumholz_11,,815.2999999999998,Tavanasa
15.0,8,res_prot,not_young,2,2,2,0,2,1804,Starkes Baumholz,Starkes Baumholz_8,,1742.2,Breil/Brigels
6.4,11,prot_no_nat,not_young,2,2,2,0,2,1805,Starkes Baumholz,Starkes Baumholz_11,,924.3,Tavanasa
7.5,11,prot_no_nat,not_young,2,2,2,0,2,1806,Starkes Baumholz,Starkes Baumholz_11,,963.4,Tavanasa
2.9,11,prot_no_nat,not_young,2,2,2,0,2,1807,Starkes Baumholz,Starkes Baumholz_11,,816.8999999999999,Tavanasa
0.8,11,prot_no_nat,not_young,2,2,2,0,2,1808,Schwaches Baumholz,Schwaches Baumholz_11,,1070.9,Obersaxen
0.7,11,prot_no_nat,not_young,2,2,2,0,2,1809,Mittleres Baumholz,Mittleres Baumholz_11,,1075.6,Obersaxen
0.5,11,prot_no_nat,not_young,2,2,2,0,2,1810,Schwaches Baumholz,Schwaches Baumholz_11,,1080.4,Obersaxen
7.1,11,prot_no_nat,not_young,2,2,2,0,2,1811,Stangenholz,Stangenholz_11,,1225.9,Breil/Brigels
2.5,8,prot_no_nat,not_young,2,2,2,0,2,1812,Stangenholz,Stangenholz_8,,1794.0,Breil/Brigels
5.0,11,prot_no_nat,not_young,2,2,2,0,2,1813,Mittleres Baumholz,Mittleres Baumholz_11,,878.3999999999999,Tavanasa
