area_ha,alt_zone,type,age,BAU,HYBRID,WOOD,NONE,BIO,fsID,ds,rst,distance,elev,SHORTNAME
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3261,Stangenholz,Stangenholz_12,,1609.0,Sumvitg
0.7,12,prot_no_nat,not_young,2,2,2,0,2,3262,Stangenholz,Stangenholz_12,,1587.0,Sumvitg
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3263,Schwaches Baumholz,Schwaches Baumholz_12,,1539.7,Sumvitg
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3264,Stangenholz,Stangenholz_12,,1565.8,Rabius
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3265,Mittleres Baumholz,Mittleres Baumholz_8,,1718.5,Rabius
0.5,11,prot_no_nat,not_young,2,2,2,0,2,3266,Schwaches Baumholz,Schwaches Baumholz_11,,1036.2,Surrein
2.2,11,prot_no_nat,not_young,2,2,2,0,2,3267,Starkes Baumholz,Starkes Baumholz_11,,1414.6,Surrein
0.9,11,prot_no_nat,not_young,2,2,2,0,2,3268,Starkes Baumholz,Starkes Baumholz_11,,1305.8,Surrein
0.8,11,prot_no_nat,not_young,2,2,2,0,2,3269,Mittleres Baumholz,Mittleres Baumholz_11,,1272.0,Obersaxen
1.8,11,prot_no_nat,not_young,2,2,2,0,2,3270,Schwaches Baumholz,Schwaches Baumholz_11,,1280.7,Obersaxen
1.9,11,prot_no_nat,not_young,2,2,2,0,2,3271,Schwaches Baumholz,Schwaches Baumholz_11,,1302.0,Obersaxen
0.9,11,prot_no_nat,not_young,2,2,2,0,2,3272,Schwaches Baumholz,Schwaches Baumholz_11,,1276.0,Obersaxen
0.8,11,prot_no_nat,not_young,2,2,2,0,2,3273,Schwaches Baumholz,Schwaches Baumholz_11,,1294.7,Obersaxen
0.5,11,prot_no_nat,not_young,2,2,2,0,2,3274,Stangenholz,Stangenholz_11,,1316.9,Obersaxen
1.8,11,prot_no_nat,not_young,2,2,2,0,2,3275,Schwaches Baumholz,Schwaches Baumholz_11,,1304.6,Obersaxen
2.9,11,prot_no_nat,not_young,2,2,2,0,2,3276,Schwaches Baumholz,Schwaches Baumholz_11,,1165.4,Obersaxen
0.6,11,prot_no_nat,not_young,2,2,2,0,2,3277,Schwaches Baumholz,Schwaches Baumholz_11,,1374.4,Obersaxen
1.1,11,prot_no_nat,not_young,2,2,2,0,2,3278,Mittleres Baumholz,Mittleres Baumholz_11,,1383.6,Obersaxen
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3279,Mittleres Baumholz,Mittleres Baumholz_11,,1465.6,Obersaxen
1.2,9,prot_no_nat,not_young,2,2,2,0,2,3280,Mittleres Baumholz,Mittleres Baumholz_9,,1850.8,Obersaxen
1.4,8,prot_no_nat,not_young,2,2,2,0,2,3281,Schwaches Baumholz,Schwaches Baumholz_8,,1751.8,Obersaxen
1.7,8,prot_no_nat,not_young,2,2,2,0,2,3282,Schwaches Baumholz,Schwaches Baumholz_8,,1827.5,Obersaxen
1.2,9,prot_no_nat,not_young,2,2,2,0,2,3283,Starkes Baumholz,Starkes Baumholz_9,,1879.6,Obersaxen
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3284,Schwaches Baumholz,Schwaches Baumholz_12,,1688.7,Obersaxen
1.6,5,prot_no_nat,not_young,2,2,2,0,2,3285,Schwaches Baumholz,Schwaches Baumholz_5,,2039.1,Surrein
1.4,12,prot_no_nat,not_young,2,2,2,0,2,3286,Stangenholz,Stangenholz_12,,1341.0,Surrein
0.7,5,prot_no_nat,not_young,2,2,2,0,2,3287,Stangenholz,Stangenholz_5,,2024.5,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3288,Stangenholz,Stangenholz_12,,1196.8,Surrein
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3289,Mittleres Baumholz,Mittleres Baumholz_12,,1180.7,Surrein
0.7,12,prot_no_nat,not_young,2,2,2,0,2,3290,Stangenholz,Stangenholz_12,,1273.2,Surrein
0.5,8,prot_no_nat,not_young,2,2,2,0,2,3291,Mittleres Baumholz,Mittleres Baumholz_8,,1544.6,Sumvitg
0.8,8,prot_no_nat,not_young,2,2,2,0,2,3292,Mittleres Baumholz,Mittleres Baumholz_8,,1735.9,Sumvitg
0.5,11,prot_no_nat,not_young,2,2,2,0,2,3293,Starkes Baumholz,Starkes Baumholz_11,,1097.1,Cumpadials
0.7,12,prot_no_nat,not_young,2,2,2,0,2,3294,Stangenholz,Stangenholz_12,,1494.3,Sumvitg
1.8,11,prot_no_nat,not_young,2,2,2,0,2,3295,Starkes Baumholz,Starkes Baumholz_11,,1501.9,Sumvitg
2.0,11,prot_no_nat,not_young,2,2,2,0,2,3296,Stangenholz,Stangenholz_11,,1459.4,Sumvitg
1.2,12,prot_no_nat,not_young,2,2,2,0,2,3297,Mittleres Baumholz,Mittleres Baumholz_12,,1632.5,Sumvitg
1.4,8,prot_no_nat,not_young,2,2,2,0,2,3298,Mittleres Baumholz,Mittleres Baumholz_8,,1618.3,Rabius
0.7,5,prot_no_nat,not_young,2,2,2,0,2,3299,Stangenholz,Stangenholz_5,,1970.3,Rabius
0.8,12,prot_no_nat,not_young,2,2,2,0,2,3300,Stangenholz,Stangenholz_12,,1450.3,Rabius
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3301,Stangenholz,Stangenholz_12,,1401.0,Rabius
1.3,12,prot_no_nat,not_young,2,2,2,0,2,3302,Stangenholz,Stangenholz_12,,1276.1,Rabius
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3303,Schwaches Baumholz,Schwaches Baumholz_12,,1583.9,Obersaxen
0.7,12,prot_no_nat,not_young,2,2,2,0,2,3304,Schwaches Baumholz,Schwaches Baumholz_12,,1596.8,Obersaxen
0.8,12,prot_no_nat,not_young,2,2,2,0,2,3305,Stangenholz,Stangenholz_12,,1521.4,Obersaxen
1.0,12,prot_no_nat,not_young,2,2,2,0,2,3306,Mittleres Baumholz,Mittleres Baumholz_12,,1604.5,Obersaxen
1.0,12,prot_no_nat,not_young,2,2,2,0,2,3307,Stangenholz,Stangenholz_12,,1548.3,Obersaxen
0.9,12,prot_no_nat,not_young,2,2,2,0,2,3308,Stangenholz,Stangenholz_12,,1557.1,Obersaxen
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3309,Mittleres Baumholz,Mittleres Baumholz_12,,1582.6,Obersaxen
2.2,12,prot_no_nat,not_young,2,2,2,0,2,3310,Mittleres Baumholz,Mittleres Baumholz_12,,1591.8,Obersaxen
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3311,Schwaches Baumholz,Schwaches Baumholz_12,,1561.1,Obersaxen
1.4,12,prot_no_nat,not_young,2,2,2,0,2,3312,Mittleres Baumholz,Mittleres Baumholz_12,,1539.7,Obersaxen
1.2,12,prot_no_nat,not_young,2,2,2,0,2,3313,Schwaches Baumholz,Schwaches Baumholz_12,,1558.7,Obersaxen
1.8,12,prot_no_nat,not_young,2,2,2,0,2,3314,Mittleres Baumholz,Mittleres Baumholz_12,,1606.5,Obersaxen
1.6,11,prot_no_nat,not_young,2,2,2,0,2,3315,Mittleres Baumholz,Mittleres Baumholz_11,,1444.5,Obersaxen
6.8,11,prot_no_nat,not_young,2,2,2,0,2,3316,Mittleres Baumholz,Mittleres Baumholz_11,,1495.2,Obersaxen
5.9,12,prot_no_nat,not_young,2,2,2,0,2,3317,Mittleres Baumholz,Mittleres Baumholz_12,,1530.7,Obersaxen
2.6,12,prot_no_nat,not_young,2,2,2,0,2,3318,Starkes Baumholz,Starkes Baumholz_12,,1509.9,Obersaxen
1.7,12,prot_no_nat,not_young,2,2,2,0,2,3319,Mittleres Baumholz,Mittleres Baumholz_12,,1478.3,Obersaxen
1.4,12,prot_no_nat,not_young,2,2,2,0,2,3320,Schwaches Baumholz,Schwaches Baumholz_12,,1565.0,Obersaxen
0.9,11,prot_no_nat,not_young,2,2,2,0,2,3321,Starkes Baumholz,Starkes Baumholz_11,,1579.0,Surrein
0.6,8,prot_no_nat,not_young,2,2,2,0,2,3322,Mittleres Baumholz,Mittleres Baumholz_8,,1583.2,Surrein
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3323,Stangenholz,Stangenholz_12,,1201.1,Surrein
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3324,Mittleres Baumholz,Mittleres Baumholz_12,,1300.2,Surrein
0.7,12,prot_no_nat,not_young,2,2,2,0,2,3325,Mittleres Baumholz,Mittleres Baumholz_12,,1415.6,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3326,Stangenholz,Stangenholz_12,,1299.0,Surrein
1.8,5,prot_no_nat,not_young,2,2,2,0,2,3327,Mittleres Baumholz,Mittleres Baumholz_5,,1928.6,Sumvitg
1.7,11,prot_no_nat,not_young,1,2,2,0,2,3328,Stangenholz,Stangenholz_11,,1010.4,Cumpadials
6.4,11,prot_no_nat,not_young,1,2,2,0,2,3329,Stangenholz,Stangenholz_11,,1020.6,Cumpadials
1.8,11,prot_no_nat,not_young,2,2,2,0,2,3330,Starkes Baumholz,Starkes Baumholz_11,,1221.3,Sumvitg
1.2,11,prot_no_nat,not_young,2,2,2,0,2,3331,Starkes Baumholz,Starkes Baumholz_11,,1104.1,Sumvitg
1.8,12,prot_no_nat,not_young,2,2,2,0,2,3332,Mittleres Baumholz,Mittleres Baumholz_12,,1556.6,Sumvitg
3.2,8,prot_no_nat,not_young,2,2,2,0,2,3333,Starkes Baumholz,Starkes Baumholz_8,,1703.7,Sumvitg
1.6,12,prot_no_nat,not_young,2,2,2,0,2,3334,Mittleres Baumholz,Mittleres Baumholz_12,,1661.1,Sumvitg
1.3,8,prot_no_nat,not_young,2,2,2,0,2,3335,Mittleres Baumholz,Mittleres Baumholz_8,,1757.3,Sumvitg
4.3,8,prot_no_nat,not_young,2,2,2,0,2,3336,Starkes Baumholz,Starkes Baumholz_8,,1760.8,Rabius
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3337,Stangenholz,Stangenholz_12,,1325.7,Rabius
0.6,8,prot_no_nat,not_young,2,2,2,0,2,3338,Stangenholz,Stangenholz_8,,1654.2,Rabius
2.1,12,prot_no_nat,not_young,2,2,2,0,2,3339,Schwaches Baumholz,Schwaches Baumholz_12,,1546.0,Obersaxen
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3340,Mittleres Baumholz,Mittleres Baumholz_12,,1579.3,Obersaxen
3.2,12,prot_no_nat,not_young,2,2,2,0,2,3341,Schwaches Baumholz,Schwaches Baumholz_12,,1520.2,Obersaxen
1.2,12,prot_no_nat,not_young,2,2,2,0,2,3342,Mittleres Baumholz,Mittleres Baumholz_12,,1665.3,Obersaxen
2.1,12,prot_no_nat,not_young,2,2,2,0,2,3343,Mittleres Baumholz,Mittleres Baumholz_12,,1669.9,Obersaxen
2.9,12,prot_no_nat,not_young,2,2,2,0,2,3344,Mittleres Baumholz,Mittleres Baumholz_12,,1549.5,Obersaxen
1.0,12,prot_no_nat,not_young,2,2,2,0,2,3345,Schwaches Baumholz,Schwaches Baumholz_12,,1631.3,Obersaxen
6.4,8,prot_no_nat,not_young,2,2,2,0,2,3346,Mittleres Baumholz,Mittleres Baumholz_8,,1717.4,Obersaxen
1.7,8,prot_no_nat,not_young,2,2,2,0,2,3347,Mittleres Baumholz,Mittleres Baumholz_8,,1674.6,Obersaxen
2.9,8,prot_no_nat,not_young,2,2,2,0,2,3348,Mittleres Baumholz,Mittleres Baumholz_8,,1783.1,Obersaxen
0.6,11,prot_no_nat,not_young,2,2,2,0,2,3349,Schwaches Baumholz,Schwaches Baumholz_11,,1257.5,Obersaxen
1.8,12,prot_no_nat,not_young,2,2,2,0,2,3350,Mittleres Baumholz,Mittleres Baumholz_12,,1347.7,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3351,Stangenholz,Stangenholz_12,,1394.0,Surrein
0.7,12,prot_no_nat,not_young,2,2,2,0,2,3352,Schwaches Baumholz,Schwaches Baumholz_12,,1311.5,Surrein
1.2,12,prot_no_nat,not_young,2,2,2,0,2,3353,Starkes Baumholz,Starkes Baumholz_12,,1293.9,Surrein
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3354,Schwaches Baumholz,Schwaches Baumholz_12,,1269.7,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3355,Stangenholz,Stangenholz_12,,1264.9,Surrein
1.0,12,prot_no_nat,not_young,2,2,2,0,2,3356,Stangenholz,Stangenholz_12,,1524.3,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3357,Mittleres Baumholz,Mittleres Baumholz_12,,1626.1,Sumvitg
0.6,11,prot_no_nat,not_young,2,2,2,0,2,3358,Stangenholz,Stangenholz_11,,957.8,Cumpadials
1.6,8,prot_no_nat,not_young,2,2,2,0,2,3359,Starkes Baumholz,Starkes Baumholz_8,,1702.2,Rabius
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3360,Starkes Baumholz,Starkes Baumholz_8,,1764.5,Rabius
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3361,Starkes Baumholz,Starkes Baumholz_8,,1724.2,Rabius
1.8,11,prot_no_nat,not_young,2,2,2,0,2,3362,Stangenholz,Stangenholz_11,,898.7,Sumvitg
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3363,Starkes Baumholz,Starkes Baumholz_12,,1603.5,Obersaxen
1.3,12,prot_no_nat,not_young,2,2,2,0,2,3364,Starkes Baumholz,Starkes Baumholz_12,,1629.1,Obersaxen
4.5,12,prot_no_nat,not_young,2,2,2,0,2,3365,Mittleres Baumholz,Mittleres Baumholz_12,,1323.5,Surrein
2.6,12,prot_no_nat,not_young,2,2,2,0,2,3366,Mittleres Baumholz,Mittleres Baumholz_12,,1334.8,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3367,Stangenholz,Stangenholz_12,,1260.7,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3368,Stangenholz,Stangenholz_12,,1309.0,Surrein
4.7,11,prot_no_nat,not_young,2,2,2,0,2,3369,Starkes Baumholz,Starkes Baumholz_11,,1283.7,Sumvitg
2.6,11,prot_no_nat,not_young,2,2,2,0,2,3370,Starkes Baumholz,Starkes Baumholz_11,,1184.0,Sumvitg
0.5,5,prot_no_nat,not_young,2,2,2,0,2,3371,Stangenholz,Stangenholz_5,,937.6,Cumpadials
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3372,Stangenholz,Stangenholz_11,,960.3,Cumpadials
1.5,11,prot_no_nat,not_young,2,2,2,0,2,3373,Mittleres Baumholz,Mittleres Baumholz_11,,1346.9,Sumvitg
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3374,Mittleres Baumholz,Mittleres Baumholz_11,,1343.9,Sumvitg
0.8,12,prot_no_nat,not_young,2,2,2,0,2,3375,Stangenholz,Stangenholz_12,,1559.0,Rabius
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3376,Mittleres Baumholz,Mittleres Baumholz_8,,1691.4,Rabius
1.1,5,prot_no_nat,not_young,2,2,2,0,2,3377,Schwaches Baumholz,Schwaches Baumholz_5,,1918.2,Rabius
2.5,11,prot_no_nat,not_young,2,2,2,0,2,3378,Stangenholz,Stangenholz_11,,900.1,Surrein
1.7,11,prot_no_nat,not_young,2,2,2,0,2,3379,Stangenholz,Stangenholz_11,,936.8,Sumvitg
1.3,11,prot_no_nat,not_young,2,2,2,0,2,3380,Stangenholz,Stangenholz_11,,892.2999999999998,Rabius
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3381,Stangenholz,Stangenholz_12,,1652.1,Obersaxen
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3382,Mittleres Baumholz,Mittleres Baumholz_11,,1529.4,Obersaxen
1.3,12,prot_no_nat,not_young,2,2,2,0,2,3383,Mittleres Baumholz,Mittleres Baumholz_12,,1528.6,Obersaxen
1.4,12,prot_no_nat,not_young,2,2,2,0,2,3384,Mittleres Baumholz,Mittleres Baumholz_12,,1648.1,Obersaxen
3.3,8,prot_no_nat,not_young,2,2,2,0,2,3385,Schwaches Baumholz,Schwaches Baumholz_8,,1825.1,Obersaxen
2.9,12,prot_no_nat,not_young,2,2,2,0,2,3386,Mittleres Baumholz,Mittleres Baumholz_12,,1614.8,Obersaxen
4.5,12,prot_no_nat,not_young,2,2,2,0,2,3387,Starkes Baumholz,Starkes Baumholz_12,,1540.7,Obersaxen
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3388,Mittleres Baumholz,Mittleres Baumholz_12,,1585.0,Obersaxen
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3389,Starkes Baumholz,Starkes Baumholz_12,,1544.6,Obersaxen
1.7,12,prot_no_nat,not_young,2,2,2,0,2,3390,Mittleres Baumholz,Mittleres Baumholz_12,,1592.0,Obersaxen
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3391,Starkes Baumholz,Starkes Baumholz_12,,1559.8,Obersaxen
2.7,11,prot_no_nat,not_young,2,2,2,0,2,3392,Schwaches Baumholz,Schwaches Baumholz_11,,1022.9,Surrein
1.7,11,prot_no_nat,not_young,2,2,2,0,2,3393,Stangenholz,Stangenholz_11,,1156.3,Surrein
3.1,11,prot_no_nat,not_young,2,2,2,0,2,3394,Mittleres Baumholz,Mittleres Baumholz_11,,1145.7,Surrein
1.5,11,prot_no_nat,not_young,2,2,2,0,2,3395,Schwaches Baumholz,Schwaches Baumholz_11,,929.4,Surrein
0.8,11,prot_no_nat,not_young,2,2,2,0,2,3396,Mittleres Baumholz,Mittleres Baumholz_11,,1555.0,Surrein
2.2,11,prot_no_nat,not_young,2,2,2,0,2,3397,Starkes Baumholz,Starkes Baumholz_11,,1483.8,Surrein
2.0,8,prot_no_nat,not_young,2,2,2,0,2,3398,Mittleres Baumholz,Mittleres Baumholz_8,,1581.2,Surrein
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3399,Starkes Baumholz,Starkes Baumholz_11,,1471.4,Surrein
0.6,11,prot_no_nat,not_young,2,2,2,0,2,3400,Starkes Baumholz,Starkes Baumholz_11,,1502.3,Surrein
0.5,8,prot_no_nat,not_young,2,2,2,0,2,3401,Mittleres Baumholz,Mittleres Baumholz_8,,1789.3,Surrein
2.3,11,prot_no_nat,not_young,2,2,2,0,2,3402,Stangenholz,Stangenholz_11,,1081.4,Sumvitg
0.8,11,prot_no_nat,not_young,2,2,2,0,2,3403,Starkes Baumholz,Starkes Baumholz_11,,1101.0,Sumvitg
0.8,11,prot_no_nat,not_young,2,2,2,0,2,3404,Starkes Baumholz,Starkes Baumholz_11,,1111.9,Sumvitg
1.6,8,prot_no_nat,not_young,2,2,2,0,2,3405,Mittleres Baumholz,Mittleres Baumholz_8,,1708.9,Sumvitg
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3406,Mittleres Baumholz,Mittleres Baumholz_11,,1332.8,Sumvitg
1.2,11,prot_no_nat,not_young,2,2,2,0,2,3407,Mittleres Baumholz,Mittleres Baumholz_11,,1269.3,Sumvitg
1.0,11,prot_no_nat,not_young,2,2,2,0,2,3408,Schwaches Baumholz,Schwaches Baumholz_11,,1035.9,Surrein
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3409,Schwaches Baumholz,Schwaches Baumholz_12,,1569.2,Surrein
0.9,11,prot_no_nat,not_young,2,2,2,0,2,3410,Stangenholz,Stangenholz_11,,924.1,Surrein
7.0,8,prot_no_nat,not_young,2,2,2,0,2,3411,Mittleres Baumholz,Mittleres Baumholz_8,,1793.2,Obersaxen
1.6,8,prot_no_nat,not_young,2,2,2,0,2,3412,Mittleres Baumholz,Mittleres Baumholz_8,,1715.4,Obersaxen
4.0,8,prot_no_nat,not_young,2,2,2,0,2,3413,Mittleres Baumholz,Mittleres Baumholz_8,,1745.5,Obersaxen
1.4,8,prot_no_nat,not_young,2,2,2,0,2,3414,Schwaches Baumholz,Schwaches Baumholz_8,,1744.8,Obersaxen
3.3,8,prot_no_nat,not_young,2,2,2,0,2,3415,Mittleres Baumholz,Mittleres Baumholz_8,,1716.7,Obersaxen
2.6,8,prot_no_nat,not_young,2,2,2,0,2,3416,Mittleres Baumholz,Mittleres Baumholz_8,,1695.6,Obersaxen
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3417,Stangenholz,Stangenholz_12,,1671.1,Obersaxen
2.6,12,prot_no_nat,not_young,2,2,2,0,2,3418,Mittleres Baumholz,Mittleres Baumholz_12,,1585.9,Obersaxen
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3419,Schwaches Baumholz,Schwaches Baumholz_12,,1590.2,Obersaxen
1.9,12,prot_no_nat,not_young,2,2,2,0,2,3420,Mittleres Baumholz,Mittleres Baumholz_12,,1579.5,Obersaxen
2.4,12,prot_no_nat,not_young,2,2,2,0,2,3421,Schwaches Baumholz,Schwaches Baumholz_12,,1589.8,Obersaxen
1.9,12,prot_no_nat,not_young,2,2,2,0,2,3422,Mittleres Baumholz,Mittleres Baumholz_12,,1611.1,Obersaxen
0.9,12,prot_no_nat,not_young,2,2,2,0,2,3423,Mittleres Baumholz,Mittleres Baumholz_12,,1606.7,Obersaxen
2.6,12,prot_no_nat,not_young,2,2,2,0,2,3424,Starkes Baumholz,Starkes Baumholz_12,,1658.2,Obersaxen
2.6,8,prot_no_nat,not_young,2,2,2,0,2,3425,Starkes Baumholz,Starkes Baumholz_8,,1716.0,Obersaxen
1.0,12,prot_no_nat,not_young,2,2,2,0,2,3426,Stangenholz,Stangenholz_12,,1662.8,Obersaxen
2.0,8,prot_no_nat,not_young,2,2,2,0,2,3427,Starkes Baumholz,Starkes Baumholz_8,,1681.2,Obersaxen
3.9,11,prot_no_nat,not_young,2,2,2,0,2,3428,Schwaches Baumholz,Schwaches Baumholz_11,,948.4,Surrein
0.6,11,prot_no_nat,not_young,2,2,2,0,2,3429,Schwaches Baumholz,Schwaches Baumholz_11,,1089.5,Surrein
1.4,11,prot_no_nat,not_young,2,2,2,0,2,3430,Schwaches Baumholz,Schwaches Baumholz_11,,1066.5,Surrein
2.1,8,prot_no_nat,not_young,2,2,2,0,2,3431,Starkes Baumholz,Starkes Baumholz_8,,1612.3,Surrein
1.4,8,prot_no_nat,not_young,2,2,2,0,2,3432,Starkes Baumholz,Starkes Baumholz_8,,1610.1,Surrein
2.6,8,prot_no_nat,not_young,2,2,2,0,2,3433,Mittleres Baumholz,Mittleres Baumholz_8,,1670.8,Surrein
0.8,8,prot_no_nat,not_young,2,2,2,0,2,3434,Mittleres Baumholz,Mittleres Baumholz_8,,1655.5,Surrein
0.8,12,prot_no_nat,not_young,2,2,2,0,2,3435,Mittleres Baumholz,Mittleres Baumholz_12,,1244.7,Surrein
1.0,12,prot_no_nat,not_young,2,2,2,0,2,3436,Stangenholz,Stangenholz_12,,1239.2,Surrein
2.9,11,prot_no_nat,not_young,1,2,2,0,2,3437,Stangenholz,Stangenholz_11,,1013.5,Cumpadials
0.9,11,prot_no_nat,not_young,1,2,2,0,2,3438,Stangenholz,Stangenholz_11,,952.5,Cumpadials
1.5,11,prot_no_nat,not_young,1,2,2,0,2,3439,Stangenholz,Stangenholz_11,,945.2,Cumpadials
0.5,12,prot_no_nat,not_young,2,2,2,0,2,3440,Schwaches Baumholz,Schwaches Baumholz_12,,1515.8,Sumvitg
1.9,12,prot_no_nat,not_young,2,2,2,0,2,3441,Mittleres Baumholz,Mittleres Baumholz_12,,1622.3,Sumvitg
1.3,12,prot_no_nat,not_young,2,2,2,0,2,3442,Stangenholz,Stangenholz_12,,1562.6,Sumvitg
0.7,8,prot_no_nat,not_young,2,2,2,0,2,3443,Starkes Baumholz,Starkes Baumholz_8,,1590.0,Sumvitg
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3444,Mittleres Baumholz,Mittleres Baumholz_8,,1659.2,Sumvitg
1.5,8,prot_no_nat,not_young,2,2,2,0,2,3445,Mittleres Baumholz,Mittleres Baumholz_8,,1682.3,Sumvitg
0.9,8,prot_no_nat,not_young,2,2,2,0,2,3446,Mittleres Baumholz,Mittleres Baumholz_8,,1663.1,Sumvitg
1.9,11,prot_no_nat,not_young,1,2,2,0,2,3447,Stangenholz,Stangenholz_11,,890.0,Sumvitg
1.3,11,prot_no_nat,not_young,1,2,2,0,2,3448,Stangenholz,Stangenholz_11,,892.2,Surrein
1.6,11,prot_no_nat,not_young,1,2,2,0,2,3449,Stangenholz,Stangenholz_11,,889.1,Surrein
1.1,11,prot_no_nat,not_young,1,2,2,0,2,3450,Stangenholz,Stangenholz_11,,893.2,Surrein
1.4,12,prot_no_nat,not_young,2,2,2,0,2,3451,Schwaches Baumholz,Schwaches Baumholz_12,,1459.2,Sumvitg
2.3,12,prot_no_nat,not_young,2,2,2,0,2,3452,Schwaches Baumholz,Schwaches Baumholz_12,,1454.4,Sumvitg
1.1,12,prot_no_nat,not_young,2,2,2,0,2,3453,Schwaches Baumholz,Schwaches Baumholz_12,,1657.3,Obersaxen
0.6,8,prot_no_nat,not_young,2,2,2,0,2,3454,Mittleres Baumholz,Mittleres Baumholz_8,,1697.7,Obersaxen
1.7,8,prot_no_nat,not_young,2,2,2,0,2,3455,Schwaches Baumholz,Schwaches Baumholz_8,,1700.7,Obersaxen
4.2,8,prot_no_nat,not_young,2,2,2,0,2,3456,Mittleres Baumholz,Mittleres Baumholz_8,,1724.5,Obersaxen
0.9,8,prot_no_nat,not_young,2,2,2,0,2,3457,Schwaches Baumholz,Schwaches Baumholz_8,,1686.4,Obersaxen
2.2,8,prot_no_nat,not_young,2,2,2,0,2,3458,Schwaches Baumholz,Schwaches Baumholz_8,,1770.6,Obersaxen
2.0,8,prot_no_nat,not_young,2,2,2,0,2,3459,Schwaches Baumholz,Schwaches Baumholz_8,,1695.3,Obersaxen
1.2,8,prot_no_nat,not_young,2,2,2,0,2,3460,Schwaches Baumholz,Schwaches Baumholz_8,,1771.3,Obersaxen
2.0,8,prot_no_nat,not_young,2,2,2,0,2,3461,Schwaches Baumholz,Schwaches Baumholz_8,,1806.7,Obersaxen
0.5,8,prot_no_nat,not_young,2,2,2,0,2,3462,Mittleres Baumholz,Mittleres Baumholz_8,,1685.7,Obersaxen
2.5,9,prot_no_nat,not_young,2,2,2,0,2,3463,Mittleres Baumholz,Mittleres Baumholz_9,,1880.4,Obersaxen
0.6,12,prot_no_nat,not_young,2,2,2,0,2,3464,Mittleres Baumholz,Mittleres Baumholz_12,,1651.7,Obersaxen
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3465,Starkes Baumholz,Starkes Baumholz_8,,1678.0,Obersaxen
0.9,12,prot_no_nat,not_young,2,2,2,0,2,3466,Mittleres Baumholz,Mittleres Baumholz_12,,1660.9,Obersaxen
1.0,11,prot_no_nat,not_young,2,2,2,0,2,3467,Stangenholz,Stangenholz_11,,1086.5,Surrein
0.5,11,prot_no_nat,not_young,2,2,2,0,2,3468,Schwaches Baumholz,Schwaches Baumholz_11,,1141.4,Surrein
1.3,11,prot_no_nat,not_young,2,2,2,0,2,3469,Schwaches Baumholz,Schwaches Baumholz_11,,1083.3,Surrein
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3470,Schwaches Baumholz,Schwaches Baumholz_11,,1106.6,Surrein
0.9,11,prot_no_nat,not_young,2,2,2,0,2,3471,Stangenholz,Stangenholz_11,,1181.4,Surrein
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3472,Schwaches Baumholz,Schwaches Baumholz_11,,1133.1,Surrein
0.7,11,prot_no_nat,not_young,2,2,2,0,2,3473,Stangenholz,Stangenholz_11,,886.5,Rabius
1.0,8,prot_no_nat,not_young,2,2,2,0,2,3474,Stangenholz,Stangenholz_8,,1711.9,Obersaxen
